date,La Paz_cume,La Paz
2020-12-21,10,
2020-12-22,29,19
2020-12-23,41,12
2020-12-28,44,3
2020-12-29,46,2
2020-12-30,63,17
2020-12-31,67,4
2021-01-04,70,3
2021-01-05,72,2
2021-01-06,103,31
2021-01-07,157,54
2021-01-09,158,1
2021-01-11,162,4
2021-01-12,169,7
2021-01-13,328,159
2021-01-14,336,8
2021-01-15,341,5
2021-01-16,342,1
2021-01-18,352,10
2021-01-19,376,24
2021-01-20,452,76
2021-01-21,462,10
2021-01-22,464,2
2021-01-23,467,3
2021-01-25,495,28
2021-01-26,518,23
2021-01-27,891,373
2021-01-28,1304,413
2021-01-29,1327,23
2021-01-30,1329,2
2021-01-31,1336,7
2021-02-01,1361,25
2021-02-02,1390,29
2021-02-03,1857,467
2021-02-04,2008,151
2021-02-05,2050,42
2021-02-06,2054,4
2021-02-07,2056,2
2021-02-08,2091,35
2021-02-09,2136,45
2021-02-10,2477,341
2021-02-11,2663,186
2021-02-12,2679,16
2021-02-13,2688,9
2021-02-14,2697,9
2021-02-15,2706,9
2021-02-16,2716,10
2021-02-17,2802,86
2021-02-18,3095,293
2021-02-19,3105,10
2021-02-20,3109,4
2021-02-21,3116,7
2021-02-22,3142,26
2021-02-23,3174,32
2021-02-24,3494,320
2021-02-25,3922,428
2021-02-26,3953,31
2021-02-27,3961,8
2021-02-28,3970,9
2021-03-01,4027,57
2021-03-02,4092,65
2021-03-03,4589,497
2021-03-04,5088,499
2021-03-05,5132,44
2021-03-06,5145,13
2021-03-07,5155,10
2021-03-08,5205,50
2021-03-09,5285,80
2021-03-10,5695,410
2021-03-11,6070,375
2021-03-12,6128,58
2021-03-13,6149,21
2021-03-14,6159,10
2021-03-15,6214,55
2021-03-16,6265,51
2021-03-17,6599,334
2021-03-18,6935,336
2021-03-19,6972,37
2021-03-20,6982,10
2021-03-21,6992,10
2021-03-22,7042,50
2021-03-23,7095,53
2021-03-24,7411,316
2021-03-25,7768,357
