date,Greenlee_cume,Greenlee
2020-12-18,2,
2020-12-21,16,14
2020-12-22,42,26
2020-12-23,49,7
2020-12-24,53,4
2020-12-26,54,1
2020-12-28,56,2
2020-12-29,64,8
2020-12-30,85,21
2020-12-31,115,30
2021-01-01,117,2
2021-01-04,118,1
2021-01-05,140,22
2021-01-06,155,15
2021-01-07,193,38
2021-01-08,209,16
2021-01-09,210,1
2021-01-12,249,39
2021-01-13,290,41
2021-01-14,353,63
2021-01-15,368,15
2021-01-16,369,1
2021-01-18,394,25
2021-01-19,431,37
2021-01-20,463,32
2021-01-21,711,248
2021-01-22,899,188
2021-01-23,1254,355
2021-01-24,1262,8
2021-01-25,1307,45
2021-01-26,1311,4
2021-01-27,1391,80
2021-01-28,1646,255
2021-01-29,1778,132
2021-01-30,1780,2
2021-02-01,1806,26
2021-02-02,1875,69
2021-02-03,1908,33
2021-02-04,1992,84
2021-02-05,2146,154
2021-02-06,2149,3
2021-02-08,2167,18
2021-02-09,2205,38
2021-02-10,2305,100
2021-02-11,2449,144
2021-02-12,2640,191
2021-02-13,2645,5
2021-02-15,2683,38
2021-02-16,2763,80
2021-02-17,2910,147
2021-02-18,3167,257
2021-02-19,3173,6
2021-02-20,3175,2
2021-02-22,3235,60
2021-02-23,3543,308
2021-02-24,3701,158
2021-02-25,3829,128
2021-02-26,3982,153
2021-02-28,3997,15
2021-03-01,4024,27
2021-03-02,4175,151
2021-03-03,4226,51
2021-03-04,4267,41
2021-03-05,4408,141
2021-03-06,4409,1
2021-03-07,4410,1
2021-03-08,4450,40
2021-03-09,4522,72
2021-03-10,4604,82
2021-03-11,4670,66
2021-03-12,4781,111
2021-03-13,4787,6
2021-03-15,4898,111
2021-03-16,4923,25
2021-03-17,4978,55
2021-03-18,5003,25
2021-03-19,5041,38
2021-03-20,5042,1
2021-03-22,5048,6
2021-03-23,5063,15
2021-03-24,5073,10
2021-03-25,5114,41
2021-03-26,5164,50
2021-03-27,5168,4
2021-03-28,5177,9
2021-03-29,5185,8
2021-03-30,5239,54
2021-03-31,5248,9
2021-04-01,5309,61
2021-04-02,5335,26
2021-04-03,5336,1
2021-04-05,5352,16
2021-04-06,5377,25
2021-04-07,5394,17
2021-04-08,5450,56
2021-04-09,5489,39
2021-04-10,5492,3
2021-04-11,5493,1
2021-04-12,5538,45
2021-04-13,5553,15
2021-04-14,5569,16
2021-04-15,5595,26
2021-04-16,5628,33
2021-04-17,5629,1
2021-04-19,5632,3
2021-04-20,5650,18
2021-04-21,5657,7
2021-04-22,5688,31
2021-04-23,5691,3
2021-04-24,5694,3
2021-04-26,5699,5
2021-04-27,5731,32
2021-04-28,5739,8
2021-04-29,5748,9
2021-04-30,5769,21
2021-05-01,5772,3
2021-05-03,5773,1
2021-05-04,5791,18
2021-05-05,5800,9
2021-05-06,5815,15
2021-05-07,5819,4
2021-05-08,5821,2
2021-05-10,5837,16
2021-05-11,5838,1
2021-05-12,5855,17
2021-05-13,5874,19
2021-05-14,5880,6
2021-05-16,5883,3
2021-05-17,5885,2
2021-05-18,5898,13
2021-05-19,5903,5
2021-05-20,5926,23
2021-05-21,5957,31
2021-05-22,5970,13
2021-05-23,5971,1
2021-05-24,5973,2
2021-05-25,5990,17
2021-05-26,5993,3
2021-05-27,6004,11
2021-05-28,6015,11
2021-05-29,6017,2
2021-06-01,6034,17
2021-06-02,6036,2
2021-06-03,6049,13
2021-06-04,6054,5
2021-06-05,6055,1
2021-06-07,6058,3
2021-06-08,6064,6
2021-06-09,6067,3
2021-06-10,6074,7
2021-06-11,6077,3
2021-06-12,6084,7
2021-06-14,6086,2
2021-06-15,6099,13
2021-06-16,6102,3
2021-06-17,6121,19
2021-06-18,6126,5
2021-06-19,6130,4
2021-06-20,6131,1
2021-06-21,6134,3
2021-06-22,6143,9
2021-06-24,6146,3
2021-06-25,6153,7
2021-06-26,6155,2
2021-06-28,6157,2
2021-06-29,6169,12
2021-06-30,6170,1
2021-07-01,6181,11
2021-07-02,6186,5
2021-07-06,6189,3
2021-07-07,6195,6
2021-07-08,6204,9
2021-07-09,6207,3
2021-07-11,6209,2
2021-07-12,6219,10
2021-07-13,6221,2
2021-07-14,6224,3
2021-07-15,6232,8
2021-07-16,6233,1
2021-07-19,6236,3
2021-07-20,6251,15
2021-07-21,6254,3
2021-07-22,6265,11
2021-07-23,6283,18
2021-07-24,6286,3
2021-07-25,6289,3
2021-07-26,6297,8
2021-07-27,6303,6
2021-07-28,6311,8
2021-07-29,6336,25
2021-07-30,6344,8
2021-07-31,6347,3
2021-08-01,6348,1
2021-08-02,6355,7
2021-08-03,6368,13
2021-08-04,6384,16
2021-08-05,6400,16
2021-08-06,6410,10
2021-08-07,6415,5
2021-08-08,6417,2
2021-08-09,6432,15
2021-08-10,6447,15
2021-08-11,6453,6
2021-08-12,6499,46
2021-08-13,6520,21
2021-08-14,6525,5
2021-08-15,6526,1
2021-08-16,6544,18
2021-08-17,6583,39
2021-08-18,6601,18
2021-08-19,6637,36
2021-08-20,6686,49
2021-08-21,6782,96
2021-08-22,6783,1
2021-08-23,6809,26
2021-08-24,6828,19
2021-08-25,6848,20
2021-08-26,6893,45
2021-08-27,6924,31
2021-08-28,6931,7
2021-08-30,6969,38
2021-08-31,6995,26
2021-09-01,7010,15
2021-09-02,7028,18
2021-09-03,7054,26
2021-09-04,7056,2
2021-09-07,7073,17
2021-09-08,7093,20
2021-09-09,7138,45
2021-09-10,7171,33
2021-09-11,7235,64
2021-09-12,7236,1
2021-09-13,7247,11
2021-09-14,7270,23
