date,La Paz_cume,La Paz
2020-12-21 00:00:00,30,
2020-12-22 00:00:00,70,40
2020-12-23 00:00:00,88,18
2020-12-30 00:00:00,110,22
2021-01-06 00:00:00,150,40
2021-01-07 00:00:00,210,60
2021-01-11 00:00:00,211,1
2021-01-13 00:00:00,397,186
2021-01-14 00:00:00,398,1
2021-01-19 00:00:00,441,43
2021-01-20 00:00:00,550,109
2021-01-25 00:00:00,572,22
2021-01-26 00:00:00,595,23
2021-01-27 00:00:00,1133,538
2021-01-28 00:00:00,1783,650
2021-01-29 00:00:00,1805,22
2021-01-30 00:00:00,1806,1
2021-02-01 00:00:00,1832,26
2021-02-02 00:00:00,1866,34
2021-02-03 00:00:00,2565,699
2021-02-04 00:00:00,2738,173
2021-02-05 00:00:00,2791,53
2021-02-06 00:00:00,2792,1
2021-02-08 00:00:00,2835,43
2021-02-09 00:00:00,2872,37
2021-02-10 00:00:00,3449,577
2021-02-11 00:00:00,3654,205
2021-02-16 00:00:00,3655,1
2021-02-17 00:00:00,3748,93
2021-02-18 00:00:00,4267,519
2021-02-19 00:00:00,4268,1
2021-02-22 00:00:00,4301,33
2021-02-23 00:00:00,4325,24
2021-02-24 00:00:00,4658,333
2021-02-25 00:00:00,5311,653
2021-02-26 00:00:00,5333,22
2021-03-01 00:00:00,5404,71
2021-03-02 00:00:00,5478,74
2021-03-03 00:00:00,6231,753
2021-03-04 00:00:00,6944,713
2021-03-05 00:00:00,7000,56
2021-03-06 00:00:00,7022,22
2021-03-08 00:00:00,7079,57
2021-03-09 00:00:00,7165,86
2021-03-10 00:00:00,7832,667
2021-03-11 00:00:00,8446,614
2021-03-12 00:00:00,8502,56
2021-03-13 00:00:00,8511,9
2021-03-15 00:00:00,8556,45
2021-03-16 00:00:00,8613,57
2021-03-17 00:00:00,9081,468
2021-03-18 00:00:00,9661,580
2021-03-19 00:00:00,9709,48
2021-03-22 00:00:00,9756,47
2021-03-23 00:00:00,9817,61
2021-03-24 00:00:00,10168,351
2021-03-25 00:00:00,10659,491
2021-03-26 00:00:00,10660,1
2021-03-29 00:00:00,10717,57
2021-03-30 00:00:00,10945,228
2021-03-31 00:00:00,11114,169
