date,Apache_cume,Apache
1/1/2021,1,
1/11/2021,3,2
1/12/2021,5,2
1/13/2021,7,2
1/14/2021,10,3
1/15/2021,142,132
1/16/2021,143,1
1/18/2021,145,2
1/19/2021,216,71
1/20/2021,567,351
1/21/2021,737,170
1/22/2021,802,65
1/23/2021,803,1
1/25/2021,804,1
1/26/2021,815,11
1/27/2021,874,59
1/28/2021,1000,126
1/29/2021,1228,228
1/3/2021,1279,51
1/30/2021,1289,10
1/31/2021,1379,90
1/4/2021,1574,195
1/5/2021,1733,159
1/6/2021,2098,365
1/7/2021,2179,81
1/8/2021,2200,21
1/9/2021,2270,70
12/16/2020,2460,190
12/17/2020,2692,232
12/21/2020,3048,356
12/22/2020,3395,347
12/23/2020,3425,30
12/24/2020,3745,320
12/26/2020,4064,319
12/28/2020,4372,308
12/29/2020,4828,456
12/30/2020,4953,125
12/31/2020,4954,1
12/8/2020,4960,6
2/1/2021,5161,201
2/10/2021,5347,186
2/11/2021,5730,383
2/12/2021,6347,617
2/13/2021,6672,325
2/15/2021,6714,42
2/16/2021,6715,1
2/17/2021,6925,210
2/18/2021,7172,247
2/19/2021,7917,745
2/2/2021,8745,828
2/20/2021,9030,285
2/21/2021,9099,69
2/22/2021,9190,91
2/23/2021,9503,313
2/24/2021,9918,415
2/25/2021,10407,489
2/26/2021,10753,346
2/27/2021,10797,44
2/28/2021,10806,9
2/3/2021,11147,341
2/4/2021,11425,278
2/5/2021,11665,240
2/6/2021,12354,689
2/7/2021,12570,216
2/8/2021,12596,26
2/9/2021,12608,12
3/1/2021,13022,414
3/10/2021,13241,219
3/11/2021,13812,571
3/12/2021,14195,383
3/13/2021,14580,385
3/14/2021,14604,24
3/15/2021,14614,10
3/16/2021,14888,274
3/17/2021,15192,304
3/18/2021,15976,784
3/19/2021,16434,458
3/2/2021,16694,260
3/20/2021,16758,64
3/21/2021,16774,16
3/22/2021,16996,222
3/23/2021,17409,413
3/24/2021,17667,258
3/25/2021,17906,239
