date,Apache_cume,Apache
2020-12-08 00:00:00,1,
2020-12-17 00:00:00,3,2
2020-12-21 00:00:00,5,2
2020-12-22 00:00:00,7,2
2020-12-23 00:00:00,51,44
2020-12-24 00:00:00,52,1
2020-12-26 00:00:00,54,2
2020-12-28 00:00:00,105,51
2020-12-29 00:00:00,162,57
2020-12-30 00:00:00,233,71
2020-12-31 00:00:00,239,6
2021-01-01 00:00:00,240,1
2021-01-04 00:00:00,249,9
2021-01-05 00:00:00,307,58
2021-01-06 00:00:00,432,125
2021-01-07 00:00:00,659,227
2021-01-08 00:00:00,710,51
2021-01-09 00:00:00,720,10
2021-01-11 00:00:00,809,89
2021-01-12 00:00:00,1004,195
2021-01-13 00:00:00,1160,156
2021-01-14 00:00:00,1523,363
2021-01-15 00:00:00,1604,81
2021-01-16 00:00:00,1625,21
2021-01-18 00:00:00,1695,70
2021-01-19 00:00:00,1792,97
2021-01-20 00:00:00,2006,214
2021-01-21 00:00:00,2351,345
2021-01-22 00:00:00,2432,81
2021-01-23 00:00:00,2462,30
2021-01-25 00:00:00,2565,103
2021-01-26 00:00:00,2707,142
2021-01-27 00:00:00,2940,233
2021-01-28 00:00:00,3380,440
2021-01-29 00:00:00,3492,112
2021-01-30 00:00:00,3493,1
2021-01-31 00:00:00,3499,6
2021-02-01 00:00:00,3683,184
2021-02-02 00:00:00,3859,176
2021-02-03 00:00:00,4239,380
2021-02-04 00:00:00,4717,478
2021-02-05 00:00:00,4820,103
2021-02-06 00:00:00,4861,41
2021-02-07 00:00:00,4862,1
2021-02-08 00:00:00,5044,182
2021-02-09 00:00:00,5284,240
2021-02-10 00:00:00,5775,491
2021-02-11 00:00:00,6456,681
2021-02-12 00:00:00,6627,171
2021-02-13 00:00:00,6695,68
2021-02-15 00:00:00,6786,91
2021-02-16 00:00:00,6977,191
2021-02-17 00:00:00,7254,277
2021-02-18 00:00:00,7595,341
2021-02-19 00:00:00,7662,67
2021-02-20 00:00:00,7695,33
2021-02-21 00:00:00,7704,9
2021-02-22 00:00:00,7887,183
2021-02-23 00:00:00,8049,162
2021-02-24 00:00:00,8213,164
2021-02-25 00:00:00,8832,619
2021-02-26 00:00:00,8950,118
2021-02-27 00:00:00,8975,25
2021-02-28 00:00:00,8987,12
2021-03-01 00:00:00,9306,319
2021-03-02 00:00:00,9457,151
2021-03-03 00:00:00,9950,493
2021-03-04 00:00:00,10222,272
2021-03-05 00:00:00,10305,83
2021-03-06 00:00:00,10327,22
2021-03-07 00:00:00,10337,10
2021-03-08 00:00:00,10518,181
2021-03-09 00:00:00,10775,257
2021-03-10 00:00:00,11304,529
2021-03-11 00:00:00,11580,276
2021-03-12 00:00:00,11718,138
2021-03-13 00:00:00,11782,64
2021-03-14 00:00:00,11798,16
2021-03-15 00:00:00,11936,138
2021-03-16 00:00:00,12242,306
2021-03-17 00:00:00,12345,103
2021-03-18 00:00:00,12443,98
2021-03-19 00:00:00,12493,50
2021-03-20 00:00:00,12510,17
2021-03-21 00:00:00,12541,31
2021-03-22 00:00:00,12652,111
2021-03-23 00:00:00,12786,134
2021-03-24 00:00:00,13129,343
2021-03-25 00:00:00,13305,176
2021-03-26 00:00:00,13348,43
2021-03-27 00:00:00,13362,14
2021-03-28 00:00:00,13396,34
2021-03-29 00:00:00,13494,98
2021-03-30 00:00:00,13632,138
2021-03-31 00:00:00,13756,124
2021-04-01 00:00:00,13916,160
2021-04-02 00:00:00,14023,107
2021-04-03 00:00:00,14055,32
2021-04-04 00:00:00,14065,10
2021-04-05 00:00:00,14187,122
2021-04-06 00:00:00,14358,171
2021-04-07 00:00:00,14500,142
2021-04-08 00:00:00,14623,123
2021-04-09 00:00:00,14710,87
2021-04-10 00:00:00,14902,192
2021-04-11 00:00:00,14927,25
2021-04-12 00:00:00,15040,113
2021-04-13 00:00:00,15154,114
2021-04-14 00:00:00,15246,92
2021-04-15 00:00:00,15339,93
2021-04-16 00:00:00,15395,56
2021-04-17 00:00:00,15408,13
2021-04-18 00:00:00,15430,22
2021-04-19 00:00:00,15506,76
2021-04-20 00:00:00,15592,86
2021-04-21 00:00:00,15673,81
2021-04-22 00:00:00,15753,80
2021-04-23 00:00:00,15805,52
2021-04-24 00:00:00,15838,33
2021-04-25 00:00:00,15850,12
2021-04-26 00:00:00,15907,57
2021-04-27 00:00:00,15994,87
2021-04-28 00:00:00,16077,83
2021-04-29 00:00:00,16172,95
2021-04-30 00:00:00,16210,38
2021-05-01 00:00:00,16236,26
2021-05-02 00:00:00,16246,10
2021-05-03 00:00:00,16296,50
2021-05-04 00:00:00,16391,95
2021-05-05 00:00:00,16440,49
2021-05-06 00:00:00,16484,44
2021-05-07 00:00:00,16531,47
2021-05-08 00:00:00,16563,32
2021-05-09 00:00:00,16572,9
2021-05-10 00:00:00,16622,50
2021-05-11 00:00:00,16702,80
2021-05-12 00:00:00,16774,72
2021-05-13 00:00:00,16906,132
2021-05-14 00:00:00,17093,187
2021-05-15 00:00:00,17509,416
2021-05-16 00:00:00,17520,11
2021-05-17 00:00:00,17766,246
2021-05-18 00:00:00,17993,227
2021-05-19 00:00:00,18152,159
2021-05-20 00:00:00,18277,125
2021-05-21 00:00:00,18346,69
2021-05-22 00:00:00,18398,52
2021-05-23 00:00:00,18403,5
2021-05-24 00:00:00,18499,96
2021-05-25 00:00:00,18621,122
2021-05-26 00:00:00,18725,104
2021-05-27 00:00:00,18807,82
2021-05-28 00:00:00,18871,64
2021-05-29 00:00:00,18900,29
2021-05-30 00:00:00,18914,14
2021-06-01 00:00:00,18988,74
2021-06-02 00:00:00,19074,86
2021-06-03 00:00:00,19155,81
2021-06-04 00:00:00,19339,184
2021-06-05 00:00:00,19683,344
2021-06-06 00:00:00,19692,9
2021-06-07 00:00:00,19947,255
2021-06-08 00:00:00,20237,290
2021-06-09 00:00:00,20446,209
2021-06-10 00:00:00,20532,86
2021-06-11 00:00:00,20629,97
2021-06-12 00:00:00,20655,26
2021-06-13 00:00:00,20659,4
2021-06-14 00:00:00,20771,112
2021-06-15 00:00:00,20889,118
2021-06-16 00:00:00,21006,117
2021-06-17 00:00:00,21085,79
2021-06-18 00:00:00,21141,56
2021-06-19 00:00:00,21179,38
2021-06-20 00:00:00,21189,10
2021-06-21 00:00:00,21269,80
2021-06-22 00:00:00,21360,91
2021-06-23 00:00:00,21449,89
2021-06-24 00:00:00,21512,63
2021-06-25 00:00:00,21578,66
2021-06-26 00:00:00,21617,39
2021-06-27 00:00:00,21628,11
2021-06-28 00:00:00,21712,84
2021-06-29 00:00:00,21810,98
2021-06-30 00:00:00,21910,100
2021-07-01 00:00:00,21967,57
2021-07-02 00:00:00,22033,66
2021-07-03 00:00:00,22055,22
2021-07-05 00:00:00,22075,20
2021-07-06 00:00:00,22165,90
2021-07-07 00:00:00,22230,65
2021-07-08 00:00:00,22294,64
2021-07-09 00:00:00,22337,43
2021-07-10 00:00:00,22350,13
2021-07-11 00:00:00,22358,8
2021-07-12 00:00:00,22433,75
2021-07-13 00:00:00,22493,60
2021-07-14 00:00:00,22558,65
2021-07-15 00:00:00,22604,46
2021-07-16 00:00:00,22674,70
