date,La Paz_cume,La Paz
2020-12-21 00:00:00,30,
2020-12-22 00:00:00,70,40
2020-12-23 00:00:00,88,18
2020-12-30 00:00:00,111,23
2021-01-06 00:00:00,151,40
2021-01-07 00:00:00,212,61
2021-01-11 00:00:00,213,1
2021-01-13 00:00:00,400,187
2021-01-14 00:00:00,401,1
2021-01-19 00:00:00,444,43
2021-01-20 00:00:00,553,109
2021-01-25 00:00:00,576,23
2021-01-26 00:00:00,599,23
2021-01-27 00:00:00,1143,544
2021-01-28 00:00:00,1803,660
2021-01-29 00:00:00,1825,22
2021-01-30 00:00:00,1826,1
2021-02-01 00:00:00,1851,25
2021-02-02 00:00:00,1885,34
2021-02-03 00:00:00,2594,709
2021-02-04 00:00:00,2778,184
2021-02-05 00:00:00,2831,53
2021-02-08 00:00:00,2874,43
2021-02-09 00:00:00,2911,37
2021-02-10 00:00:00,3490,579
2021-02-11 00:00:00,3699,209
2021-02-12 00:00:00,3700,1
2021-02-16 00:00:00,3702,2
2021-02-17 00:00:00,3796,94
2021-02-18 00:00:00,4323,527
2021-02-19 00:00:00,4324,1
2021-02-22 00:00:00,4358,34
2021-02-23 00:00:00,4384,26
2021-02-24 00:00:00,4720,336
2021-02-25 00:00:00,5384,664
2021-02-26 00:00:00,5406,22
2021-02-28 00:00:00,5407,1
2021-03-01 00:00:00,5482,75
2021-03-02 00:00:00,5558,76
2021-03-03 00:00:00,6323,765
2021-03-04 00:00:00,7048,725
2021-03-05 00:00:00,7105,57
2021-03-06 00:00:00,7128,23
2021-03-08 00:00:00,7187,59
2021-03-09 00:00:00,7281,94
2021-03-10 00:00:00,7956,675
2021-03-11 00:00:00,8579,623
2021-03-12 00:00:00,8637,58
2021-03-13 00:00:00,8647,10
2021-03-15 00:00:00,8693,46
2021-03-16 00:00:00,8750,57
2021-03-17 00:00:00,9221,471
2021-03-18 00:00:00,9815,594
2021-03-19 00:00:00,9863,48
2021-03-21 00:00:00,9864,1
2021-03-22 00:00:00,9915,51
2021-03-23 00:00:00,9977,62
2021-03-24 00:00:00,10331,354
2021-03-25 00:00:00,10827,496
2021-03-26 00:00:00,10829,2
