date,Greenlee_cume,Greenlee
2020-12-18,2,
2020-12-21,16,14
2020-12-22,42,26
2020-12-23,49,7
2020-12-24,53,4
2020-12-26,54,1
2020-12-28,56,2
2020-12-29,64,8
2020-12-30,85,21
2020-12-31,115,30
2021-01-01,117,2
2021-01-04,118,1
2021-01-05,140,22
2021-01-06,155,15
2021-01-07,193,38
2021-01-08,209,16
2021-01-09,210,1
2021-01-12,249,39
2021-01-13,290,41
2021-01-14,353,63
2021-01-15,368,15
2021-01-16,369,1
2021-01-18,394,25
2021-01-19,431,37
2021-01-20,463,32
2021-01-21,711,248
2021-01-22,899,188
2021-01-23,1254,355
2021-01-24,1262,8
2021-01-25,1307,45
2021-01-26,1311,4
2021-01-27,1391,80
2021-01-28,1646,255
2021-01-29,1780,134
2021-01-30,1782,2
2021-02-01,1809,27
2021-02-02,1878,69
2021-02-03,1911,33
2021-02-04,1995,84
2021-02-05,2149,154
2021-02-06,2152,3
2021-02-08,2170,18
2021-02-09,2208,38
2021-02-10,2308,100
2021-02-11,2452,144
2021-02-12,2643,191
2021-02-13,2648,5
2021-02-15,2686,38
2021-02-16,2766,80
2021-02-17,2913,147
2021-02-18,3170,257
2021-02-19,3176,6
2021-02-20,3178,2
2021-02-22,3238,60
2021-02-23,3546,308
2021-02-24,3704,158
2021-02-25,3831,127
2021-02-26,3984,153
2021-02-28,3999,15
2021-03-01,4027,28
2021-03-02,4178,151
2021-03-03,4229,51
2021-03-04,4270,41
2021-03-05,4411,141
2021-03-06,4412,1
2021-03-07,4413,1
2021-03-08,4453,40
2021-03-09,4525,72
2021-03-10,4607,82
2021-03-11,4673,66
2021-03-12,4786,113
2021-03-13,4792,6
2021-03-15,4902,110
2021-03-16,4927,25
2021-03-17,4982,55
2021-03-18,5007,25
2021-03-19,5045,38
2021-03-20,5046,1
2021-03-22,5052,6
2021-03-23,5067,15
2021-03-24,5077,10
2021-03-25,5118,41
2021-03-26,5168,50
2021-03-27,5172,4
2021-03-28,5181,9
2021-03-29,5190,9
2021-03-30,5244,54
2021-03-31,5253,9
2021-04-01,5314,61
2021-04-02,5340,26
2021-04-03,5341,1
2021-04-05,5357,16
2021-04-06,5382,25
2021-04-07,5399,17
2021-04-08,5455,56
2021-04-09,5494,39
2021-04-10,5497,3
2021-04-11,5498,1
2021-04-12,5542,44
2021-04-13,5557,15
2021-04-14,5573,16
2021-04-15,5599,26
2021-04-16,5632,33
2021-04-17,5633,1
2021-04-19,5636,3
2021-04-20,5654,18
2021-04-21,5661,7
2021-04-22,5692,31
2021-04-23,5695,3
2021-04-24,5698,3
2021-04-26,5703,5
2021-04-27,5735,32
2021-04-28,5743,8
2021-04-29,5752,9
2021-04-30,5773,21
2021-05-01,5776,3
2021-05-03,5777,1
2021-05-04,5795,18
2021-05-05,5804,9
2021-05-06,5819,15
2021-05-07,5823,4
2021-05-08,5825,2
2021-05-10,5841,16
2021-05-11,5842,1
2021-05-12,5859,17
2021-05-13,5878,19
2021-05-14,5884,6
2021-05-16,5887,3
2021-05-17,5889,2
2021-05-18,5902,13
2021-05-19,5907,5
2021-05-20,5930,23
2021-05-21,5961,31
2021-05-22,5974,13
2021-05-23,5975,1
2021-05-24,5977,2
2021-05-25,5994,17
2021-05-26,5997,3
2021-05-27,6008,11
2021-05-28,6019,11
2021-05-29,6021,2
2021-06-01,6038,17
2021-06-02,6040,2
2021-06-03,6053,13
2021-06-04,6058,5
2021-06-05,6059,1
2021-06-07,6062,3
2021-06-08,6068,6
2021-06-09,6071,3
2021-06-10,6078,7
2021-06-11,6081,3
2021-06-12,6088,7
2021-06-14,6090,2
2021-06-15,6103,13
2021-06-16,6106,3
2021-06-17,6125,19
2021-06-18,6130,5
2021-06-19,6134,4
2021-06-20,6135,1
2021-06-21,6138,3
2021-06-22,6147,9
2021-06-24,6150,3
2021-06-25,6157,7
2021-06-26,6159,2
2021-06-28,6161,2
2021-06-29,6173,12
2021-06-30,6174,1
2021-07-01,6186,12
2021-07-02,6191,5
2021-07-06,6194,3
2021-07-07,6200,6
2021-07-08,6209,9
2021-07-09,6212,3
2021-07-11,6214,2
2021-07-12,6224,10
2021-07-13,6226,2
2021-07-14,6229,3
2021-07-15,6237,8
2021-07-16,6238,1
2021-07-19,6241,3
2021-07-20,6256,15
2021-07-21,6259,3
2021-07-22,6270,11
2021-07-23,6288,18
2021-07-24,6291,3
2021-07-25,6294,3
2021-07-26,6302,8
2021-07-27,6308,6
2021-07-28,6316,8
2021-07-29,6341,25
2021-07-30,6349,8
2021-07-31,6352,3
2021-08-01,6353,1
2021-08-02,6360,7
2021-08-03,6373,13
2021-08-04,6389,16
2021-08-05,6405,16
2021-08-06,6415,10
2021-08-07,6420,5
2021-08-08,6422,2
2021-08-09,6437,15
2021-08-10,6452,15
2021-08-11,6458,6
2021-08-12,6504,46
2021-08-13,6525,21
2021-08-14,6530,5
2021-08-15,6531,1
2021-08-16,6549,18
2021-08-17,6588,39
2021-08-18,6606,18
2021-08-19,6642,36
2021-08-20,6691,49
2021-08-21,6787,96
2021-08-22,6788,1
2021-08-23,6814,26
2021-08-24,6833,19
2021-08-25,6853,20
2021-08-26,6899,46
2021-08-27,6930,31
2021-08-28,6937,7
2021-08-30,6975,38
2021-08-31,7001,26
2021-09-01,7016,15
2021-09-02,7034,18
2021-09-03,7060,26
2021-09-04,7062,2
2021-09-07,7079,17
2021-09-08,7099,20
2021-09-09,7144,45
2021-09-10,7177,33
2021-09-11,7241,64
2021-09-12,7242,1
2021-09-13,7253,11
2021-09-14,7277,24
