date,icu_covid,icu_non_covid,icu_empty
2021-04-19,1308,1318,1322
2021-04-18,1308,1318,1322
2021-04-17,1308,1318,1322
2021-04-16,1308,1318,1322
2021-04-15,1308,1318,1322
2021-04-14,1308,1318,1322
2021-04-13,1308,1318,1322
2021-04-12,1308,1318,1322
2021-04-11,1308,1318,1322
2021-04-10,1308,1318,1322
2021-04-09,1308,1318,1322
2021-04-08,1308,1318,1322
2021-04-07,1308,1318,1322
2021-04-06,1308,1318,1322
2021-04-05,1308,1318,1322
2021-04-04,1308,1318,1322
2021-04-03,1308,1318,1322
2021-04-02,1308,1318,1322
2021-04-01,1308,1318,1322
2021-03-31,1308,1318,1322
2021-03-30,1308,1318,1322
2021-03-28,1308,1318,1322
2021-03-27,1308,1318,1322
2021-03-26,1308,1318,1322
2021-03-25,1308,1318,1322
2021-03-24,1308,1318,1322
2021-03-23,1308,1318,1322
2021-03-22,1308,1318,1322
2021-03-21,1308,1318,1322
2021-03-20,1308,1318,1322
2021-03-19,1308,1318,1322
2021-03-18,1308,1318,1322
2021-03-17,1308,1318,1322
2021-03-16,1308,1318,1322
2021-03-15,1308,1318,1322
2021-03-14,1308,1318,1322
2021-03-13,1308,1318,1322
2021-03-12,1308,1318,1322
2021-03-11,1308,1318,1322
2021-03-10,1308,1318,1322
2021-03-09,1308,1318,1322
2021-03-08,1308,1318,1322
2021-03-07,1308,1318,1322
2021-03-06,1308,1318,1322
2021-03-05,1308,1318,1322
2021-03-04,1308,1318,1322
2021-03-03,1308,1318,1322
2021-03-02,1308,1318,1322
2021-03-01,1308,1318,1322
2021-02-28,1308,1318,1322
2021-02-27,1308,1318,1322
2021-02-26,1308,1318,1322
2021-02-25,1308,1318,1322
2021-02-24,1308,1318,1322
2021-02-23,1308,1318,1322
2021-02-22,1308,1318,1322
2021-02-21,1308,1318,1322
2021-02-20,1308,1318,1322
2021-02-19,1308,1318,1322
2021-02-18,1308,1318,1322
2021-02-17,1308,1318,1322
2021-02-16,1308,1318,1322
2021-02-15,1308,1318,1322
2021-02-14,1308,1318,1322
2021-02-13,1308,1318,1322
2021-02-12,1308,1318,1322
2021-02-11,1308,1318,1322
2021-02-10,1308,1318,1322
2021-02-09,1308,1318,1322
2021-02-08,1308,1318,1322
2021-02-07,1308,1318,1322
2021-02-06,1308,1318,1322
2021-02-05,1308,1318,1322
2021-02-04,1308,1318,1322
2021-02-03,1308,1318,1322
2021-02-02,1308,1318,1322
2021-02-01,1308,1318,1322
