date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,177,184,162,188,244,5
1/10/2021,272,304,300,313,525,7
1/11/2021,279,316,308,328,571,7
1/12/2021,288,323,322,357,636,10
1/13/2021,299,332,334,374,734,10
1/14/2021,315,363,361,422,857,11
1/15/2021,423,479,467,548,986,30
1/16/2021,426,479,468,548,1041,30
1/17/2021,427,479,468,548,1043,30
1/18/2021,440,483,482,560,1118,30
1/19/2021,447,497,490,580,1171,31
1/2/2021,178,184,162,189,245,5
1/20/2021,471,508,507,600,1251,31
1/21/2021,486,516,517,623,1383,32
1/22/2021,554,572,554,664,1447,36
1/23/2021,560,583,564,671,1655,36
1/24/2021,561,583,566,671,1655,36
1/25/2021,575,593,582,689,1700,37
1/26/2021,584,599,586,702,1770,37
1/27/2021,610,613,609,719,1880,39
1/28/2021,634,643,648,748,1964,39
1/29/2021,679,673,669,781,2185,48
1/3/2021,178,184,162,189,245,5
1/30/2021,714,699,690,788,2191,51
1/31/2021,714,699,690,789,2191,51
1/4/2021,197,217,197,208,280,6
1/5/2021,209,231,213,224,334,6
1/6/2021,227,256,229,247,370,7
1/7/2021,250,271,251,264,464,7
1/8/2021,272,304,300,313,524,7
1/9/2021,272,304,300,313,525,7
10/1/2021,3723,2813,2690,3177,5084,1705
10/10/2021,3760,2840,2703,3185,5096,1721
10/11/2021,3765,2842,2704,3185,5097,1723
10/12/2021,3767,2845,2708,3186,5099,1726
10/13/2021,3771,2845,2710,3187,5100,1728
10/14/2021,3780,2851,2713,3187,5100,1730
10/15/2021,3788,2856,2714,3188,5101,1732
10/16/2021,3792,2856,2715,3188,5101,1732
10/17/2021,3793,2856,2715,3188,5101,1732
10/2/2021,3724,2814,2690,3178,5085,1705
10/3/2021,3725,2816,2690,3178,5085,1705
10/4/2021,3728,2825,2693,3180,5086,1708
10/5/2021,3735,2827,2693,3181,5088,1709
10/6/2021,3742,2829,2695,3182,5090,1709
10/7/2021,3751,2835,2698,3183,5092,1718
10/8/2021,3755,2838,2701,3183,5095,1719
10/9/2021,3758,2838,2702,3184,5095,1721
12/17/2020,23,18,10,19,9,1
12/18/2020,40,35,21,36,14,1
12/19/2020,40,35,21,36,14,1
12/20/2020,40,35,21,36,14,2
12/21/2020,55,45,30,45,18,2
12/22/2020,60,59,38,58,24,2
12/23/2020,91,90,73,82,34,2
12/24/2020,109,101,79,98,44,2
12/25/2020,109,101,79,98,44,2
12/26/2020,110,103,81,99,48,2
12/27/2020,111,103,82,99,48,2
12/28/2020,131,124,99,126,112,4
12/29/2020,152,149,123,141,180,4
12/30/2020,163,171,144,168,217,5
12/31/2020,177,182,161,188,241,5
2/1/2021,724,708,700,794,2243,52
2/10/2021,865,779,792,892,3022,69
2/11/2021,885,806,828,925,3091,71
2/12/2021,922,832,851,972,3160,77
2/13/2021,927,837,852,987,3303,77
2/14/2021,927,837,852,987,3303,77
2/15/2021,932,840,857,990,3335,77
2/16/2021,949,852,868,1008,3373,80
