date,Graham_cume,Graham
1/1/2021,1,
1/11/2021,2,1
1/12/2021,3,1
1/13/2021,66,63
1/14/2021,76,10
1/15/2021,87,11
1/16/2021,149,62
1/18/2021,190,41
1/19/2021,201,11
1/2/2021,206,5
1/20/2021,207,1
1/21/2021,291,84
1/22/2021,356,65
1/23/2021,430,74
1/25/2021,531,101
1/26/2021,723,192
1/27/2021,775,52
1/28/2021,850,75
1/29/2021,956,106
1/4/2021,1129,173
1/5/2021,1409,280
1/6/2021,1465,56
1/7/2021,1520,55
1/8/2021,1577,57
10/1/2021,1738,161
12/18/2020,1857,119
12/22/2020,2103,246
12/23/2020,2318,215
12/26/2020,2373,55
12/28/2020,2479,106
12/29/2020,2595,116
12/3/2020,2698,103
12/30/2020,2950,252
12/31/2020,3064,114
2/1/2021,3213,149
2/10/2021,3398,185
2/11/2021,3617,219
2/12/2021,3927,310
2/13/2021,4128,201
2/15/2021,4129,1
2/16/2021,4242,113
2/17/2021,4392,150
2/18/2021,4536,144
2/19/2021,4809,273
2/2/2021,5173,364
2/20/2021,5403,230
2/22/2021,5474,71
2/23/2021,5612,138
2/24/2021,5775,163
2/25/2021,5993,218
2/26/2021,6352,359
2/28/2021,6575,223
2/3/2021,6680,105
2/4/2021,6830,150
2/5/2021,7006,176
2/6/2021,7175,169
2/7/2021,7454,279
2/8/2021,7467,13
2/9/2021,7618,151
3/1/2021,7834,216
3/10/2021,8034,200
3/11/2021,8240,206
3/12/2021,8427,187
3/13/2021,8639,212
3/15/2021,8640,1
3/16/2021,8780,140
3/17/2021,8975,195
3/18/2021,9178,203
3/19/2021,9411,233
3/2/2021,9546,135
3/20/2021,9800,254
3/22/2021,10000,200
3/23/2021,10153,153
3/24/2021,10359,206
3/25/2021,10603,244
3/26/2021,10756,153
3/27/2021,10772,16
3/29/2021,10939,167
3/3/2021,11161,222
3/30/2021,11382,221
3/31/2021,11579,197
3/4/2021,11736,157
3/5/2021,11821,85
3/6/2021,12050,229
3/7/2021,12203,153
3/8/2021,12538,335
3/9/2021,12731,193
4/1/2021,12809,78
4/10/2021,12833,24
4/11/2021,12838,5
4/12/2021,12959,121
4/13/2021,13111,152
4/14/2021,13473,362
4/15/2021,13807,334
4/16/2021,13911,104
4/17/2021,14048,137
4/19/2021,14053,5
4/2/2021,14107,54
4/20/2021,14238,131
4/21/2021,14473,235
4/22/2021,14596,123
4/23/2021,14746,150
4/24/2021,14762,16
4/26/2021,14831,69
4/27/2021,15035,204
4/28/2021,15303,268
4/29/2021,15550,247
4/3/2021,15673,123
4/30/2021,15779,106
4/4/2021,15925,146
4/5/2021,16039,114
4/6/2021,16149,110
4/7/2021,16427,278
4/8/2021,16459,32
4/9/2021,16471,12
5/1/2021,16473,2
5/10/2021,16517,44
5/11/2021,16606,89
5/12/2021,16863,257
5/13/2021,17085,222
5/14/2021,17118,33
5/15/2021,17165,47
5/16/2021,17166,1
5/17/2021,17192,26
5/18/2021,17248,56
5/19/2021,17403,155
5/2/2021,17524,121
5/20/2021,17558,34
5/21/2021,17572,14
5/22/2021,17575,3
5/23/2021,17638,63
5/24/2021,17701,63
5/25/2021,17853,152
5/26/2021,18053,200
5/27/2021,18131,78
5/28/2021,18172,41
5/29/2021,18173,1
5/3/2021,18233,60
5/30/2021,18278,45
5/31/2021,18304,26
5/4/2021,18392,88
5/5/2021,18443,51
5/6/2021,18449,6
5/7/2021,18450,1
5/8/2021,18453,3
5/9/2021,18504,51
6/1/2021,18564,60
6/10/2021,18615,51
6/11/2021,18665,50
6/12/2021,18676,11
6/13/2021,18681,5
6/14/2021,18711,30
6/15/2021,18731,20
6/16/2021,18753,22
6/17/2021,18872,119
6/18/2021,18886,14
6/19/2021,18901,15
6/2/2021,18903,2
6/20/2021,18945,42
6/21/2021,18980,35
6/22/2021,19020,40
6/23/2021,19071,51
6/24/2021,19129,58
6/25/2021,19141,12
6/26/2021,19146,5
6/27/2021,19173,27
6/28/2021,19193,20
6/29/2021,19210,17
6/3/2021,19237,27
6/30/2021,19287,50
6/4/2021,19295,8
6/5/2021,19296,1
6/6/2021,19330,34
6/7/2021,19355,25
6/8/2021,19414,59
6/9/2021,19455,41
7/1/2021,19486,31
7/10/2021,19495,9
7/11/2021,19515,20
7/12/2021,19532,17
7/13/2021,19578,46
7/14/2021,19625,47
7/15/2021,19656,31
7/16/2021,19663,7
7/17/2021,19664,1
7/18/2021,19691,27
7/19/2021,19704,13
7/2/2021,19760,56
7/20/2021,19806,46
7/21/2021,19853,47
7/22/2021,19865,12
7/23/2021,19867,2
7/24/2021,19901,34
7/25/2021,19930,29
7/26/2021,19988,58
7/27/2021,20060,72
7/28/2021,20140,80
7/29/2021,20185,45
7/3/2021,20190,5
7/30/2021,20269,79
7/31/2021,20308,39
7/5/2021,20384,76
7/6/2021,20444,60
7/7/2021,20491,47
7/8/2021,20518,27
7/9/2021,20524,6
8/1/2021,20577,53
8/10/2021,20594,17
8/11/2021,20662,68
8/12/2021,20747,85
8/13/2021,20811,64
8/14/2021,20835,24
8/15/2021,20843,8
8/16/2021,20902,59
8/17/2021,20928,26
8/18/2021,20989,61
8/19/2021,21093,104
8/2/2021,21214,121
8/20/2021,21231,17
8/21/2021,21240,9
8/22/2021,21318,78
8/23/2021,21376,58
8/24/2021,21463,87
8/25/2021,21599,136
8/26/2021,21717,118
8/27/2021,21765,48
8/28/2021,21769,4
8/29/2021,21829,60
8/3/2021,21867,38
8/30/2021,21940,73
8/31/2021,22073,133
8/4/2021,22217,144
8/5/2021,22231,14
8/6/2021,22240,9
8/7/2021,22348,108
8/8/2021,22401,53
8/9/2021,22466,65
9/1/2021,22576,110
9/10/2021,22695,119
9/11/2021,22704,9
9/12/2021,22709,5
9/13/2021,22722,13
9/14/2021,22800,78
9/15/2021,22892,92
9/16/2021,23016,124
9/17/2021,23053,37
9/18/2021,23067,14
9/19/2021,23120,53
9/2/2021,23187,67
9/20/2021,23254,67
9/21/2021,23371,117
9/22/2021,23474,103
9/23/2021,23513,39
9/24/2021,23516,3
9/25/2021,23550,34
9/26/2021,23574,24
