date,20-34_Yuma,35-44_Yuma,45-54_Yuma,55-64_Yuma,65+_Yuma,<20_Yuma
1/1/2021,935,874,640,481,232,7
1/10/2021,1283,1209,928,711,509,10
1/11/2021,1342,1297,993,749,850,10
1/12/2021,1405,1366,1069,802,1172,11
1/13/2021,1490,1440,1144,864,1508,11
1/14/2021,1510,1457,1173,887,1596,11
1/15/2021,1539,1472,1194,915,1686,11
1/16/2021,1543,1473,1198,916,1691,11
1/17/2021,1545,1476,1199,917,1695,11
1/18/2021,1553,1483,1208,921,1712,11
1/19/2021,1596,1510,1238,950,1825,16
1/2/2021,937,875,640,483,233,7
1/20/2021,1611,1517,1247,962,1855,17
1/21/2021,1732,1707,1421,1062,2377,20
1/22/2021,1838,1803,1504,1142,3039,21
1/23/2021,1867,1842,1529,1173,3074,22
1/24/2021,1868,1844,1532,1176,3085,22
1/25/2021,1903,1917,1596,1225,3242,22
1/26/2021,2034,2058,1738,1361,3396,30
1/27/2021,2173,2213,1854,1457,3600,30
1/28/2021,2329,2364,2043,1674,4298,31
1/29/2021,2487,2495,2208,1814,5382,33
1/3/2021,939,875,640,483,233,7
1/30/2021,2527,2526,2246,1886,6243,33
1/31/2021,2528,2527,2246,1887,6260,33
1/4/2021,995,930,680,515,271,7
1/5/2021,1083,1023,746,560,306,7
1/6/2021,1197,1137,841,625,376,10
1/7/2021,1243,1176,898,664,407,10
1/8/2021,1276,1205,924,705,498,10
1/9/2021,1278,1206,928,709,503,10
10/1/2021,30643,17739,17869,19715,31725,15951
10/10/2021,31048,17905,17977,19780,31798,16137
10/11/2021,31097,17934,17994,19800,31806,16165
10/12/2021,31126,17958,18000,19805,31811,16188
10/13/2021,31158,17970,18009,19811,31815,16207
10/14/2021,31224,17991,18038,19825,31829,16235
10/15/2021,31260,18000,18046,19835,31835,16251
10/2/2021,30664,17745,17879,19720,31730,15973
10/3/2021,30671,17748,17884,19721,31732,15981
10/4/2021,30710,17766,17902,19730,31739,16002
10/5/2021,30862,17801,17920,19742,31754,16031
10/6/2021,30915,17837,17935,19752,31766,16067
10/7/2021,30951,17847,17948,19760,31772,16096
10/8/2021,30998,17877,17961,19769,31784,16119
10/9/2021,31034,17896,17968,19773,31793,16130
12/1/2020,1,1,2,,2,
12/10/2020,1,2,4,,3,
12/11/2020,1,2,4,,3,
12/12/2020,1,2,6,,3,
12/13/2020,1,2,6,,3,
12/14/2020,1,2,6,,3,
12/15/2020,1,2,6,,3,
12/16/2020,3,3,7,1,4,
12/17/2020,9,8,11,7,7,
12/18/2020,9,8,12,7,7,
12/19/2020,9,8,13,7,9,
12/2/2020,1,1,2,,2,
12/20/2020,9,10,13,8,9,
12/21/2020,74,47,51,25,24,
12/22/2020,250,248,174,135,58,1
12/23/2020,438,464,330,253,100,4
12/24/2020,499,518,388,293,107,4
12/25/2020,499,518,388,293,107,4
12/26/2020,523,553,403,312,113,4
12/27/2020,523,553,403,312,114,4
12/28/2020,666,665,481,361,141,6
12/29/2020,763,756,538,409,174,7
12/3/2020,1,1,3,,2,
12/30/2020,899,856,620,462,209,7
12/31/2020,931,871,634,476,217,7
12/4/2020,1,1,4,,2,
12/5/2020,1,1,4,,2,
12/6/2020,1,1,4,,2,
12/7/2020,1,1,4,,2,
12/8/2020,1,1,4,,3,
12/9/2020,1,1,4,,3,
