date,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee
1/1/2021,16,17,27,20,36,
1/10/2021,23,22,39,33,88,1
1/11/2021,23,22,39,33,88,1
1/12/2021,26,28,44,39,105,1
1/13/2021,29,34,45,42,133,1
1/14/2021,37,41,60,65,143,1
1/15/2021,40,42,64,67,148,1
1/16/2021,40,42,64,67,149,1
1/17/2021,40,42,64,67,149,1
1/18/2021,43,43,65,71,156,1
1/19/2021,47,44,67,71,173,1
1/2/2021,16,17,27,20,36,
1/20/2021,48,47,69,74,190,1
1/21/2021,65,67,99,104,327,1
1/22/2021,78,90,120,133,416,1
1/23/2021,125,145,156,203,559,1
1/24/2021,127,146,158,205,559,1
1/25/2021,136,158,169,212,563,1
1/26/2021,137,158,169,212,564,1
1/27/2021,154,170,179,228,577,1
1/28/2021,204,210,224,283,613,5
1/29/2021,229,237,245,305,630,5
1/3/2021,16,17,27,20,36,
1/30/2021,229,238,245,305,631,5
1/31/2021,229,238,245,305,631,5
1/4/2021,16,17,27,20,36,1
1/5/2021,19,17,29,21,51,1
1/6/2021,20,18,31,25,58,1
1/7/2021,22,21,36,31,80,1
1/8/2021,23,22,39,33,88,1
1/9/2021,23,22,39,33,88,1
10/1/2021,756,679,620,683,990,281
10/10/2021,767,685,620,685,992,284
10/11/2021,770,685,620,685,992,284
10/12/2021,772,686,620,685,992,284
10/13/2021,774,687,620,685,992,284
10/14/2021,777,687,620,685,992,285
10/15/2021,780,688,620,685,992,287
10/16/2021,781,688,620,685,992,287
10/17/2021,781,688,620,685,992,287
10/18/2021,783,689,622,685,993,287
10/19/2021,783,690,622,686,993,287
10/2/2021,756,679,620,683,991,281
10/20/2021,784,690,622,688,993,287
10/21/2021,785,690,622,688,993,287
10/22/2021,787,691,624,688,993,287
10/23/2021,787,691,624,688,993,287
10/24/2021,787,691,624,688,993,287
10/25/2021,789,691,624,688,993,287
10/26/2021,789,691,624,688,993,289
10/27/2021,790,691,625,688,993,289
10/28/2021,791,691,626,688,993,291
10/29/2021,791,692,627,688,993,292
10/3/2021,756,679,620,683,991,281
10/30/2021,791,692,627,688,993,292
10/31/2021,791,692,627,688,993,292
10/4/2021,758,680,620,683,991,283
10/5/2021,758,682,620,683,991,283
10/6/2021,760,683,620,683,991,283
10/7/2021,763,684,620,685,992,283
10/8/2021,767,685,620,685,992,284
10/9/2021,767,685,620,685,992,284
11/1/2021,791,692,627,688,994,294
11/2/2021,792,693,627,688,994,294
11/3/2021,792,693,627,688,995,294
12/18/2020,,,2,,,
12/19/2020,,,2,,,
12/20/2020,,,2,,,
12/21/2020,4,4,6,1,,
12/22/2020,7,6,16,10,2,
12/23/2020,9,8,16,11,4,
12/24/2020,9,9,16,12,6,
12/25/2020,9,9,16,12,6,
12/26/2020,9,10,16,12,6,
12/27/2020,9,10,16,12,6,
12/28/2020,9,12,16,12,6,
12/29/2020,10,13,20,12,8,
12/30/2020,12,13,20,12,27,
12/31/2020,15,17,27,20,35,
2/1/2021,230,238,250,305,634,5
2/10/2021,298,292,315,393,728,13
2/11/2021,309,312,324,403,745,15
2/12/2021,334,334,347,433,785,20
2/13/2021,334,334,348,433,789,20
2/14/2021,334,334,348,433,789,20
2/15/2021,335,336,350,436,789,20
2/16/2021,342,342,361,440,792,21
2/17/2021,343,342,363,442,800,22
2/18/2021,345,346,371,446,805,22
2/19/2021,345,346,371,446,806,22
2/2/2021,236,243,257,313,657,5
2/20/2021,346,346,371,446,806,22
2/21/2021,346,346,371,446,806,22
2/22/2021,347,348,371,448,806,22
2/23/2021,347,350,372,448,808,22
2/24/2021,349,351,375,451,810,22
2/25/2021,350,352,379,456,810,22
2/26/2021,359,368,388,472,819,22
2/27/2021,359,368,388,472,819,22
2/28/2021,359,368,388,472,820,22
2/3/2021,236,243,259,321,676,5
2/4/2021,243,249,262,332,684,5
2/5/2021,266,264,289,370,712,6
2/6/2021,267,264,289,370,713,6
2/7/2021,267,264,289,370,713,6
2/8/2021,271,267,293,373,715,6
2/9/2021,272,275,298,383,718,7
3/1/2021,364,370,389,479,823,22
3/10/2021,409,408,418,514,847,30
3/11/2021,414,412,419,518,848,30
3/12/2021,417,422,425,522,855,32
3/13/2021,417,422,425,522,856,32
3/14/2021,417,422,425,522,856,32
3/15/2021,418,424,429,530,872,33
3/16/2021,422,427,429,530,875,33
3/17/2021,428,436,438,538,884,34
3/18/2021,428,437,439,544,887,34
3/19/2021,438,440,444,549,891,36
3/2/2021,374,378,394,483,831,25
3/20/2021,438,440,444,549,892,36
3/21/2021,438,440,444,549,892,36
3/22/2021,439,441,444,549,892,36
3/23/2021,442,443,445,551,892,37
3/24/2021,443,443,446,552,893,37
3/25/2021,449,452,449,558,900,37
3/26/2021,450,452,452,558,900,37
3/27/2021,451,453,453,558,900,38
3/28/2021,453,453,453,560,900,38
3/29/2021,454,454,457,560,900,38
3/3/2021,380,389,400,488,839,25
3/30/2021,456,455,460,563,904,38
3/31/2021,459,456,461,563,904,38
3/4/2021,387,395,403,492,841,25
3/5/2021,393,397,408,498,841,25
3/6/2021,393,397,408,498,841,25
3/7/2021,394,397,408,498,841,25
3/8/2021,398,399,409,501,842,27
3/9/2021,407,407,417,513,846,28
4/1/2021,465,467,470,567,910,41
4/10/2021,485,481,482,581,921,41
4/11/2021,486,481,482,581,921,41
4/12/2021,489,482,487,583,921,42
4/13/2021,489,483,488,584,923,42
4/14/2021,489,487,489,586,923,42
4/15/2021,493,489,494,588,926,42
4/16/2021,497,492,497,588,926,42
4/17/2021,497,492,497,588,926,42
4/18/2021,497,492,497,588,926,42
4/19/2021,497,493,497,588,926,43
4/2/2021,467,472,473,569,910,41
4/20/2021,499,496,498,588,928,43
4/21/2021,500,498,499,588,930,43
4/22/2021,506,506,502,589,933,44
4/23/2021,506,507,502,591,933,44
4/24/2021,506,508,502,592,933,44
4/25/2021,506,508,502,592,933,44
4/26/2021,506,509,502,592,933,44
4/27/2021,508,514,507,595,934,46
4/28/2021,511,514,507,595,934,46
4/29/2021,515,515,507,595,934,46
4/3/2021,467,472,473,569,910,41
4/30/2021,516,517,507,598,936,46
4/4/2021,467,472,473,569,910,41
4/5/2021,468,473,474,570,912,41
4/6/2021,471,473,475,570,912,41
4/7/2021,474,475,476,572,912,41
4/8/2021,479,480,480,578,919,41
4/9/2021,483,481,482,581,921,41
5/1/2021,516,517,507,598,936,47
5/10/2021,522,521,511,602,940,49
5/11/2021,522,521,511,602,940,49
5/12/2021,523,521,511,602,940,51
5/13/2021,527,522,511,602,940,52
5/14/2021,527,522,511,602,940,53
5/15/2021,527,522,511,602,940,53
5/16/2021,528,522,511,602,940,55
5/17/2021,528,522,511,602,940,56
5/18/2021,531,523,512,605,940,56
5/19/2021,531,523,512,605,941,56
5/2/2021,516,517,507,598,936,47
5/20/2021,532,524,513,605,941,57
5/21/2021,536,526,515,607,942,59
5/22/2021,536,526,516,607,942,69
5/23/2021,536,526,516,608,942,69
5/24/2021,536,526,516,608,942,69
5/25/2021,539,529,519,610,942,69
5/26/2021,539,529,519,610,942,69
5/27/2021,541,531,519,610,943,72
5/28/2021,543,532,519,610,944,73
5/29/2021,543,534,519,610,944,73
5/3/2021,516,517,507,598,936,47
5/30/2021,543,534,519,610,944,73
5/31/2021,543,534,519,610,944,73
5/4/2021,518,520,509,599,938,47
5/5/2021,518,521,509,599,938,48
5/6/2021,521,521,509,601,938,48
5/7/2021,521,521,510,602,938,48
5/8/2021,521,521,510,602,940,48
5/9/2021,521,521,510,602,940,48
6/1/2021,547,535,519,611,944,74
6/10/2021,553,542,521,613,945,78
6/11/2021,553,542,521,613,945,80
6/12/2021,553,542,521,613,946,80
6/13/2021,553,542,521,613,946,80
6/14/2021,553,542,521,613,946,80
6/15/2021,557,542,521,613,946,81
6/16/2021,557,542,522,613,946,81
6/17/2021,557,543,523,614,947,82
6/18/2021,559,543,523,615,947,82
6/19/2021,559,543,523,615,947,82
6/2/2021,547,535,519,611,944,74
6/20/2021,559,543,523,615,947,82
