date,Apache_cume,Apache
2020-12-08 00:00:00,1,
2020-12-17 00:00:00,3,2
2020-12-21 00:00:00,5,2
2020-12-22 00:00:00,7,2
2020-12-23 00:00:00,51,44
2020-12-24 00:00:00,52,1
2020-12-26 00:00:00,54,2
2020-12-28 00:00:00,105,51
2020-12-29 00:00:00,162,57
2020-12-30 00:00:00,233,71
2020-12-31 00:00:00,239,6
2021-01-01 00:00:00,240,1
2021-01-04 00:00:00,249,9
2021-01-05 00:00:00,307,58
2021-01-06 00:00:00,432,125
2021-01-07 00:00:00,659,227
2021-01-08 00:00:00,710,51
2021-01-09 00:00:00,720,10
2021-01-11 00:00:00,809,89
2021-01-12 00:00:00,1004,195
2021-01-13 00:00:00,1160,156
2021-01-14 00:00:00,1523,363
2021-01-15 00:00:00,1604,81
2021-01-16 00:00:00,1625,21
2021-01-18 00:00:00,1695,70
2021-01-19 00:00:00,1792,97
2021-01-20 00:00:00,2006,214
2021-01-21 00:00:00,2351,345
2021-01-22 00:00:00,2432,81
2021-01-23 00:00:00,2462,30
2021-01-25 00:00:00,2565,103
2021-01-26 00:00:00,2707,142
2021-01-27 00:00:00,2940,233
2021-01-28 00:00:00,3380,440
2021-01-29 00:00:00,3492,112
2021-01-30 00:00:00,3493,1
2021-01-31 00:00:00,3499,6
2021-02-01 00:00:00,3683,184
2021-02-02 00:00:00,3859,176
2021-02-03 00:00:00,4239,380
2021-02-04 00:00:00,4717,478
2021-02-05 00:00:00,4820,103
2021-02-06 00:00:00,4861,41
2021-02-07 00:00:00,4862,1
2021-02-08 00:00:00,5044,182
2021-02-09 00:00:00,5284,240
2021-02-10 00:00:00,5775,491
2021-02-11 00:00:00,6456,681
2021-02-12 00:00:00,6627,171
2021-02-13 00:00:00,6695,68
2021-02-15 00:00:00,6786,91
2021-02-16 00:00:00,6977,191
2021-02-17 00:00:00,7254,277
2021-02-18 00:00:00,7595,341
2021-02-19 00:00:00,7662,67
2021-02-20 00:00:00,7695,33
2021-02-21 00:00:00,7704,9
2021-02-22 00:00:00,7887,183
2021-02-23 00:00:00,8049,162
2021-02-24 00:00:00,8213,164
2021-02-25 00:00:00,8832,619
2021-02-26 00:00:00,8950,118
2021-02-27 00:00:00,8975,25
2021-02-28 00:00:00,8987,12
2021-03-01 00:00:00,9306,319
2021-03-02 00:00:00,9457,151
2021-03-03 00:00:00,9950,493
2021-03-04 00:00:00,10222,272
2021-03-05 00:00:00,10305,83
2021-03-06 00:00:00,10327,22
2021-03-07 00:00:00,10337,10
2021-03-08 00:00:00,10518,181
2021-03-09 00:00:00,10775,257
2021-03-10 00:00:00,11304,529
2021-03-11 00:00:00,11580,276
2021-03-12 00:00:00,11719,139
2021-03-13 00:00:00,11783,64
2021-03-14 00:00:00,11799,16
2021-03-15 00:00:00,11937,138
2021-03-16 00:00:00,12243,306
2021-03-17 00:00:00,12346,103
2021-03-18 00:00:00,12444,98
2021-03-19 00:00:00,12494,50
2021-03-20 00:00:00,12511,17
2021-03-21 00:00:00,12542,31
2021-03-22 00:00:00,12653,111
2021-03-23 00:00:00,12787,134
2021-03-24 00:00:00,13130,343
2021-03-25 00:00:00,13306,176
2021-03-26 00:00:00,13349,43
2021-03-27 00:00:00,13363,14
2021-03-28 00:00:00,13397,34
2021-03-29 00:00:00,13495,98
2021-03-30 00:00:00,13633,138
2021-03-31 00:00:00,13757,124
2021-04-01 00:00:00,13917,160
2021-04-02 00:00:00,14024,107
2021-04-03 00:00:00,14056,32
2021-04-04 00:00:00,14066,10
2021-04-05 00:00:00,14188,122
2021-04-06 00:00:00,14359,171
2021-04-07 00:00:00,14501,142
2021-04-08 00:00:00,14624,123
2021-04-09 00:00:00,14711,87
2021-04-10 00:00:00,14903,192
2021-04-11 00:00:00,14928,25
2021-04-12 00:00:00,15041,113
2021-04-13 00:00:00,15155,114
2021-04-14 00:00:00,15247,92
2021-04-15 00:00:00,15340,93
2021-04-16 00:00:00,15396,56
2021-04-17 00:00:00,15409,13
2021-04-18 00:00:00,15431,22
2021-04-19 00:00:00,15507,76
2021-04-20 00:00:00,15593,86
2021-04-21 00:00:00,15674,81
2021-04-22 00:00:00,15754,80
2021-04-23 00:00:00,15806,52
2021-04-24 00:00:00,15839,33
2021-04-25 00:00:00,15851,12
2021-04-26 00:00:00,15908,57
2021-04-27 00:00:00,15995,87
2021-04-28 00:00:00,16078,83
2021-04-29 00:00:00,16173,95
2021-04-30 00:00:00,16211,38
2021-05-01 00:00:00,16237,26
2021-05-02 00:00:00,16247,10
2021-05-03 00:00:00,16297,50
2021-05-04 00:00:00,16392,95
2021-05-05 00:00:00,16441,49
2021-05-06 00:00:00,16485,44
2021-05-07 00:00:00,16532,47
2021-05-08 00:00:00,16564,32
2021-05-09 00:00:00,16573,9
2021-05-10 00:00:00,16623,50
2021-05-11 00:00:00,16703,80
2021-05-12 00:00:00,16775,72
2021-05-13 00:00:00,16907,132
2021-05-14 00:00:00,17094,187
2021-05-15 00:00:00,17510,416
2021-05-16 00:00:00,17521,11
2021-05-17 00:00:00,17767,246
2021-05-18 00:00:00,17994,227
2021-05-19 00:00:00,18153,159
2021-05-20 00:00:00,18278,125
2021-05-21 00:00:00,18347,69
2021-05-22 00:00:00,18399,52
2021-05-23 00:00:00,18404,5
2021-05-24 00:00:00,18500,96
2021-05-25 00:00:00,18622,122
2021-05-26 00:00:00,18726,104
2021-05-27 00:00:00,18808,82
2021-05-28 00:00:00,18872,64
2021-05-29 00:00:00,18901,29
2021-05-30 00:00:00,18915,14
2021-06-01 00:00:00,18989,74
2021-06-02 00:00:00,19075,86
2021-06-03 00:00:00,19156,81
2021-06-04 00:00:00,19340,184
2021-06-05 00:00:00,19684,344
2021-06-06 00:00:00,19693,9
2021-06-07 00:00:00,19948,255
2021-06-08 00:00:00,20238,290
2021-06-09 00:00:00,20447,209
2021-06-10 00:00:00,20533,86
2021-06-11 00:00:00,20630,97
2021-06-12 00:00:00,20656,26
2021-06-13 00:00:00,20660,4
2021-06-14 00:00:00,20772,112
2021-06-15 00:00:00,20890,118
2021-06-16 00:00:00,21007,117
2021-06-17 00:00:00,21086,79
2021-06-18 00:00:00,21142,56
2021-06-19 00:00:00,21180,38
2021-06-20 00:00:00,21190,10
2021-06-21 00:00:00,21270,80
2021-06-22 00:00:00,21361,91
2021-06-23 00:00:00,21450,89
2021-06-24 00:00:00,21513,63
2021-06-25 00:00:00,21579,66
2021-06-26 00:00:00,21618,39
2021-06-27 00:00:00,21629,11
2021-06-28 00:00:00,21713,84
2021-06-29 00:00:00,21811,98
2021-06-30 00:00:00,21911,100
2021-07-01 00:00:00,21968,57
2021-07-02 00:00:00,22034,66
2021-07-03 00:00:00,22056,22
2021-07-05 00:00:00,22076,20
2021-07-06 00:00:00,22166,90
2021-07-07 00:00:00,22231,65
2021-07-08 00:00:00,22295,64
2021-07-09 00:00:00,22338,43
2021-07-10 00:00:00,22351,13
2021-07-11 00:00:00,22362,11
2021-07-12 00:00:00,22438,76
2021-07-13 00:00:00,22498,60
2021-07-14 00:00:00,22563,65
2021-07-15 00:00:00,22609,46
2021-07-16 00:00:00,22679,70
2021-07-17 00:00:00,22696,17
