date,Pima_cume,Pima
1/1/2021,13,
1/10/2021,15,2
1/11/2021,19,4
1/12/2021,20,1
1/13/2021,21,1
1/14/2021,24,3
1/15/2021,25,1
1/16/2021,28,3
1/17/2021,29,1
1/18/2021,30,1
1/19/2021,34,4
1/2/2021,52,18
1/20/2021,56,4
1/21/2021,1290,1234
1/22/2021,2697,1407
1/23/2021,3436,739
1/24/2021,3440,4
1/25/2021,4964,1524
1/26/2021,6471,1507
1/27/2021,8323,1852
1/28/2021,9363,1040
1/29/2021,9365,2
1/3/2021,10155,790
1/30/2021,10322,167
1/31/2021,12178,1856
1/4/2021,14263,2085
1/5/2021,16527,2264
1/6/2021,18185,1658
1/7/2021,18412,227
1/8/2021,19028,616
1/9/2021,19464,436
12/1/2020,21285,1821
12/10/2020,23028,1743
12/11/2020,25192,2164
12/12/2020,27442,2250
12/13/2020,30098,2656
12/14/2020,31618,1520
12/15/2020,32022,404
12/16/2020,34805,2783
12/17/2020,37541,2736
12/18/2020,40025,2484
12/19/2020,42453,2428
12/2/2020,46518,4065
12/20/2020,47923,1405
12/21/2020,48427,504
12/22/2020,52388,3961
12/23/2020,56483,4095
12/24/2020,61202,4719
12/25/2020,66537,5335
12/26/2020,73097,6560
12/27/2020,75654,2557
12/28/2020,76656,1002
12/29/2020,83984,7328
12/3/2020,90985,7001
12/30/2020,98540,7555
12/31/2020,105483,6943
12/4/2020,112763,7280
12/5/2020,116580,3817
12/9/2020,118094,1514
2/1/2021,123620,5526
2/10/2021,129932,6312
2/11/2021,136908,6976
2/12/2021,144153,7245
2/13/2021,152941,8788
2/14/2021,157301,4360
2/15/2021,158390,1089
2/16/2021,165249,6859
2/17/2021,171439,6190
2/18/2021,178933,7494
2/19/2021,186665,7732
2/2/2021,195441,8776
2/20/2021,199729,4288
2/21/2021,200651,922
2/22/2021,206765,6114
2/23/2021,213639,6874
2/24/2021,221179,7540
2/25/2021,228398,7219
2/26/2021,232706,4308
2/27/2021,234794,2088
2/28/2021,235455,661
2/3/2021,239255,3800
2/4/2021,243788,4533
2/5/2021,250176,6388
2/6/2021,258391,8215
2/7/2021,268551,10160
2/8/2021,272928,4377
2/9/2021,275055,2127
3/1/2021,282130,7075
3/10/2021,288777,6647
3/11/2021,296910,8133
3/12/2021,303200,6290
3/13/2021,311082,7882
