date,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE
2021-06-16 00:00:00,3,0,0,,,
2021-06-15 00:00:00,85,7,0.0823529411764706,2.0,0.0,0
2021-06-14 00:00:00,141,22,0.1560283687943263,11.0,3.0,0.2727272727272727
2021-06-13 00:00:00,72,12,0.1666666666666667,5.0,2.0,0.4
2021-06-12 00:00:00,73,5,0.0684931506849315,1.0,1.0,1
2021-06-11 00:00:00,152,7,0.0460526315789474,7.0,3.0,0.4285714285714286
2021-06-10 00:00:00,115,12,0.1043478260869565,25.0,14.0,0.5600000000000002
2021-06-09 00:00:00,162,16,0.0987654320987654,43.0,25.0,0.5813953488372094
2021-06-08 00:00:00,203,10,0.0492610837438424,11.0,6.0,0.5454545454545454
2021-06-07 00:00:00,184,17,0.0923913043478261,7.0,4.0,0.5714285714285714
2021-06-06 00:00:00,79,8,0.1012658227848101,2.0,0.0,0
2021-06-05 00:00:00,70,7,0.1,2.0,0.0,0
2021-06-04 00:00:00,141,7,0.049645390070922,9.0,1.0,0.1111111111111111
2021-06-03 00:00:00,154,9,0.0584415584415584,33.0,22.0,0.6666666666666666
2021-06-02 00:00:00,170,11,0.0647058823529412,29.0,15.0,0.517241379310345
2021-06-01 00:00:00,183,10,0.0546448087431694,10.0,6.0,0.6
2021-05-31 00:00:00,69,8,0.1159420289855073,2.0,1.0,0.5
2021-05-30 00:00:00,65,7,0.1076923076923077,3.0,1.0,0.3333333333333333
2021-05-29 00:00:00,52,8,0.1538461538461539,21.0,14.0,0.6666666666666666
2021-05-28 00:00:00,166,13,0.0783132530120482,15.0,6.0,0.4
2021-05-27 00:00:00,160,16,0.1,14.0,5.0,0.3571428571428572
2021-05-26 00:00:00,156,6,0.0384615384615385,15.0,3.0,0.2
2021-05-25 00:00:00,176,10,0.0568181818181818,20.0,12.0,0.6
2021-05-24 00:00:00,165,12,0.0727272727272727,16.0,10.0,0.625
2021-05-23 00:00:00,76,10,0.1315789473684211,,,
2021-05-22 00:00:00,49,3,0.0612244897959184,34.0,24.0,0.7058823529411766
2021-05-21 00:00:00,130,8,0.0615384615384615,21.0,12.0,0.5714285714285714
2021-05-20 00:00:00,108,8,0.0740740740740741,18.0,13.0,0.7222222222222222
2021-05-19 00:00:00,142,11,0.0774647887323944,21.0,15.0,0.7142857142857144
2021-05-18 00:00:00,182,11,0.0604395604395604,17.0,10.0,0.5882352941176472
2021-05-17 00:00:00,155,11,0.0709677419354839,9.0,3.0,0.3333333333333333
2021-05-16 00:00:00,65,1,0.0153846153846154,11.0,9.0,0.8181818181818182
2021-05-15 00:00:00,54,7,0.1296296296296296,,,
2021-05-14 00:00:00,145,5,0.0344827586206897,9.0,6.0,0.6666666666666666
2021-05-13 00:00:00,141,5,0.0354609929078014,11.0,4.0,0.3636363636363637
2021-05-12 00:00:00,177,5,0.0282485875706215,6.0,3.0,0.5
2021-05-11 00:00:00,368,4,0.0108695652173913,7.0,4.0,0.5714285714285714
2021-05-10 00:00:00,178,9,0.050561797752809,15.0,7.0,0.4666666666666668
2021-05-09 00:00:00,67,6,0.0895522388059702,,,
2021-05-08 00:00:00,62,6,0.0967741935483871,,,
2021-05-07 00:00:00,156,4,0.0256410256410256,8.0,6.0,0.75
2021-05-06 00:00:00,168,8,0.0476190476190476,38.0,20.0,0.5263157894736842
2021-05-05 00:00:00,164,6,0.0365853658536585,85.0,50.0,0.5882352941176472
2021-05-04 00:00:00,201,12,0.0597014925373134,28.0,13.0,0.4642857142857144
2021-05-03 00:00:00,204,16,0.0784313725490196,16.0,5.0,0.3125
2021-05-02 00:00:00,67,8,0.1194029850746269,,,
2021-05-01 00:00:00,86,7,0.0813953488372093,1.0,1.0,1
2021-04-30 00:00:00,197,11,0.0558375634517767,8.0,1.0,0.125
2021-04-29 00:00:00,123,5,0.040650406504065,42.0,15.0,0.3571428571428572
2021-04-28 00:00:00,207,10,0.0483091787439614,25.0,12.0,0.48
2021-04-27 00:00:00,165,10,0.0606060606060606,18.0,12.0,0.6666666666666666
2021-04-26 00:00:00,239,16,0.0669456066945607,9.0,6.0,0.6666666666666666
2021-04-25 00:00:00,81,5,0.0617283950617284,,,
2021-04-24 00:00:00,91,7,0.0769230769230769,1.0,1.0,1
2021-04-23 00:00:00,210,13,0.0619047619047619,10.0,7.0,0.7
2021-04-22 00:00:00,194,17,0.0876288659793814,10.0,8.0,0.8
2021-04-21 00:00:00,207,15,0.072463768115942,43.0,18.0,0.4186046511627907
2021-04-20 00:00:00,190,18,0.0947368421052632,32.0,22.0,0.6875
2021-04-19 00:00:00,238,17,0.0714285714285714,12.0,6.0,0.5
2021-04-18 00:00:00,101,14,0.1386138613861386,2.0,0.0,0
2021-04-17 00:00:00,90,10,0.1111111111111111,14.0,10.0,0.7142857142857144
2021-04-16 00:00:00,184,13,0.0706521739130435,9.0,4.0,0.4444444444444444
2021-04-15 00:00:00,170,8,0.0470588235294118,62.0,30.0,0.4838709677419356
2021-04-14 00:00:00,227,15,0.066079295154185,80.0,50.0,0.625
2021-04-13 00:00:00,209,8,0.0382775119617225,73.0,55.0,0.7534246575342466
2021-04-12 00:00:00,307,19,0.0618892508143323,11.0,4.0,0.3636363636363637
2021-04-11 00:00:00,74,3,0.0405405405405405,1.0,1.0,1
2021-04-10 00:00:00,102,6,0.0588235294117647,2.0,1.0,0.5
2021-04-09 00:00:00,191,12,0.0628272251308901,16.0,6.0,0.375
2021-04-08 00:00:00,156,7,0.0448717948717949,8.0,5.0,0.625
2021-04-07 00:00:00,180,6,0.0333333333333333,29.0,16.0,0.5517241379310346
