date,Gila_cume,Gila
2020-12-01,1,
2020-12-17,69,68
2020-12-18,109,40
2020-12-19,111,2
2020-12-20,112,1
2020-12-21,148,36
2020-12-22,170,22
2020-12-23,224,54
2020-12-24,293,69
2020-12-26,321,28
2020-12-27,322,1
2020-12-28,457,135
2020-12-29,582,125
2020-12-30,738,156
2020-12-31,893,155
2021-01-01,899,6
2021-01-02,1095,196
2021-01-03,1098,3
2021-01-04,1249,151
2021-01-05,1561,312
2021-01-06,1837,276
2021-01-07,2326,489
2021-01-08,2710,384
2021-01-09,2746,36
2021-01-10,2747,1
2021-01-11,2933,186
2021-01-12,3027,94
2021-01-13,3124,97
2021-01-14,3371,247
2021-01-15,3621,250
2021-01-16,3628,7
2021-01-17,3631,3
2021-01-18,3748,117
2021-01-19,3938,190
2021-01-20,4221,283
2021-01-21,4544,323
2021-01-22,4665,121
2021-01-23,4815,150
2021-01-24,4828,13
2021-01-25,5034,206
2021-01-26,5153,119
2021-01-27,5492,339
2021-01-28,5998,506
2021-01-29,6297,299
2021-01-30,6533,236
2021-01-31,6539,6
2021-02-01,6893,354
2021-02-02,7552,659
2021-02-03,8242,690
2021-02-04,9246,1004
2021-02-05,10019,773
2021-02-06,10466,447
2021-02-07,10484,18
2021-02-08,10816,332
2021-02-09,11258,442
2021-02-10,11664,406
2021-02-11,12001,337
2021-02-12,12329,328
2021-02-13,13127,798
2021-02-14,13573,446
2021-02-15,13750,177
2021-02-16,14141,391
2021-02-17,14465,324
2021-02-18,14756,291
2021-02-19,15074,318
2021-02-20,15277,203
2021-02-21,15281,4
2021-02-22,15422,141
2021-02-23,15686,264
2021-02-24,15894,208
2021-02-25,16281,387
2021-02-26,16658,377
2021-02-27,18409,1751
2021-02-28,19291,882
2021-03-01,19537,246
2021-03-02,19890,353
2021-03-03,20216,326
2021-03-04,20935,719
2021-03-05,21194,259
2021-03-06,21582,388
2021-03-07,21592,10
2021-03-08,21809,217
2021-03-09,22093,284
2021-03-10,22403,310
2021-03-11,23682,1279
2021-03-12,24060,378
2021-03-13,25165,1105
2021-03-14,25581,416
2021-03-15,25756,175
2021-03-16,26056,300
2021-03-17,26201,145
2021-03-18,26522,321
2021-03-19,26771,249
2021-03-20,27104,333
2021-03-21,27117,13
2021-03-22,27291,174
2021-03-23,27458,167
2021-03-24,27585,127
2021-03-25,27841,256
2021-03-26,28011,170
2021-03-27,29677,1666
2021-03-28,30476,799
2021-03-29,30737,261
2021-03-30,30859,122
2021-03-31,31011,152
2021-04-01,31636,625
2021-04-02,31827,191
2021-04-03,31870,43
2021-04-04,31875,5
2021-04-05,32012,137
2021-04-06,32432,420
2021-04-07,32612,180
2021-04-08,32896,284
2021-04-09,33082,186
2021-04-10,33614,532
2021-04-11,33631,17
2021-04-12,33792,161
2021-04-13,33901,109
2021-04-14,33967,66
2021-04-15,34155,188
2021-04-16,34275,120
2021-04-17,34638,363
2021-04-18,34654,16
2021-04-19,34769,115
2021-04-20,34873,104
