date,La Paz_cume,La Paz
2020-12-21 00:00:00,30,
2020-12-22 00:00:00,70,40
2020-12-23 00:00:00,88,18
2020-12-30 00:00:00,110,22
2021-01-06 00:00:00,150,40
2021-01-07 00:00:00,210,60
2021-01-11 00:00:00,211,1
2021-01-13 00:00:00,397,186
2021-01-14 00:00:00,398,1
2021-01-19 00:00:00,441,43
2021-01-20 00:00:00,550,109
2021-01-25 00:00:00,573,23
2021-01-26 00:00:00,596,23
2021-01-27 00:00:00,1134,538
2021-01-28 00:00:00,1785,651
2021-01-29 00:00:00,1807,22
2021-01-30 00:00:00,1808,1
2021-02-01 00:00:00,1833,25
2021-02-02 00:00:00,1866,33
2021-02-03 00:00:00,2566,700
2021-02-04 00:00:00,2739,173
2021-02-05 00:00:00,2792,53
2021-02-06 00:00:00,2793,1
2021-02-08 00:00:00,2836,43
2021-02-09 00:00:00,2873,37
2021-02-10 00:00:00,3450,577
2021-02-11 00:00:00,3655,205
2021-02-12 00:00:00,3656,1
2021-02-16 00:00:00,3657,1
2021-02-17 00:00:00,3750,93
2021-02-18 00:00:00,4270,520
2021-02-19 00:00:00,4271,1
2021-02-22 00:00:00,4305,34
2021-02-23 00:00:00,4329,24
2021-02-24 00:00:00,4662,333
2021-02-25 00:00:00,5315,653
2021-02-26 00:00:00,5337,22
2021-03-01 00:00:00,5408,71
2021-03-02 00:00:00,5483,75
2021-03-03 00:00:00,6235,752
2021-03-04 00:00:00,6949,714
2021-03-05 00:00:00,7005,56
2021-03-06 00:00:00,7028,23
2021-03-08 00:00:00,7087,59
2021-03-09 00:00:00,7180,93
2021-03-10 00:00:00,7849,669
2021-03-11 00:00:00,8471,622
2021-03-12 00:00:00,8529,58
2021-03-13 00:00:00,8538,9
2021-03-15 00:00:00,8583,45
2021-03-16 00:00:00,8640,57
2021-03-17 00:00:00,9107,467
2021-03-18 00:00:00,9689,582
2021-03-19 00:00:00,9737,48
2021-03-22 00:00:00,9787,50
2021-03-23 00:00:00,9849,62
2021-03-24 00:00:00,10202,353
2021-03-25 00:00:00,10694,492
2021-03-26 00:00:00,10695,1
2021-03-29 00:00:00,10752,57
2021-03-30 00:00:00,10996,244
2021-03-31 00:00:00,11516,520
2021-04-01 00:00:00,11574,58
2021-04-02 00:00:00,11598,24
2021-04-03 00:00:00,11608,10
2021-04-05 00:00:00,11653,45
2021-04-06 00:00:00,11750,97
2021-04-07 00:00:00,12020,270
2021-04-08 00:00:00,12360,340
2021-04-09 00:00:00,12485,125
2021-04-10 00:00:00,12542,57
2021-04-11 00:00:00,12554,12
2021-04-12 00:00:00,12616,62
2021-04-13 00:00:00,12670,54
2021-04-14 00:00:00,13119,449
2021-04-15 00:00:00,13628,509
2021-04-16 00:00:00,13669,41
2021-04-19 00:00:00,13725,56
2021-04-20 00:00:00,13821,96
2021-04-21 00:00:00,13954,133
2021-04-22 00:00:00,14374,420
2021-04-23 00:00:00,14403,29
2021-04-24 00:00:00,14412,9
2021-04-26 00:00:00,14445,33
2021-04-27 00:00:00,14483,38
2021-04-28 00:00:00,14899,416
2021-04-29 00:00:00,14952,53
2021-04-30 00:00:00,15026,74
2021-05-01 00:00:00,15062,36
2021-05-02 00:00:00,15064,2
2021-05-03 00:00:00,15093,29
2021-05-04 00:00:00,15148,55
2021-05-05 00:00:00,15339,191
2021-05-06 00:00:00,15498,159
2021-05-07 00:00:00,15512,14
2021-05-08 00:00:00,15515,3
2021-05-10 00:00:00,15534,19
2021-05-11 00:00:00,15538,4
