date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,216,258,270,317,897,6
1/10/2021,367,442,465,561,2156,32
1/11/2021,403,491,530,611,2336,35
1/12/2021,429,519,589,681,2553,36
1/13/2021,449,540,612,747,2711,37
1/14/2021,480,586,650,831,2909,46
1/15/2021,512,631,707,910,3149,47
1/16/2021,516,632,708,912,3157,47
1/17/2021,518,633,708,913,3159,47
1/18/2021,531,644,738,939,3183,47
1/19/2021,562,670,777,1020,3335,48
1/2/2021,217,258,270,317,898,6
1/20/2021,585,707,829,1106,3482,54
1/21/2021,666,783,930,1249,3671,70
1/22/2021,736,837,981,1347,3795,86
1/23/2021,741,839,984,1352,3920,120
1/24/2021,742,840,984,1353,3933,122
1/25/2021,755,853,1009,1403,4047,124
1/26/2021,782,872,1039,1454,4187,126
1/27/2021,803,891,1062,1492,4347,139
1/28/2021,950,977,1171,1612,4558,189
1/29/2021,1023,1023,1236,1707,4789,248
1/3/2021,217,258,270,318,900,6
1/30/2021,1035,1042,1287,1736,4809,248
1/31/2021,1035,1043,1289,1737,4817,248
1/4/2021,232,277,288,347,1025,6
1/5/2021,275,310,327,382,1246,6
1/6/2021,288,332,346,410,1587,25
1/7/2021,327,401,433,507,1960,31
1/8/2021,366,441,464,556,2153,32
1/9/2021,367,442,464,561,2156,32
12/10/2020,1,,,1,1,1
12/11/2020,1,,,1,1,1
12/12/2020,1,,,1,1,1
12/13/2020,1,,,1,1,1
12/14/2020,1,,,2,1,1
12/15/2020,1,1,1,2,1,1
12/16/2020,6,4,6,5,2,1
12/17/2020,9,11,15,15,5,1
12/18/2020,17,23,26,20,17,1
12/19/2020,18,23,26,21,17,1
12/2/2020,,,,,,1
12/20/2020,18,23,26,22,17,1
12/21/2020,19,23,26,22,20,2
12/22/2020,22,35,42,29,58,2
12/23/2020,51,65,65,60,107,2
12/24/2020,64,82,80,75,153,2
12/25/2020,66,83,81,75,153,2
12/26/2020,66,83,82,75,153,2
12/27/2020,67,83,82,75,153,2
12/28/2020,105,134,141,149,271,2
12/29/2020,127,180,195,212,456,3
12/3/2020,,,,,,1
12/30/2020,168,220,238,264,641,4
