date,La Paz_cume,La Paz
1/11/2021,30,
1/13/2021,70,40
1/14/2021,88,18
1/19/2021,111,23
1/20/2021,151,40
1/25/2021,212,61
1/26/2021,213,1
1/27/2021,400,187
1/28/2021,401,1
1/29/2021,444,43
1/30/2021,553,109
1/6/2021,576,23
1/7/2021,599,23
12/21/2020,1144,545
12/22/2020,1804,660
12/23/2020,1826,22
12/30/2020,1827,1
2/1/2021,1852,25
2/10/2021,1886,34
2/11/2021,2596,710
2/12/2021,2780,184
2/16/2021,2833,53
2/17/2021,2876,43
2/18/2021,2913,37
2/19/2021,3492,579
2/2/2021,3701,209
2/22/2021,3702,1
2/23/2021,3704,2
2/24/2021,3798,94
2/25/2021,4325,527
2/26/2021,4326,1
2/28/2021,4360,34
2/3/2021,4386,26
2/4/2021,4722,336
2/5/2021,5386,664
2/8/2021,5408,22
2/9/2021,5409,1
3/1/2021,5484,75
3/10/2021,5560,76
3/11/2021,6325,765
3/12/2021,7051,726
3/13/2021,7108,57
3/15/2021,7132,24
3/16/2021,7191,59
3/17/2021,7285,94
3/18/2021,7960,675
3/19/2021,8583,623
3/2/2021,8641,58
3/21/2021,8651,10
3/22/2021,8697,46
3/23/2021,8754,57
3/24/2021,9225,471
3/25/2021,9819,594
3/26/2021,9867,48
3/28/2021,9868,1
3/29/2021,9919,51
3/3/2021,9981,62
3/30/2021,10335,354
3/31/2021,10831,496
3/4/2021,10833,2
3/5/2021,10835,2
3/6/2021,10892,57
3/8/2021,11139,247
3/9/2021,11663,524
4/1/2021,11723,60
4/10/2021,11749,26
4/11/2021,11761,12
4/12/2021,11807,46
4/13/2021,11908,101
4/14/2021,12179,271
4/15/2021,12528,349
4/16/2021,12654,126
4/17/2021,12711,57
4/18/2021,12725,14
4/19/2021,12792,67
4/2/2021,12849,57
4/20/2021,13303,454
4/21/2021,13822,519
4/22/2021,13866,44
4/23/2021,13871,5
4/24/2021,13873,2
4/25/2021,13932,59
4/26/2021,14030,98
4/27/2021,14171,141
4/28/2021,14602,431
4/29/2021,14633,31
4/3/2021,14644,11
4/30/2021,14645,1
4/5/2021,14679,34
4/6/2021,14724,45
4/7/2021,15157,433
4/8/2021,15212,55
4/9/2021,15286,74
5/1/2021,15324,38
5/10/2021,15330,6
5/11/2021,15360,30
5/12/2021,15422,62
5/13/2021,15622,200
5/14/2021,15796,174
5/15/2021,15813,17
5/16/2021,15816,3
5/17/2021,15817,1
5/18/2021,15840,23
5/19/2021,15878,38
5/2/2021,15956,78
5/20/2021,15976,20
5/21/2021,15997,21
5/22/2021,16005,8
5/23/2021,16006,1
5/24/2021,16045,39
5/25/2021,16069,24
5/26/2021,16252,183
5/27/2021,16281,29
5/28/2021,16315,34
5/29/2021,16327,12
5/3/2021,16330,3
5/31/2021,16345,15
5/4/2021,16380,35
5/5/2021,16432,52
5/6/2021,16445,13
5/7/2021,16461,16
5/8/2021,16464,3
5/9/2021,16465,1
6/1/2021,16508,43
6/10/2021,16564,56
6/11/2021,16619,55
6/12/2021,16626,7
6/13/2021,16632,6
6/14/2021,16636,4
6/15/2021,16645,9
6/16/2021,16663,18
6/17/2021,16708,45
6/18/2021,16716,8
6/19/2021,16720,4
6/2/2021,16722,2
6/20/2021,16723,1
6/21/2021,16742,19
6/22/2021,16763,21
6/23/2021,16794,31
6/24/2021,16808,14
6/25/2021,16820,12
6/26/2021,16825,5
6/27/2021,16826,1
6/28/2021,16829,3
6/29/2021,16848,19
6/3/2021,16870,22
6/30/2021,16885,15
6/4/2021,16887,2
6/5/2021,16901,14
6/6/2021,16904,3
6/7/2021,16907,3
6/8/2021,16940,33
6/9/2021,16950,10
7/1/2021,16955,5
7/10/2021,16956,1
7/11/2021,16957,1
7/12/2021,16958,1
7/13/2021,16961,3
7/14/2021,16973,12
7/15/2021,17004,31
7/16/2021,17033,29
7/17/2021,17035,2
7/19/2021,17040,5
7/2/2021,17042,2
7/20/2021,17057,15
7/21/2021,17072,15
7/22/2021,17085,13
7/23/2021,17093,8
7/24/2021,17096,3
7/25/2021,17119,23
7/26/2021,17124,5
7/27/2021,17145,21
7/28/2021,17171,26
7/29/2021,17188,17
7/3/2021,17199,11
7/30/2021,17201,2
7/4/2021,17205,4
7/5/2021,17214,9
7/6/2021,17239,25
7/7/2021,17254,15
7/8/2021,17287,33
7/9/2021,17299,12
8/2/2021,17311,12
8/3/2021,17330,19
8/4/2021,17366,36
8/5/2021,17395,29
8/6/2021,17408,13
8/7/2021,17412,4
8/8/2021,17413,1
8/9/2021,17429,16
