date,La Paz_cume,La Paz
2020-12-21,10,
2020-12-22,29,19
2020-12-23,41,12
2020-12-28,44,3
2020-12-29,46,2
2020-12-30,63,17
2020-12-31,67,4
2021-01-04,70,3
2021-01-05,72,2
2021-01-06,103,31
2021-01-07,157,54
2021-01-09,158,1
2021-01-11,162,4
2021-01-12,169,7
2021-01-13,329,160
2021-01-14,337,8
2021-01-15,342,5
2021-01-16,343,1
2021-01-18,353,10
2021-01-19,377,24
2021-01-20,453,76
2021-01-21,463,10
2021-01-22,465,2
2021-01-23,468,3
2021-01-25,495,27
2021-01-26,518,23
2021-01-27,886,368
2021-01-28,1297,411
2021-01-29,1320,23
2021-01-30,1322,2
2021-01-31,1329,7
2021-02-01,1354,25
2021-02-02,1384,30
2021-02-03,1851,467
2021-02-04,2003,152
2021-02-05,2045,42
2021-02-06,2049,4
2021-02-07,2051,2
2021-02-08,2086,35
2021-02-09,2131,45
2021-02-10,2471,340
2021-02-11,2657,186
2021-02-12,2673,16
2021-02-13,2682,9
2021-02-14,2691,9
2021-02-15,2700,9
2021-02-16,2710,10
2021-02-17,2796,86
2021-02-18,3088,292
2021-02-19,3097,9
2021-02-20,3101,4
2021-02-21,3108,7
2021-02-22,3134,26
2021-02-23,3166,32
2021-02-24,3485,319
2021-02-25,3910,425
2021-02-26,3941,31
2021-02-27,3949,8
2021-02-28,3958,9
2021-03-01,4015,57
2021-03-02,4080,65
2021-03-03,4579,499
2021-03-04,5074,495
2021-03-05,5118,44
2021-03-06,5131,13
2021-03-07,5141,10
2021-03-08,5191,50
2021-03-09,5271,80
2021-03-10,5680,409
2021-03-11,6054,374
2021-03-12,6113,59
2021-03-13,6134,21
2021-03-14,6144,10
2021-03-15,6199,55
2021-03-16,6250,51
2021-03-17,6584,334
2021-03-18,6917,333
2021-03-19,6954,37
2021-03-20,6964,10
2021-03-21,6974,10
2021-03-22,7024,50
2021-03-23,7077,53
2021-03-24,7392,315
2021-03-25,7748,356
