date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,643,730,563,433,354,3
1/10/2021,1159,1137,937,786,704,15
1/11/2021,1231,1223,1012,838,768,16
1/12/2021,1338,1310,1084,921,965,17
1/13/2021,1400,1375,1164,997,1223,18
1/14/2021,1500,1461,1257,1084,1492,18
1/15/2021,1615,1557,1335,1179,2232,19
1/16/2021,1626,1573,1351,1202,2335,19
1/17/2021,1632,1581,1359,1206,2342,19
1/18/2021,1699,1654,1414,1259,2407,22
1/19/2021,1787,1719,1478,1338,2663,23
1/2/2021,669,746,571,448,364,3
1/20/2021,2041,1993,1804,1625,2874,28
1/21/2021,2192,2102,1905,1725,3081,29
1/22/2021,2287,2179,2000,1839,3416,30
1/23/2021,2332,2212,2035,1876,3614,33
1/24/2021,2337,2215,2035,1877,3632,33
1/25/2021,2386,2266,2098,1978,3937,34
1/26/2021,2449,2319,2153,2062,4296,37
1/27/2021,2702,2460,2304,2224,4674,40
1/28/2021,2895,2584,2432,2383,5079,46
1/29/2021,2995,2664,2513,2490,5418,50
1/3/2021,669,747,571,449,366,3
1/30/2021,3055,2708,2540,2528,5536,58
1/31/2021,3065,2710,2541,2533,5558,58
1/4/2021,740,822,629,518,426,4
1/5/2021,826,892,684,582,491,8
1/6/2021,908,939,739,634,556,10
1/7/2021,1024,1023,827,701,655,11
1/8/2021,1145,1129,925,766,694,15
1/9/2021,1159,1136,935,783,702,15
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,2,2,,2,1,
12/16/2020,26,40,32,23,14,
12/17/2020,55,73,63,47,19,
12/18/2020,102,130,108,79,37,
12/19/2020,112,143,116,92,38,
12/2/2020,,1,,1,,
12/20/2020,113,144,116,92,40,
12/21/2020,115,145,118,93,41,
12/22/2020,122,165,130,104,46,1
12/23/2020,179,271,206,142,68,2
12/24/2020,260,372,276,198,81,2
12/25/2020,286,400,296,218,86,2
12/26/2020,304,424,310,228,88,2
12/27/2020,331,447,324,240,91,2
12/28/2020,386,506,368,269,103,3
12/29/2020,450,581,414,318,198,3
12/3/2020,,1,,1,,
12/30/2020,550,669,487,381,299,3
12/31/2020,603,711,536,416,349,3
12/4/2020,,1,,1,,
12/5/2020,,1,,1,,
12/6/2020,,1,,1,,
12/7/2020,,1,,1,,
12/8/2020,,1,,1,,
12/9/2020,,1,,1,,
2/1/2021,3122,2772,2603,2640,6004,58
2/10/2021,5004,3635,3565,3937,9969,230
2/11/2021,5149,3753,3692,4114,10603,239
2/12/2021,5571,4056,3986,4499,11332,299
2/13/2021,5979,4275,4165,4696,11841,341
2/14/2021,5989,4278,4169,4700,11869,341
2/15/2021,6124,4407,4282,4818,12195,350
2/16/2021,6293,4559,4436,5007,12606,361
2/17/2021,6887,4905,4713,5275,12950,674
