date,Navajo_cume,Navajo
2020-12-02 00:00:00,1,
2020-12-15 00:00:00,2,1
2020-12-16 00:00:00,6,4
2020-12-17 00:00:00,19,13
2020-12-18 00:00:00,43,24
2020-12-21 00:00:00,48,5
2020-12-22 00:00:00,139,91
2020-12-23 00:00:00,312,173
2020-12-24 00:00:00,416,104
2020-12-28 00:00:00,778,362
2020-12-29 00:00:00,1077,299
2020-12-30 00:00:00,1358,281
2020-12-31 00:00:00,1644,286
2021-01-01 00:00:00,1730,86
2021-01-02 00:00:00,1731,1
2021-01-03 00:00:00,1732,1
2021-01-04 00:00:00,1958,226
2021-01-05 00:00:00,2273,315
2021-01-06 00:00:00,2636,363
2021-01-07 00:00:00,3269,633
2021-01-08 00:00:00,3609,340
2021-01-09 00:00:00,3610,1
2021-01-11 00:00:00,4034,424
2021-01-12 00:00:00,4485,451
2021-01-13 00:00:00,4779,294
2021-01-14 00:00:00,5167,388
2021-01-15 00:00:00,5482,315
2021-01-16 00:00:00,5485,3
2021-01-18 00:00:00,5669,184
2021-01-19 00:00:00,6107,438
2021-01-20 00:00:00,6607,500
2021-01-21 00:00:00,7266,659
2021-01-22 00:00:00,7675,409
2021-01-23 00:00:00,7922,247
2021-01-24 00:00:00,7944,22
2021-01-25 00:00:00,8414,470
2021-01-26 00:00:00,8856,442
2021-01-27 00:00:00,9478,622
2021-01-28 00:00:00,10466,988
2021-01-29 00:00:00,11027,561
2021-01-30 00:00:00,11170,143
2021-01-31 00:00:00,11172,2
2021-02-01 00:00:00,11754,582
2021-02-02 00:00:00,12375,621
2021-02-03 00:00:00,13383,1008
2021-02-04 00:00:00,14163,780
2021-02-05 00:00:00,14584,421
2021-02-06 00:00:00,14761,177
2021-02-07 00:00:00,14762,1
2021-02-08 00:00:00,15421,659
2021-02-09 00:00:00,16276,855
2021-02-10 00:00:00,16959,683
2021-02-11 00:00:00,17905,946
2021-02-12 00:00:00,18707,802
2021-02-13 00:00:00,18836,129
2021-02-14 00:00:00,18889,53
2021-02-15 00:00:00,19083,194
2021-02-16 00:00:00,19944,861
2021-02-17 00:00:00,20867,923
2021-02-18 00:00:00,21554,687
2021-02-19 00:00:00,21932,378
2021-02-20 00:00:00,21985,53
2021-02-21 00:00:00,22011,26
2021-02-22 00:00:00,22323,312
