date,20-34_Greenlee,35-44_Greenlee,45-54_Greenlee,55-64_Greenlee,65+_Greenlee,<20_Greenlee
1/1/2021,16,17,27,20,36,
1/10/2021,23,22,39,33,88,1
1/11/2021,23,22,39,33,88,1
1/12/2021,26,28,44,39,105,1
1/13/2021,29,34,45,42,133,1
1/14/2021,37,41,60,65,143,1
1/15/2021,40,42,64,67,148,1
1/16/2021,40,42,64,67,149,1
1/17/2021,40,42,64,67,149,1
1/18/2021,43,43,65,71,156,1
1/19/2021,47,44,67,71,173,1
1/2/2021,16,17,27,20,36,
1/20/2021,48,47,70,73,190,1
1/21/2021,65,67,100,103,327,1
1/22/2021,78,90,121,132,416,1
1/23/2021,126,144,158,201,559,1
1/24/2021,128,145,160,203,559,1
1/25/2021,137,157,171,210,563,1
1/26/2021,138,157,171,210,564,1
1/27/2021,155,169,181,226,577,1
1/28/2021,205,209,226,281,613,5
1/29/2021,230,236,247,303,630,5
1/3/2021,16,17,27,20,36,
1/30/2021,230,237,247,303,631,5
1/31/2021,230,237,247,303,631,5
1/4/2021,16,17,27,20,36,1
1/5/2021,19,17,29,21,51,1
1/6/2021,20,18,31,25,58,1
1/7/2021,22,21,36,31,80,1
1/8/2021,23,22,39,33,88,1
1/9/2021,23,22,39,33,88,1
10/1/2021,753,675,622,685,983,286
10/2/2021,753,675,622,685,984,286
10/3/2021,753,675,622,685,984,286
10/4/2021,755,676,622,685,984,288
10/5/2021,755,676,622,685,984,288
10/6/2021,757,677,622,685,984,288
10/7/2021,757,678,622,687,984,288
12/18/2020,,,2,,,
12/19/2020,,,2,,,
12/20/2020,,,2,,,
12/21/2020,4,4,6,1,,
12/22/2020,7,6,16,10,2,
12/23/2020,9,8,16,11,4,
12/24/2020,9,9,16,12,6,
12/25/2020,9,9,16,12,6,
12/26/2020,9,10,16,12,6,
12/27/2020,9,10,16,12,6,
12/28/2020,9,12,16,12,6,
12/29/2020,10,13,20,12,8,
12/30/2020,12,13,20,12,27,
12/31/2020,15,17,27,20,35,
2/1/2021,231,237,252,303,634,5
2/10/2021,299,291,317,391,727,14
2/11/2021,311,310,326,402,743,16
2/12/2021,336,332,350,432,782,21
2/13/2021,336,332,351,432,786,21
2/14/2021,336,332,351,432,786,21
2/15/2021,337,334,353,435,786,21
2/16/2021,344,340,364,439,789,22
2/17/2021,345,340,366,441,797,23
2/18/2021,347,344,374,445,802,23
2/19/2021,347,344,374,445,803,23
2/2/2021,237,242,260,311,656,5
2/20/2021,348,344,374,445,803,23
2/21/2021,348,344,374,445,803,23
2/22/2021,349,346,374,447,803,23
2/23/2021,349,348,375,447,805,23
2/24/2021,351,349,378,450,807,23
2/25/2021,352,350,382,455,807,23
2/26/2021,361,366,391,472,815,23
2/27/2021,361,366,391,472,815,23
2/28/2021,361,366,391,472,816,23
2/3/2021,237,242,262,319,675,5
2/4/2021,244,248,265,330,683,5
2/5/2021,267,262,292,368,711,7
2/6/2021,268,262,292,368,712,7
2/7/2021,268,262,292,368,712,7
2/8/2021,272,265,296,371,714,7
2/9/2021,273,273,301,381,717,8
3/1/2021,366,368,392,479,819,23
3/10/2021,410,406,421,514,843,32
3/11/2021,415,410,422,519,843,32
3/12/2021,418,420,428,524,849,34
3/13/2021,418,420,428,524,850,34
3/14/2021,418,420,428,524,850,34
3/15/2021,419,422,432,532,866,35
3/16/2021,423,425,432,532,869,35
3/17/2021,429,434,441,540,878,36
3/18/2021,429,435,442,546,881,36
3/19/2021,439,438,447,551,885,38
3/2/2021,376,376,397,483,827,26
3/20/2021,439,438,447,551,886,38
3/21/2021,439,438,447,551,886,38
3/22/2021,440,439,447,551,886,38
3/23/2021,443,441,448,553,886,39
3/24/2021,444,441,449,554,887,39
3/25/2021,450,450,452,560,894,39
3/26/2021,451,450,455,560,894,39
3/27/2021,452,451,456,560,894,40
3/28/2021,454,451,456,562,894,40
3/29/2021,455,452,460,562,894,40
3/3/2021,382,387,403,488,835,26
3/30/2021,457,453,463,565,898,40
3/31/2021,460,454,464,565,898,40
3/4/2021,389,393,406,492,837,26
3/5/2021,395,395,411,498,837,26
3/6/2021,395,395,411,498,837,26
3/7/2021,396,395,411,498,837,26
3/8/2021,399,397,412,501,838,29
3/9/2021,408,405,420,513,842,30
4/1/2021,465,465,473,569,904,44
4/10/2021,484,479,485,584,914,45
4/11/2021,485,479,485,584,914,45
4/12/2021,488,480,490,586,914,46
4/13/2021,488,481,491,587,916,46
4/14/2021,488,485,492,589,916,46
4/15/2021,492,487,497,591,919,46
4/16/2021,496,490,500,591,919,46
4/17/2021,496,490,500,591,919,46
4/18/2021,496,490,500,591,919,46
4/19/2021,496,491,500,591,919,47
4/2/2021,467,470,476,571,904,44
4/20/2021,498,494,501,591,921,47
4/21/2021,499,496,502,591,923,47
4/22/2021,505,504,505,592,926,48
4/23/2021,505,505,505,594,926,48
4/24/2021,505,506,505,595,926,48
4/25/2021,505,506,505,595,926,48
4/26/2021,505,507,505,595,926,48
4/27/2021,507,512,510,598,927,50
4/28/2021,510,512,510,598,927,50
4/29/2021,514,513,510,598,927,50
4/3/2021,467,470,476,571,904,44
4/30/2021,515,515,510,601,929,50
4/4/2021,467,470,476,571,904,44
4/5/2021,468,471,477,572,906,44
4/6/2021,470,471,478,572,906,45
4/7/2021,473,473,479,574,906,45
4/8/2021,478,478,483,581,912,45
4/9/2021,482,479,485,584,914,45
5/1/2021,515,515,510,601,929,51
5/10/2021,521,519,514,605,933,53
5/11/2021,521,519,514,605,933,53
5/12/2021,522,519,514,605,933,55
5/13/2021,526,520,514,605,933,56
5/14/2021,526,520,514,605,933,57
5/15/2021,526,520,514,605,933,57
5/16/2021,527,520,514,605,933,59
5/17/2021,527,520,514,605,933,60
5/18/2021,530,521,515,608,933,60
5/19/2021,530,521,515,608,934,60
5/2/2021,515,515,510,601,929,51
5/20/2021,531,522,516,608,934,61
5/21/2021,535,524,518,610,935,63
5/22/2021,535,524,519,610,935,73
5/23/2021,535,524,519,611,935,73
5/24/2021,535,524,519,611,935,73
5/25/2021,538,527,522,613,935,73
5/26/2021,538,527,522,613,935,73
5/27/2021,540,529,522,613,936,76
5/28/2021,542,530,522,613,937,77
5/29/2021,542,532,522,613,937,77
5/3/2021,515,515,510,601,929,51
5/30/2021,542,532,522,613,937,77
5/31/2021,542,532,522,613,937,77
5/4/2021,517,518,512,602,931,51
5/5/2021,517,519,512,602,931,52
5/6/2021,520,519,512,604,931,52
5/7/2021,520,519,513,605,931,52
5/8/2021,520,519,513,605,933,52
5/9/2021,520,519,513,605,933,52
6/1/2021,546,533,522,614,937,78
6/10/2021,552,540,524,616,938,82
6/11/2021,552,540,524,616,938,84
6/12/2021,552,540,524,616,939,84
6/13/2021,552,540,524,616,939,84
6/14/2021,552,540,524,616,939,84
6/15/2021,556,540,524,616,939,85
6/16/2021,556,540,525,616,939,85
6/17/2021,556,541,526,617,940,86
6/18/2021,558,541,526,618,940,86
6/19/2021,558,541,526,618,940,86
6/2/2021,546,533,522,614,937,78
6/20/2021,558,541,526,618,940,86
6/21/2021,559,541,526,618,940,86
6/22/2021,560,541,526,618,940,86
6/23/2021,560,541,526,618,940,86
6/24/2021,560,541,526,620,940,86
6/25/2021,561,542,526,620,943,87
6/26/2021,561,542,526,620,943,87
6/27/2021,561,542,526,620,943,87
6/28/2021,561,542,526,620,943,87
6/29/2021,564,542,526,620,943,90
6/3/2021,547,535,522,616,938,79
6/30/2021,565,542,526,620,943,90
6/4/2021,548,536,523,616,938,80
6/5/2021,548,536,524,616,938,80
6/6/2021,548,536,524,616,938,80
6/7/2021,549,537,524,616,938,81
6/8/2021,550,538,524,616,938,82
6/9/2021,551,538,524,616,938,82
7/1/2021,565,543,529,621,944,90
7/10/2021,570,546,529,622,945,95
7/11/2021,570,546,530,622,945,96
7/12/2021,572,547,531,624,945,97
7/13/2021,572,548,531,624,945,97
7/14/2021,572,548,532,624,946,97
7/15/2021,572,550,532,626,946,100
7/16/2021,573,550,532,626,946,100
7/17/2021,573,550,532,626,946,100
7/18/2021,573,550,532,626,946,100
