date,20-34_La Paz,35-44_La Paz,45-54_La Paz,55-64_La Paz,65+_La Paz,<20_La Paz
1/1/2021,10,5,22,14,16,
1/1/2022,745,548,704,1373,4931,747
1/10/2021,26,19,43,36,34,
1/10/2022,759,552,713,1393,4973,758
1/11/2021,26,19,43,37,37,
1/11/2022,760,553,713,1396,4973,759
1/12/2021,26,19,45,38,41,
1/12/2022,761,554,714,1400,4982,761
1/13/2021,54,47,81,82,63,
1/13/2022,762,554,714,1400,4984,767
1/14/2021,55,48,81,82,68,1
1/14/2022,763,555,715,1402,4987,768
1/15/2021,57,48,81,82,71,1
1/15/2022,763,556,715,1402,4987,769
1/16/2021,57,49,81,82,71,1
1/16/2022,763,556,715,1403,4987,769
1/17/2021,57,49,81,82,71,1
1/17/2022,765,556,716,1404,4987,769
1/18/2021,58,49,81,85,77,1
1/18/2022,766,557,716,1405,4988,770
1/19/2021,58,49,81,85,81,1
1/19/2022,767,557,717,1409,4999,772
1/2/2021,10,5,22,14,16,
1/2/2022,745,548,704,1373,4932,749
1/20/2021,65,53,88,107,97,1
1/20/2022,768,557,717,1414,4999,772
1/21/2021,65,53,89,110,102,1
1/21/2022,770,559,717,1415,5005,778
1/22/2021,65,55,89,110,102,1
1/22/2022,770,559,717,1415,5007,778
1/23/2021,66,56,89,110,103,1
1/23/2022,770,559,717,1415,5009,778
1/24/2021,66,56,89,110,103,1
1/24/2022,772,559,717,1415,5010,778
1/25/2021,67,57,89,112,124,1
1/25/2022,773,560,717,1415,5010,779
1/26/2021,69,57,89,113,143,1
1/26/2022,773,562,718,1416,5010,790
1/27/2021,70,57,92,115,499,1
1/27/2022,774,562,718,1416,5011,792
1/28/2021,73,60,94,121,883,1
1/28/2022,774,568,718,1416,5011,794
1/29/2021,74,60,95,122,902,1
1/29/2022,774,568,718,1416,5011,794
1/3/2021,10,5,22,14,16,
1/3/2022,747,549,705,1375,4938,749
1/30/2021,74,61,95,122,903,1
1/30/2022,774,568,719,1416,5011,794
1/31/2021,74,61,95,122,910,1
1/31/2022,774,569,720,1416,5012,794
1/4/2021,10,7,22,15,16,
1/4/2022,747,549,705,1376,4942,751
1/5/2021,10,7,22,15,18,
1/5/2022,751,549,705,1378,4946,754
1/6/2021,16,11,30,25,21,
1/6/2022,753,549,708,1388,4959,754
1/7/2021,26,19,43,36,33,
1/7/2022,754,550,710,1390,4969,754
