date,Pima_cume,Pima
1/1/2021,13,
1/10/2021,15,2
1/11/2021,19,4
1/12/2021,20,1
1/13/2021,21,1
1/14/2021,24,3
1/15/2021,25,1
1/16/2021,28,3
1/17/2021,29,1
1/18/2021,30,1
1/19/2021,34,4
1/2/2021,52,18
1/20/2021,56,4
1/21/2021,1290,1234
1/22/2021,2697,1407
1/23/2021,3436,739
1/24/2021,3440,4
1/25/2021,4964,1524
1/26/2021,6471,1507
1/27/2021,8323,1852
1/28/2021,9363,1040
1/29/2021,9365,2
1/3/2021,10155,790
1/30/2021,10322,167
1/31/2021,12178,1856
1/4/2021,14263,2085
1/5/2021,16527,2264
1/6/2021,18185,1658
1/7/2021,18412,227
1/8/2021,19028,616
1/9/2021,19464,436
12/1/2020,21285,1821
12/10/2020,23028,1743
12/11/2020,25191,2163
12/12/2020,27441,2250
12/13/2020,30097,2656
12/14/2020,31617,1520
12/15/2020,32021,404
12/16/2020,34804,2783
12/17/2020,37540,2736
12/18/2020,40024,2484
12/19/2020,42451,2427
12/2/2020,46516,4065
12/20/2020,47921,1405
12/21/2020,48425,504
12/22/2020,52386,3961
12/23/2020,56481,4095
12/24/2020,61199,4718
12/25/2020,66534,5335
12/26/2020,73094,6560
12/27/2020,75651,2557
12/28/2020,76653,1002
12/29/2020,83981,7328
12/3/2020,90982,7001
12/30/2020,98537,7555
12/31/2020,105480,6943
12/4/2020,112760,7280
12/5/2020,116577,3817
12/9/2020,118091,1514
2/1/2021,123613,5522
2/10/2021,129925,6312
2/11/2021,136901,6976
2/12/2021,144146,7245
2/13/2021,152933,8787
2/14/2021,157293,4360
2/15/2021,158382,1089
2/16/2021,165241,6859
2/17/2021,171431,6190
2/18/2021,178925,7494
2/19/2021,186657,7732
2/2/2021,195432,8775
2/20/2021,199720,4288
2/21/2021,200642,922
2/22/2021,206754,6112
2/23/2021,213628,6874
2/24/2021,221168,7540
2/25/2021,228387,7219
2/26/2021,232693,4306
2/27/2021,234781,2088
2/28/2021,235442,661
2/3/2021,239242,3800
2/4/2021,243775,4533
2/5/2021,250162,6387
2/6/2021,258376,8214
2/7/2021,268536,10160
2/8/2021,272911,4375
2/9/2021,275037,2126
3/1/2021,282107,7070
3/10/2021,288754,6647
3/11/2021,296887,8133
3/12/2021,303177,6290
3/13/2021,311057,7880
