date,Apache_cume,Apache
1/1/2021,1,
1/11/2021,2,1
1/12/2021,4,2
1/13/2021,6,2
1/14/2021,8,2
1/15/2021,139,131
1/16/2021,140,1
1/18/2021,142,2
1/19/2021,213,71
1/20/2021,564,351
1/21/2021,733,169
1/22/2021,798,65
1/23/2021,799,1
1/25/2021,808,9
1/26/2021,866,58
1/27/2021,992,126
1/28/2021,1219,227
1/29/2021,1270,51
1/30/2021,1280,10
1/31/2021,1369,89
1/4/2021,1564,195
1/5/2021,1720,156
1/6/2021,2083,363
1/7/2021,2164,81
1/8/2021,2185,21
1/9/2021,2255,70
12/16/2020,2445,190
12/17/2020,2676,231
12/21/2020,3030,354
12/22/2020,3375,345
12/23/2020,3405,30
12/24/2020,3724,319
12/26/2020,4043,319
12/28/2020,4350,307
12/29/2020,4806,456
12/30/2020,4930,124
12/31/2020,4931,1
12/8/2020,4937,6
2/1/2021,5138,201
2/10/2021,5323,185
2/11/2021,5705,382
2/12/2021,6317,612
2/13/2021,6641,324
2/15/2021,6683,42
2/16/2021,6684,1
2/17/2021,6892,208
2/18/2021,7139,247
2/19/2021,7883,744
2/2/2021,8708,825
2/20/2021,8992,284
2/21/2021,9060,68
2/22/2021,9151,91
2/23/2021,9464,313
2/24/2021,9879,415
2/25/2021,10365,486
2/26/2021,10711,346
2/27/2021,10755,44
2/28/2021,10764,9
2/3/2021,11104,340
2/4/2021,11382,278
2/5/2021,11621,239
2/6/2021,12308,687
2/7/2021,12522,214
2/8/2021,12547,25
2/9/2021,12559,12
3/1/2021,12973,414
3/10/2021,13191,218
3/11/2021,13763,572
3/12/2021,14145,382
3/13/2021,14528,383
3/14/2021,14551,23
3/15/2021,14561,10
3/16/2021,14835,274
3/17/2021,15138,303
3/18/2021,15921,783
3/19/2021,16378,457
3/2/2021,16638,260
3/20/2021,16702,64
3/21/2021,16718,16
3/22/2021,16940,222
3/23/2021,17353,413
3/24/2021,17608,255
3/25/2021,17846,238
3/26/2021,17999,153
3/27/2021,18025,26
3/28/2021,18056,31
3/29/2021,18311,255
3/3/2021,18515,204
3/30/2021,18924,409
3/31/2021,19149,225
3/4/2021,19278,129
3/5/2021,19292,14
3/6/2021,19326,34
3/7/2021,19524,198
3/8/2021,19712,188
3/9/2021,19910,198
4/1/2021,20096,186
4/10/2021,20261,165
4/11/2021,20321,60
4/12/2021,20332,11
4/13/2021,20513,181
4/14/2021,20714,201
4/15/2021,20893,179
4/16/2021,21056,163
4/17/2021,21178,122
4/18/2021,21393,215
4/19/2021,21418,25
4/2/2021,21580,162
4/20/2021,21721,141
4/21/2021,21851,130
4/22/2021,21977,126
4/23/2021,22089,112
4/24/2021,22102,13
4/25/2021,22124,22
4/26/2021,22239,115
4/27/2021,22340,101
4/28/2021,22424,84
4/29/2021,22523,99
4/3/2021,22593,70
4/30/2021,22631,38
4/4/2021,22644,13
4/5/2021,22709,65
4/6/2021,22816,107
4/7/2021,22917,101
4/8/2021,23021,104
4/9/2021,23078,57
5/1/2021,23120,42
5/10/2021,23130,10
5/11/2021,23190,60
5/12/2021,23292,102
5/13/2021,23350,58
5/14/2021,23399,49
5/15/2021,23465,66
5/16/2021,23505,40
5/17/2021,23514,9
5/18/2021,23568,54
5/19/2021,23659,91
5/2/2021,23736,77
5/20/2021,23881,145
5/21/2021,24072,191
5/22/2021,24490,418
5/23/2021,24501,11
5/24/2021,24751,250
5/25/2021,24988,237
5/26/2021,25163,175
5/27/2021,25297,134
5/28/2021,25370,73
5/29/2021,25430,60
5/3/2021,25435,5
5/30/2021,25539,104
5/4/2021,25671,132
5/5/2021,25783,112
5/6/2021,25871,88
5/7/2021,25941,70
5/8/2021,25970,29
5/9/2021,25984,14
6/1/2021,26064,80
6/10/2021,26158,94
6/11/2021,26248,90
6/12/2021,26440,192
6/13/2021,26784,344
6/14/2021,26794,10
6/15/2021,27056,262
6/16/2021,27353,297
6/17/2021,27572,219
6/18/2021,27663,91
6/19/2021,27764,101
6/2/2021,27797,33
6/20/2021,27801,4
6/21/2021,27919,118
6/22/2021,28041,122
6/23/2021,28161,120
6/24/2021,28242,81
6/25/2021,28300,58
6/26/2021,28342,42
6/27/2021,28352,10
6/28/2021,28437,85
6/29/2021,28533,96
6/3/2021,28626,93
6/30/2021,28692,66
6/4/2021,28760,68
6/5/2021,28802,42
6/6/2021,28813,11
6/7/2021,28900,87
6/8/2021,28998,98
6/9/2021,29100,102
7/1/2021,29163,63
7/10/2021,29238,75
7/11/2021,29262,24
7/12/2021,29282,20
7/13/2021,29377,95
7/14/2021,29446,69
7/15/2021,29516,70
7/16/2021,29569,53
7/17/2021,29582,13
7/18/2021,29593,11
7/19/2021,29677,84
7/2/2021,29755,78
7/20/2021,29842,87
7/21/2021,29899,57
7/22/2021,29990,91
7/23/2021,30011,21
7/24/2021,30020,9
7/25/2021,30072,52
7/26/2021,30142,70
7/27/2021,30215,73
7/28/2021,30284,69
7/29/2021,30398,114
7/3/2021,30424,26
7/30/2021,30440,16
7/31/2021,30524,84
7/5/2021,30630,106
7/6/2021,30744,114
7/7/2021,30840,96
7/8/2021,30927,87
7/9/2021,30960,33
8/1/2021,30980,20
8/10/2021,31095,115
8/11/2021,31235,140
8/12/2021,31339,104
8/13/2021,31408,69
8/14/2021,31509,101
8/15/2021,31527,18
8/16/2021,31544,17
8/17/2021,31676,132
8/18/2021,31773,97
8/19/2021,31886,113
8/2/2021,31961,75
8/20/2021,32083,122
8/21/2021,32111,28
8/22/2021,32137,26
8/23/2021,32251,114
8/3/2021,32363,112
8/4/2021,32476,113
8/5/2021,32578,102
8/6/2021,32698,120
8/7/2021,32717,19
8/8/2021,32731,14
8/9/2021,32755,24
