date,Greenlee_cume,Greenlee
2020-12-21 00:00:00,20,
2020-12-22 00:00:00,50,30
2020-12-23 00:00:00,60,10
2020-12-24 00:00:00,70,10
2020-12-29 00:00:00,80,10
2020-12-30 00:00:00,100,20
2020-12-31 00:00:00,133,33
2021-01-05 00:00:00,155,22
2021-01-06 00:00:00,175,20
2021-01-07 00:00:00,215,40
2021-01-08 00:00:00,236,21
2021-01-09 00:00:00,237,1
2021-01-12 00:00:00,279,42
2021-01-13 00:00:00,333,54
2021-01-14 00:00:00,415,82
2021-01-18 00:00:00,446,31
2021-01-19 00:00:00,488,42
2021-01-20 00:00:00,521,33
2021-01-21 00:00:00,815,294
2021-01-22 00:00:00,1031,216
2021-01-23 00:00:00,1456,425
2021-01-24 00:00:00,1467,11
2021-01-25 00:00:00,1522,55
2021-01-27 00:00:00,1625,103
2021-01-28 00:00:00,1989,364
2021-01-29 00:00:00,2145,156
2021-02-01 00:00:00,2171,26
2021-02-02 00:00:00,2249,78
2021-02-03 00:00:00,2283,34
2021-02-04 00:00:00,2368,85
2021-02-05 00:00:00,2562,194
2021-02-08 00:00:00,2584,22
2021-02-09 00:00:00,2638,54
2021-02-10 00:00:00,2796,158
2021-02-11 00:00:00,3049,253
2021-02-12 00:00:00,3400,351
2021-02-15 00:00:00,3453,53
2021-02-16 00:00:00,3559,106
2021-02-17 00:00:00,3731,172
2021-02-18 00:00:00,4057,326
2021-02-22 00:00:00,4128,71
2021-02-23 00:00:00,4479,351
2021-02-24 00:00:00,4699,220
2021-02-25 00:00:00,4884,185
2021-02-26 00:00:00,5078,194
2021-02-28 00:00:00,5094,16
2021-03-01 00:00:00,5117,23
2021-03-02 00:00:00,5295,178
2021-03-03 00:00:00,5404,109
2021-03-04 00:00:00,5471,67
2021-03-05 00:00:00,5661,190
2021-03-08 00:00:00,5716,55
2021-03-09 00:00:00,5821,105
2021-03-10 00:00:00,5961,140
2021-03-11 00:00:00,6103,142
2021-03-12 00:00:00,6336,233
2021-03-15 00:00:00,6497,161
2021-03-16 00:00:00,6528,31
2021-03-17 00:00:00,6602,74
2021-03-18 00:00:00,6637,35
2021-03-19 00:00:00,6699,62
2021-03-22 00:00:00,6709,10
2021-03-23 00:00:00,6727,18
2021-03-24 00:00:00,6754,27
2021-03-25 00:00:00,6802,48
2021-03-26 00:00:00,6864,62
2021-03-28 00:00:00,6875,11
2021-03-29 00:00:00,7067,192
2021-03-30 00:00:00,7142,75
2021-03-31 00:00:00,7147,5
2021-04-01 00:00:00,7236,89
2021-04-02 00:00:00,7286,50
2021-04-05 00:00:00,7380,94
2021-04-06 00:00:00,7414,34
2021-04-07 00:00:00,7428,14
2021-04-08 00:00:00,7491,63
2021-04-09 00:00:00,7538,47
2021-04-12 00:00:00,7606,68
2021-04-13 00:00:00,7617,11
2021-04-14 00:00:00,7639,22
2021-04-15 00:00:00,7712,73
2021-04-16 00:00:00,7749,37
2021-04-20 00:00:00,7770,21
2021-04-22 00:00:00,7809,39
