date,Cochise_cume,Cochise
2020-12-16 00:00:00,1,
2020-12-17 00:00:00,58,57
2020-12-18 00:00:00,196,138
2020-12-19 00:00:00,270,74
2020-12-20 00:00:00,306,36
2020-12-21 00:00:00,645,339
2020-12-22 00:00:00,1097,452
2020-12-23 00:00:00,1543,446
2020-12-24 00:00:00,1671,128
2020-12-25 00:00:00,1672,1
2020-12-26 00:00:00,1694,22
2020-12-28 00:00:00,1799,105
2020-12-29 00:00:00,1876,77
2020-12-30 00:00:00,2093,217
2020-12-31 00:00:00,2309,216
2021-01-01 00:00:00,2315,6
2021-01-02 00:00:00,2316,1
2021-01-03 00:00:00,2319,3
2021-01-04 00:00:00,2375,56
2021-01-05 00:00:00,2460,85
2021-01-06 00:00:00,2568,108
2021-01-07 00:00:00,2632,64
2021-01-08 00:00:00,2795,163
2021-01-09 00:00:00,3169,374
2021-01-10 00:00:00,3171,2
2021-01-11 00:00:00,3535,364
2021-01-12 00:00:00,3787,252
2021-01-13 00:00:00,4217,430
2021-01-14 00:00:00,4546,329
2021-01-15 00:00:00,5015,469
2021-01-16 00:00:00,5413,398
2021-01-17 00:00:00,5429,16
2021-01-18 00:00:00,5672,243
2021-01-19 00:00:00,6109,437
2021-01-20 00:00:00,6815,706
2021-01-21 00:00:00,7470,655
2021-01-22 00:00:00,7805,335
2021-01-23 00:00:00,8372,567
2021-01-24 00:00:00,8484,112
2021-01-25 00:00:00,8925,441
2021-01-26 00:00:00,9406,481
2021-01-27 00:00:00,10190,784
2021-01-28 00:00:00,11209,1019
2021-01-29 00:00:00,11900,691
2021-01-30 00:00:00,11921,21
2021-01-31 00:00:00,11935,14
2021-02-01 00:00:00,12205,270
2021-02-02 00:00:00,12423,218
2021-02-03 00:00:00,12982,559
2021-02-04 00:00:00,13387,405
2021-02-05 00:00:00,13864,477
2021-02-06 00:00:00,14029,165
2021-02-07 00:00:00,14040,11
2021-02-08 00:00:00,14568,528
2021-02-09 00:00:00,15399,831
2021-02-10 00:00:00,16778,1379
2021-02-11 00:00:00,18737,1959
2021-02-12 00:00:00,20132,1395
2021-02-13 00:00:00,20475,343
2021-02-14 00:00:00,20487,12
2021-02-15 00:00:00,20896,409
2021-02-16 00:00:00,21584,688
2021-02-17 00:00:00,22107,523
2021-02-18 00:00:00,22797,690
2021-02-19 00:00:00,23172,375
2021-02-20 00:00:00,23522,350
2021-02-21 00:00:00,23637,115
2021-02-22 00:00:00,23906,269
2021-02-23 00:00:00,24143,237
2021-02-24 00:00:00,25056,913
2021-02-25 00:00:00,27138,2082
2021-02-26 00:00:00,28608,1470
2021-02-27 00:00:00,29498,890
2021-02-28 00:00:00,29527,29
2021-03-01 00:00:00,30047,520
2021-03-02 00:00:00,30569,522
2021-03-03 00:00:00,31765,1196
2021-03-04 00:00:00,33405,1640
2021-03-05 00:00:00,34473,1068
2021-03-06 00:00:00,35491,1018
2021-03-07 00:00:00,35541,50
2021-03-08 00:00:00,36092,551
2021-03-09 00:00:00,37054,962
2021-03-10 00:00:00,38656,1602
2021-03-11 00:00:00,40726,2070
2021-03-12 00:00:00,42285,1559
2021-03-13 00:00:00,43100,815
2021-03-14 00:00:00,43130,30
2021-03-15 00:00:00,44065,935
2021-03-16 00:00:00,44992,927
2021-03-17 00:00:00,45961,969
2021-03-18 00:00:00,47310,1349
2021-03-19 00:00:00,48327,1017
2021-03-20 00:00:00,49238,911
2021-03-21 00:00:00,49271,33
2021-03-22 00:00:00,49829,558
2021-03-23 00:00:00,50198,369
2021-03-24 00:00:00,51196,998
2021-03-25 00:00:00,53597,2401
2021-03-26 00:00:00,55100,1503
2021-03-27 00:00:00,56134,1034
