date,Greenlee_cume,Greenlee
2020-12-18,2,
2020-12-21,16,14
2020-12-22,42,26
2020-12-23,49,7
2020-12-24,53,4
2020-12-26,54,1
2020-12-28,56,2
2020-12-29,64,8
2020-12-30,85,21
2020-12-31,115,30
2021-01-01,117,2
2021-01-04,118,1
2021-01-05,140,22
2021-01-06,155,15
2021-01-07,193,38
2021-01-08,209,16
2021-01-09,210,1
2021-01-12,249,39
2021-01-13,290,41
2021-01-14,353,63
2021-01-15,368,15
2021-01-16,369,1
2021-01-18,394,25
2021-01-19,431,37
2021-01-20,463,32
2021-01-21,711,248
2021-01-22,899,188
2021-01-23,1254,355
2021-01-24,1262,8
2021-01-25,1307,45
2021-01-26,1311,4
2021-01-27,1391,80
2021-01-28,1647,256
2021-01-29,1779,132
2021-01-30,1781,2
2021-02-01,1807,26
2021-02-02,1876,69
2021-02-03,1909,33
2021-02-04,1993,84
2021-02-05,2147,154
2021-02-06,2150,3
2021-02-08,2168,18
2021-02-09,2206,38
2021-02-10,2306,100
2021-02-11,2450,144
2021-02-12,2641,191
2021-02-13,2646,5
2021-02-15,2684,38
2021-02-16,2764,80
2021-02-17,2911,147
2021-02-18,3168,257
2021-02-19,3174,6
2021-02-20,3176,2
2021-02-22,3236,60
2021-02-23,3544,308
2021-02-24,3702,158
2021-02-25,3830,128
2021-02-26,3983,153
2021-02-28,3998,15
2021-03-01,4025,27
2021-03-02,4176,151
2021-03-03,4227,51
2021-03-04,4268,41
2021-03-05,4409,141
2021-03-06,4410,1
2021-03-07,4411,1
2021-03-08,4451,40
2021-03-09,4523,72
2021-03-10,4605,82
2021-03-11,4671,66
2021-03-12,4782,111
2021-03-13,4788,6
2021-03-15,4898,110
2021-03-16,4923,25
2021-03-17,4978,55
2021-03-18,5003,25
2021-03-19,5041,38
2021-03-20,5042,1
2021-03-22,5048,6
2021-03-23,5063,15
2021-03-24,5073,10
2021-03-25,5114,41
2021-03-26,5164,50
2021-03-27,5168,4
2021-03-28,5177,9
2021-03-29,5185,8
2021-03-30,5239,54
2021-03-31,5248,9
2021-04-01,5309,61
2021-04-02,5335,26
2021-04-03,5336,1
2021-04-05,5352,16
2021-04-06,5377,25
2021-04-07,5394,17
2021-04-08,5450,56
2021-04-09,5489,39
2021-04-10,5492,3
2021-04-11,5493,1
2021-04-12,5537,44
2021-04-13,5552,15
2021-04-14,5568,16
2021-04-15,5594,26
2021-04-16,5627,33
2021-04-17,5628,1
2021-04-19,5631,3
2021-04-20,5649,18
2021-04-21,5656,7
2021-04-22,5687,31
2021-04-23,5690,3
2021-04-24,5693,3
2021-04-26,5698,5
2021-04-27,5730,32
2021-04-28,5738,8
2021-04-29,5747,9
2021-04-30,5768,21
2021-05-01,5771,3
2021-05-03,5772,1
2021-05-04,5790,18
2021-05-05,5799,9
2021-05-06,5814,15
2021-05-07,5818,4
2021-05-08,5820,2
2021-05-10,5836,16
2021-05-11,5837,1
2021-05-12,5854,17
2021-05-13,5873,19
2021-05-14,5879,6
2021-05-16,5882,3
2021-05-17,5884,2
2021-05-18,5897,13
2021-05-19,5902,5
2021-05-20,5925,23
2021-05-21,5956,31
2021-05-22,5969,13
2021-05-23,5970,1
2021-05-24,5972,2
2021-05-25,5989,17
2021-05-26,5992,3
2021-05-27,6003,11
2021-05-28,6014,11
2021-05-29,6016,2
2021-06-01,6033,17
2021-06-02,6035,2
2021-06-03,6048,13
2021-06-04,6053,5
2021-06-05,6054,1
2021-06-07,6057,3
2021-06-08,6063,6
2021-06-09,6066,3
2021-06-10,6073,7
2021-06-11,6076,3
2021-06-12,6083,7
2021-06-14,6085,2
2021-06-15,6098,13
2021-06-16,6101,3
2021-06-17,6120,19
2021-06-18,6125,5
2021-06-19,6129,4
2021-06-20,6130,1
2021-06-21,6133,3
2021-06-22,6142,9
2021-06-24,6145,3
2021-06-25,6152,7
2021-06-26,6154,2
2021-06-28,6156,2
2021-06-29,6168,12
2021-06-30,6169,1
2021-07-01,6180,11
2021-07-02,6185,5
2021-07-06,6188,3
2021-07-07,6194,6
2021-07-08,6203,9
2021-07-09,6206,3
2021-07-11,6208,2
2021-07-12,6218,10
2021-07-13,6220,2
2021-07-14,6223,3
2021-07-15,6231,8
2021-07-16,6232,1
2021-07-19,6235,3
2021-07-20,6250,15
2021-07-21,6253,3
2021-07-22,6264,11
2021-07-23,6282,18
2021-07-24,6285,3
2021-07-25,6288,3
2021-07-26,6296,8
2021-07-27,6302,6
2021-07-28,6310,8
2021-07-29,6335,25
2021-07-30,6343,8
2021-07-31,6346,3
2021-08-01,6347,1
2021-08-02,6354,7
2021-08-03,6367,13
2021-08-04,6383,16
2021-08-05,6399,16
2021-08-06,6409,10
2021-08-07,6414,5
2021-08-08,6416,2
2021-08-09,6431,15
2021-08-10,6446,15
2021-08-11,6452,6
2021-08-12,6498,46
2021-08-13,6519,21
2021-08-14,6524,5
2021-08-15,6525,1
2021-08-16,6543,18
2021-08-17,6582,39
2021-08-18,6600,18
2021-08-19,6636,36
2021-08-20,6685,49
2021-08-21,6781,96
2021-08-22,6782,1
2021-08-23,6808,26
2021-08-24,6827,19
2021-08-25,6847,20
2021-08-26,6892,45
2021-08-27,6923,31
2021-08-28,6930,7
2021-08-30,6968,38
2021-08-31,6994,26
2021-09-01,7009,15
2021-09-02,7027,18
2021-09-03,7053,26
2021-09-04,7055,2
2021-09-07,7072,17
2021-09-08,7092,20
2021-09-09,7137,45
2021-09-10,7170,33
2021-09-11,7234,64
2021-09-12,7235,1
2021-09-13,7246,11
2021-09-14,7269,23
