date,hospitalizations
2020-10-04,3
2020-10-03,3
2020-10-02,16
2020-10-01,15
2020-09-30,19
2020-09-29,27
2020-09-28,34
2020-09-27,34
2020-09-26,28
2020-09-25,24
2020-09-24,34
2020-09-23,24
2020-09-22,26
2020-09-21,29
2020-09-20,29
2020-09-19,14
2020-09-18,20
2020-09-17,25
2020-09-16,21
2020-09-15,25
2020-09-14,26
2020-09-13,17
2020-09-12,18
2020-09-11,28
2020-09-10,24
2020-09-09,28
2020-09-08,29
2020-09-07,29
2020-09-06,34
2020-09-05,23
2020-09-04,28
2020-09-03,31
2020-09-02,35
2020-09-01,29
2020-08-31,33
2020-08-30,33
2020-08-29,38
2020-08-28,42
2020-08-27,47
2020-08-26,49
2020-08-25,31
2020-08-24,39
2020-08-23,37
2020-08-22,55
2020-08-21,63
2020-08-20,84
2020-08-19,78
2020-08-18,87
2020-08-17,84
2020-08-16,66
2020-08-15,62
2020-08-14,67
2020-08-13,86
2020-08-12,106
2020-08-11,112
2020-08-10,107
2020-08-09,71
2020-08-08,95
2020-08-07,108
2020-08-06,118
2020-08-05,137
2020-08-04,167
2020-08-03,185
2020-08-02,138
2020-08-01,92
2020-07-31,176
2020-07-30,202
2020-07-29,172
2020-07-28,232
2020-07-27,293
2020-07-26,163
2020-07-25,217
2020-07-24,264
2020-07-23,318
2020-07-22,294
2020-07-21,303
2020-07-20,357
2020-07-19,271
2020-07-18,304
2020-07-17,354
2020-07-16,421
2020-07-15,493
2020-07-14,552
2020-07-13,552
2020-07-12,345
2020-07-11,420
2020-07-10,379
2020-07-09,317
2020-07-08,279
2020-07-07,292
2020-07-06,326
2020-07-05,293
2020-07-04,276
2020-07-03,284
2020-07-02,296
2020-07-01,314
2020-06-30,323
2020-06-29,289
2020-06-28,229
2020-06-27,246
2020-06-26,265
2020-06-25,266
2020-06-24,243
2020-06-23,243
2020-06-22,254
2020-06-21,203
2020-06-20,179
2020-06-19,225
2020-06-18,185
2020-06-17,171
2020-06-16,174
2020-06-15,191
2020-06-14,135
2020-06-13,143
2020-06-12,135
2020-06-11,134
2020-06-10,120
2020-06-09,136
2020-06-08,138
2020-06-07,109
2020-06-06,102
2020-06-05,105
2020-06-04,94
2020-06-03,107
2020-06-02,109
2020-06-01,112
2020-05-31,68
2020-05-30,71
2020-05-29,74
2020-05-28,73
2020-05-27,79
2020-05-26,76
2020-05-25,74
2020-05-24,61
2020-05-23,65
2020-05-22,75
2020-05-21,65
2020-05-20,62
2020-05-19,51
2020-05-18,68
2020-05-17,46
2020-05-16,50
2020-05-15,54
2020-05-14,71
2020-05-13,53
2020-05-12,59
2020-05-11,52
2020-05-10,37
2020-05-09,43
2020-05-08,62
2020-05-07,48
2020-05-06,56
2020-05-05,60
2020-05-04,51
2020-05-03,57
2020-05-02,47
2020-05-01,53
2020-04-30,57
2020-04-29,63
2020-04-28,51
2020-04-27,62
2020-04-26,44
2020-04-25,47
2020-04-24,54
2020-04-23,46
2020-04-22,45
2020-04-21,31
2020-04-20,69
2020-04-19,47
2020-04-18,50
2020-04-17,31
2020-04-16,46
2020-04-15,43
2020-04-14,49
2020-04-13,51
2020-04-12,39
2020-04-11,42
2020-04-10,46
2020-04-09,45
2020-04-08,54
2020-04-07,36
2020-04-06,58
2020-04-05,47
2020-04-04,44
2020-04-03,52
2020-04-02,35
2020-04-01,48
2020-03-31,56
2020-03-30,50
2020-03-29,42
2020-03-28,45
2020-03-27,40
2020-03-26,39
2020-03-25,46
2020-03-24,30
2020-03-23,44
2020-03-22,17
2020-03-21,19
2020-03-20,21
2020-03-19,18
2020-03-18,12
2020-03-17,13
2020-03-16,6
2020-03-15,10
2020-03-14,4
2020-03-13,6
2020-03-12,5
2020-03-11,3
2020-03-09,3
2020-03-08,1
2020-03-06,1
2020-03-05,1
2020-03-04,1
2020-03-03,1
2020-02-28,1
2020-02-21,1
