date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,177,184,162,188,243,5
1/10/2021,272,304,300,313,524,7
1/11/2021,279,316,308,328,570,7
1/12/2021,288,323,322,357,635,10
1/13/2021,299,332,334,374,733,10
1/14/2021,315,363,361,422,856,11
1/15/2021,423,479,467,548,985,30
1/16/2021,426,479,468,548,1040,30
1/17/2021,427,479,468,548,1042,30
1/18/2021,440,483,482,560,1118,30
1/19/2021,447,497,490,580,1171,31
1/2/2021,178,184,162,189,244,5
1/20/2021,471,508,507,600,1251,31
1/21/2021,486,516,517,623,1383,32
1/22/2021,554,572,554,664,1447,36
1/23/2021,560,583,564,671,1655,36
1/24/2021,561,583,566,671,1655,36
1/25/2021,575,593,582,689,1700,37
1/26/2021,584,599,586,702,1770,37
1/27/2021,610,613,609,720,1879,39
1/28/2021,635,642,648,749,1963,39
1/29/2021,680,672,669,782,2184,48
1/3/2021,178,184,162,189,244,5
1/30/2021,715,698,690,789,2190,51
1/31/2021,715,698,690,790,2190,51
1/4/2021,197,217,197,208,279,6
1/5/2021,209,231,213,224,333,6
1/6/2021,227,256,229,247,369,7
1/7/2021,250,271,251,264,463,7
1/8/2021,272,304,300,313,523,7
1/9/2021,272,304,300,313,524,7
10/1/2021,3723,2813,2688,3179,5082,1706
10/10/2021,3757,2836,2700,3185,5092,1716
10/11/2021,3762,2838,2701,3185,5093,1718
10/12/2021,3764,2841,2705,3186,5095,1721
10/13/2021,3768,2841,2707,3187,5096,1723
10/14/2021,3776,2845,2710,3187,5096,1725
10/2/2021,3724,2814,2688,3180,5083,1706
10/3/2021,3725,2816,2688,3180,5083,1706
10/4/2021,3728,2822,2691,3181,5083,1708
10/5/2021,3733,2824,2691,3181,5085,1709
10/6/2021,3740,2826,2693,3182,5087,1709
10/7/2021,3749,2832,2696,3183,5089,1713
10/8/2021,3752,2834,2698,3183,5091,1714
10/9/2021,3755,2834,2699,3184,5091,1716
12/17/2020,23,18,10,19,9,1
12/18/2020,40,35,21,36,14,1
12/19/2020,40,35,21,36,14,1
12/20/2020,40,35,21,36,14,2
12/21/2020,55,45,30,45,18,2
12/22/2020,60,59,38,58,24,2
12/23/2020,91,90,73,82,34,2
12/24/2020,109,101,79,98,44,2
12/25/2020,109,101,79,98,44,2
12/26/2020,110,103,81,99,48,2
12/27/2020,111,103,82,99,48,2
12/28/2020,131,124,99,126,112,4
12/29/2020,152,149,123,141,180,4
12/30/2020,163,171,144,168,217,5
12/31/2020,177,182,161,188,241,5
2/1/2021,725,707,700,795,2242,52
2/10/2021,866,778,792,893,3021,69
2/11/2021,886,805,828,926,3090,71
2/12/2021,923,831,851,973,3159,77
2/13/2021,928,836,852,988,3302,77
2/14/2021,928,836,852,988,3302,77
