date,cases
2020-12-14 00:00:00,9063
2020-12-13 00:00:00,3955
2020-12-12 00:00:00,5048
2020-12-11 00:00:00,7385
2020-12-10 00:00:00,7307
2020-12-09 00:00:00,7747
2020-12-08 00:00:00,8215
2020-12-07 00:00:00,8071
2020-12-06 00:00:00,2969
2020-12-05 00:00:00,4187
2020-12-04 00:00:00,5851
2020-12-03 00:00:00,7590
2020-12-02 00:00:00,7777
2020-12-01 00:00:00,7602
2020-11-30 00:00:00,8049
2020-11-29 00:00:00,3867
2020-11-28 00:00:00,3748
2020-11-27 00:00:00,4045
2020-11-26 00:00:00,1659
2020-11-25 00:00:00,5211
2020-11-24 00:00:00,5822
2020-11-23 00:00:00,6065
2020-11-22 00:00:00,2586
2020-11-21 00:00:00,3257
2020-11-20 00:00:00,4550
2020-11-19 00:00:00,4888
2020-11-18 00:00:00,4879
2020-11-17 00:00:00,4598
2020-11-16 00:00:00,4436
2020-11-15 00:00:00,1886
2020-11-14 00:00:00,2330
2020-11-13 00:00:00,3185
2020-11-12 00:00:00,3474
2020-11-11 00:00:00,2621
2020-11-10 00:00:00,3155
2020-11-09 00:00:00,3084
2020-11-08 00:00:00,1514
2020-11-07 00:00:00,1804
2020-11-06 00:00:00,2594
2020-11-05 00:00:00,2740
2020-11-04 00:00:00,2647
2020-11-03 00:00:00,2349
2020-11-02 00:00:00,2455
2020-11-01 00:00:00,1072
2020-10-31 00:00:00,1179
2020-10-30 00:00:00,1591
2020-10-29 00:00:00,1947
2020-10-28 00:00:00,1682
2020-10-27 00:00:00,1508
2020-10-26 00:00:00,1645
2020-10-25 00:00:00,657
2020-10-24 00:00:00,1064
2020-10-23 00:00:00,1261
2020-10-22 00:00:00,1303
2020-10-21 00:00:00,1361
2020-10-20 00:00:00,1259
2020-10-19 00:00:00,1370
2020-10-18 00:00:00,657
2020-10-17 00:00:00,736
2020-10-16 00:00:00,1015
2020-10-15 00:00:00,917
2020-10-14 00:00:00,1020
2020-10-13 00:00:00,1018
2020-10-12 00:00:00,989
2020-10-11 00:00:00,493
2020-10-10 00:00:00,543
2020-10-09 00:00:00,807
2020-10-08 00:00:00,784
2020-10-07 00:00:00,804
2020-10-06 00:00:00,834
2020-10-05 00:00:00,807
2020-10-04 00:00:00,374
2020-10-03 00:00:00,442
2020-10-02 00:00:00,680
2020-10-01 00:00:00,611
2020-09-30 00:00:00,664
2020-09-29 00:00:00,639
2020-09-28 00:00:00,657
2020-09-27 00:00:00,268
2020-09-26 00:00:00,393
2020-09-25 00:00:00,565
2020-09-24 00:00:00,558
2020-09-23 00:00:00,648
2020-09-22 00:00:00,651
2020-09-21 00:00:00,689
2020-09-20 00:00:00,306
2020-09-19 00:00:00,343
2020-09-18 00:00:00,545
2020-09-17 00:00:00,665
2020-09-16 00:00:00,745
2020-09-15 00:00:00,770
2020-09-14 00:00:00,872
2020-09-13 00:00:00,235
2020-09-12 00:00:00,353
2020-09-11 00:00:00,533
2020-09-10 00:00:00,635
2020-09-09 00:00:00,604
2020-09-08 00:00:00,717
2020-09-07 00:00:00,148
2020-09-06 00:00:00,194
2020-09-05 00:00:00,203
2020-09-04 00:00:00,425
2020-09-03 00:00:00,518
2020-09-02 00:00:00,588
2020-09-01 00:00:00,697
2020-08-31 00:00:00,736
2020-08-30 00:00:00,237
2020-08-29 00:00:00,276
2020-08-28 00:00:00,562
2020-08-27 00:00:00,589
2020-08-26 00:00:00,760
2020-08-25 00:00:00,570
2020-08-24 00:00:00,779
2020-08-23 00:00:00,262
2020-08-22 00:00:00,337
2020-08-21 00:00:00,514
2020-08-20 00:00:00,516
2020-08-19 00:00:00,919
2020-08-18 00:00:00,606
2020-08-17 00:00:00,645
2020-08-16 00:00:00,264
2020-08-15 00:00:00,467
2020-08-14 00:00:00,654
2020-08-13 00:00:00,687
2020-08-12 00:00:00,748
2020-08-11 00:00:00,985
2020-08-10 00:00:00,926
2020-08-09 00:00:00,354
2020-08-08 00:00:00,530
2020-08-07 00:00:00,983
2020-08-06 00:00:00,929
2020-08-05 00:00:00,984
2020-08-04 00:00:00,1069
2020-08-03 00:00:00,1277
2020-08-02 00:00:00,549
2020-08-01 00:00:00,749
2020-07-31 00:00:00,1173
2020-07-30 00:00:00,1722
2020-07-29 00:00:00,1309
2020-07-28 00:00:00,1661
2020-07-27 00:00:00,1666
2020-07-26 00:00:00,748
2020-07-25 00:00:00,1228
2020-07-24 00:00:00,1817
2020-07-23 00:00:00,1750
2020-07-22 00:00:00,1857
2020-07-21 00:00:00,2102
2020-07-20 00:00:00,2265
2020-07-19 00:00:00,910
2020-07-18 00:00:00,1538
2020-07-17 00:00:00,2609
2020-07-16 00:00:00,2658
2020-07-15 00:00:00,3144
2020-07-14 00:00:00,3517
2020-07-13 00:00:00,3570
2020-07-12 00:00:00,1501
2020-07-11 00:00:00,2136
2020-07-10 00:00:00,3857
2020-07-09 00:00:00,4215
2020-07-08 00:00:00,4599
2020-07-07 00:00:00,4830
2020-07-06 00:00:00,4970
2020-07-05 00:00:00,1902
2020-07-04 00:00:00,1670
2020-07-03 00:00:00,3269
2020-07-02 00:00:00,4968
2020-07-01 00:00:00,5074
2020-06-30 00:00:00,5355
2020-06-29 00:00:00,5488
2020-06-28 00:00:00,2126
2020-06-27 00:00:00,2998
2020-06-26 00:00:00,4759
2020-06-25 00:00:00,4733
2020-06-24 00:00:00,4606
2020-06-23 00:00:00,4348
2020-06-22 00:00:00,4381
2020-06-21 00:00:00,1806
2020-06-20 00:00:00,2543
2020-06-19 00:00:00,3804
2020-06-18 00:00:00,3563
2020-06-17 00:00:00,3345
2020-06-16 00:00:00,3029
2020-06-15 00:00:00,2995
2020-06-14 00:00:00,1065
2020-06-13 00:00:00,1572
2020-06-12 00:00:00,2326
2020-06-11 00:00:00,2111
2020-06-10 00:00:00,2095
2020-06-09 00:00:00,1991
2020-06-08 00:00:00,1945
2020-06-07 00:00:00,732
2020-06-06 00:00:00,871
2020-06-05 00:00:00,1445
2020-06-04 00:00:00,1441
2020-06-03 00:00:00,1363
2020-06-02 00:00:00,1337
2020-06-01 00:00:00,1175
2020-05-31 00:00:00,372
2020-05-30 00:00:00,757
2020-05-29 00:00:00,913
2020-05-28 00:00:00,858
2020-05-27 00:00:00,830
2020-05-26 00:00:00,819
2020-05-25 00:00:00,324
2020-05-24 00:00:00,271
2020-05-23 00:00:00,380
2020-05-22 00:00:00,544
2020-05-21 00:00:00,555
2020-05-20 00:00:00,546
2020-05-19 00:00:00,460
2020-05-18 00:00:00,559
2020-05-17 00:00:00,129
2020-05-16 00:00:00,484
2020-05-15 00:00:00,585
2020-05-14 00:00:00,493
2020-05-13 00:00:00,419
2020-05-12 00:00:00,496
2020-05-11 00:00:00,530
2020-05-10 00:00:00,180
2020-05-09 00:00:00,426
2020-05-08 00:00:00,394
2020-05-07 00:00:00,460
2020-05-06 00:00:00,439
2020-05-05 00:00:00,448
2020-05-04 00:00:00,498
2020-05-03 00:00:00,157
2020-05-02 00:00:00,310
2020-05-01 00:00:00,346
2020-04-30 00:00:00,417
2020-04-29 00:00:00,393
2020-04-28 00:00:00,393
2020-04-27 00:00:00,446
2020-04-26 00:00:00,141
2020-04-25 00:00:00,163
2020-04-24 00:00:00,330
2020-04-23 00:00:00,223
2020-04-22 00:00:00,257
2020-04-21 00:00:00,242
2020-04-20 00:00:00,420
2020-04-19 00:00:00,120
2020-04-18 00:00:00,151
2020-04-17 00:00:00,255
2020-04-16 00:00:00,267
2020-04-15 00:00:00,231
2020-04-14 00:00:00,249
2020-04-13 00:00:00,275
2020-04-12 00:00:00,93
2020-04-11 00:00:00,100
2020-04-10 00:00:00,194
2020-04-09 00:00:00,231
2020-04-08 00:00:00,213
2020-04-07 00:00:00,195
2020-04-06 00:00:00,270
2020-04-05 00:00:00,104
2020-04-04 00:00:00,118
2020-04-03 00:00:00,200
2020-04-02 00:00:00,170
2020-04-01 00:00:00,197
2020-03-31 00:00:00,167
2020-03-30 00:00:00,197
2020-03-29 00:00:00,83
2020-03-28 00:00:00,114
2020-03-27 00:00:00,157
2020-03-26 00:00:00,176
2020-03-25 00:00:00,176
2020-03-24 00:00:00,147
2020-03-23 00:00:00,168
2020-03-22 00:00:00,55
2020-03-21 00:00:00,48
2020-03-20 00:00:00,123
2020-03-19 00:00:00,69
2020-03-18 00:00:00,71
2020-03-17 00:00:00,87
2020-03-16 00:00:00,53
2020-03-15 00:00:00,16
2020-03-14 00:00:00,14
2020-03-13 00:00:00,12
2020-03-12 00:00:00,16
2020-03-11 00:00:00,4
2020-03-10 00:00:00,2
2020-03-09 00:00:00,2
2020-03-06 00:00:00,3
2020-03-05 00:00:00,1
2020-03-04 00:00:00,1
2020-03-03 00:00:00,1
2020-03-02 00:00:00,2
2020-03-01 00:00:00,2
2020-02-09 00:00:00,1
2020-01-28 00:00:00,1
2020-01-23 00:00:00,1
2020-01-22 00:00:00,1
