date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-17,9,8
2020-12-18,15,6
2020-12-19,19,4
2020-12-20,21,2
2020-12-21,24,3
2020-12-22,71,47
2020-12-23,97,26
2020-12-24,122,25
2020-12-26,128,6
2020-12-28,171,43
2020-12-29,232,61
2020-12-30,304,72
2020-12-31,369,65
2021-01-01,383,14
2021-01-02,386,3
2021-01-03,392,6
2021-01-04,460,68
2021-01-05,537,77
2021-01-06,657,120
2021-01-07,826,169
2021-01-08,991,165
2021-01-09,1000,9
2021-01-10,1005,5
2021-01-11,1106,101
2021-01-12,1247,141
2021-01-13,1453,206
2021-01-14,1670,217
2021-01-15,1890,220
2021-01-16,1904,14
2021-01-17,1913,9
2021-01-18,1941,28
2021-01-19,2049,108
2021-01-20,2485,436
2021-01-21,2894,409
2021-01-22,3445,551
2021-01-23,3474,29
2021-01-24,3482,8
2021-01-25,3608,126
2021-01-26,4049,441
2021-01-27,4256,207
2021-01-28,4765,509
2021-01-29,5240,475
2021-01-30,5325,85
2021-01-31,5371,46
2021-02-01,5568,197
2021-02-02,6178,610
2021-02-03,6415,237
2021-02-04,7009,594
2021-02-05,7715,706
2021-02-06,7752,37
2021-02-07,7766,14
2021-02-08,7947,181
2021-02-09,8515,568
2021-02-10,9179,664
2021-02-11,9817,638
2021-02-12,10462,645
2021-02-13,10945,483
2021-02-14,11379,434
2021-02-15,11494,115
2021-02-16,11606,112
2021-02-17,11659,53
2021-02-18,11708,49
2021-02-19,11822,114
2021-02-20,11864,42
2021-02-21,11880,16
2021-02-22,11951,71
2021-02-23,12591,640
2021-02-24,13431,840
2021-02-25,14208,777
2021-02-26,15067,859
2021-02-27,15209,142
2021-02-28,15296,87
2021-03-01,15597,301
2021-03-02,16560,963
2021-03-03,17381,821
2021-03-04,18253,872
2021-03-05,19089,836
2021-03-06,19216,127
2021-03-07,19282,66
2021-03-08,19526,244
2021-03-09,20233,707
2021-03-10,21057,824
2021-03-11,21851,794
2021-03-12,22607,756
2021-03-13,23152,545
2021-03-14,23585,433
2021-03-15,23843,258
2021-03-16,24636,793
2021-03-17,25450,814
2021-03-18,26212,762
2021-03-19,27153,941
2021-03-20,27270,117
2021-03-21,27379,109
2021-03-22,27650,271
2021-03-23,28474,824
2021-03-24,29300,826
2021-03-25,30088,788
2021-03-26,30969,881
