date,Arizona_cume,Arizona,Apache_cume,Apache,Coconino_cume,Coconino,Cochise_cume,Cochise,Graham_cume,Graham,Greenlee_cume,Greenlee,Gila_cume,Gila,La Paz_cume,La Paz,Maricopa_cume,Maricopa,Mohave_cume,Mohave,Navajo_cume,Navajo,Pinal_cume,Pinal,Pima_cume,Pima,Santa Cruz_cume,Santa Cruz,Yavapai_cume,Yavapai,Yuma_cume,Yuma
2020-12-01,229,,2.0,,1.0,,3.0,,,,,,1.0,,,,138.0,,1.0,,,,5.0,,64,,1.0,,1.0,,7.0,
2020-12-02,250,21.0,3.0,1.0,2.0,1.0,,,,,,,,,,,151.0,13.0,,,1.0,,,,67,3.0,,,,,,
2020-12-03,271,21.0,5.0,2.0,,,,,,,,,,,,,160.0,9.0,,,,,,,73,6.0,,,,,8.0,1.0
2020-12-04,280,9.0,6.0,1.0,,,,,,,,,,,,,164.0,4.0,,,2.0,1.0,,,75,2.0,,,,,9.0,1.0
2020-12-05,284,4.0,,,,,,,,,,,,,,,166.0,2.0,,,,,,,76,1.0,,,,,,
2020-12-06,288,4.0,,,,,,,,,,,,,,,,,,,3.0,1.0,,,78,2.0,,,2.0,1.0,,
2020-12-07,309,21.0,8.0,2.0,,,,,,,,,,,,,175.0,9.0,,,4.0,1.0,,,80,2.0,,,,,,
2020-12-08,323,14.0,9.0,1.0,,,,,,,,,,,,,181.0,6.0,,,,,,,82,2.0,,,,,10.0,1.0
2020-12-09,342,19.0,11.0,2.0,,,,,,,,,,,,,188.0,7.0,,,,,6.0,1.0,91,9.0,,,,,,
2020-12-10,363,21.0,,,,,,,,,,,,,,,202.0,14.0,,,5.0,1.0,,,92,1.0,,,,,11.0,1.0
2020-12-11,380,17.0,,,,,,,,,,,,,,,209.0,7.0,,,,,,,101,9.0,,,,,,
2020-12-12,393,13.0,,,3.0,1.0,,,,,,,,,,,212.0,3.0,2.0,1.0,,,,,105,4.0,,,3.0,1.0,13.0,2.0
2020-12-13,402,9.0,12.0,1.0,,,,,,,,,,,,,217.0,5.0,,,,,,,107,2.0,,,,,,
2020-12-14,425,23.0,,,,,,,,,,,,,,,230.0,13.0,,,6.0,1.0,,,114,7.0,,,,,,
2020-12-15,513,88.0,16.0,4.0,11.0,8.0,4.0,1.0,,,,,,,,,261.0,31.0,,,8.0,2.0,,,140,26.0,,,,,,
2020-12-16,1152,639.0,45.0,29.0,141.0,130.0,5.0,1.0,,,,,,,,,310.0,49.0,4.0,2.0,33.0,25.0,11.0,5.0,149,9.0,,,6.0,3.0,19.0,6.0
2020-12-17,4415,3263.0,91.0,46.0,267.0,126.0,16.0,11.0,80.0,,,,69.0,68.0,,,1562.0,1252.0,,,107.0,74.0,48.0,37.0,1366,1217.0,9.0,8.0,9.0,3.0,44.0,25.0
2020-12-18,8142,3727.0,112.0,21.0,468.0,201.0,24.0,8.0,147.0,67.0,2.0,,109.0,40.0,,,3227.0,1665.0,6.0,2.0,175.0,68.0,82.0,34.0,2738,1372.0,15.0,6.0,,,45.0,1.0
2020-12-19,10717,2575.0,,,513.0,45.0,31.0,7.0,,,,,111.0,2.0,,,4881.0,1654.0,,,177.0,2.0,109.0,27.0,3473,735.0,19.0,4.0,12.0,3.0,48.0,3.0
2020-12-20,11800,1083.0,,,517.0,4.0,,,148.0,1.0,,,112.0,1.0,,,5867.0,986.0,,,179.0,2.0,120.0,11.0,3496,23.0,21.0,2.0,15.0,3.0,51.0,3.0
2020-12-21,17378,5578.0,123.0,11.0,525.0,8.0,43.0,12.0,195.0,47.0,16.0,14.0,148.0,36.0,10.0,,9023.0,3156.0,18.0,12.0,186.0,7.0,270.0,150.0,5000,1504.0,24.0,3.0,18.0,3.0,224.0,173.0
2020-12-22,25226,7848.0,130.0,7.0,582.0,57.0,304.0,261.0,241.0,46.0,42.0,26.0,170.0,22.0,29.0,19.0,13102.0,4079.0,79.0,61.0,263.0,77.0,519.0,249.0,6563,1563.0,71.0,47.0,384.0,366.0,870.0,646.0
2020-12-23,35121,9895.0,290.0,160.0,886.0,304.0,719.0,415.0,372.0,131.0,49.0,7.0,224.0,54.0,42.0,13.0,17796.0,4694.0,289.0,210.0,428.0,165.0,890.0,371.0,8444,1881.0,97.0,26.0,824.0,440.0,1599.0,729.0
2020-12-24,39005,3884.0,299.0,9.0,1210.0,324.0,829.0,110.0,433.0,61.0,53.0,4.0,293.0,69.0,,,19352.0,1556.0,423.0,134.0,535.0,107.0,960.0,70.0,9499,1055.0,122.0,25.0,874.0,50.0,1820.0,221.0
2020-12-25,39150,145.0,301.0,2.0,1309.0,99.0,,,,,,,,,,,19357.0,5.0,,,539.0,4.0,,,9507,8.0,,,890.0,16.0,,
2020-12-26,45709,6559.0,303.0,2.0,1377.0,68.0,851.0,22.0,443.0,10.0,54.0,1.0,321.0,28.0,,,24297.0,4940.0,587.0,164.0,540.0,1.0,1273.0,313.0,10301,794.0,128.0,6.0,928.0,38.0,1919.0,99.0
2020-12-27,48382,2673.0,,,1457.0,80.0,,,446.0,3.0,,,322.0,1.0,,,26530.0,2233.0,648.0,61.0,541.0,1.0,1349.0,76.0,10473,172.0,,,942.0,14.0,1920.0,1.0
2020-12-28,57900,9518.0,374.0,71.0,1660.0,203.0,935.0,84.0,601.0,155.0,56.0,2.0,457.0,135.0,45.0,3.0,31674.0,5144.0,917.0,269.0,883.0,342.0,1789.0,440.0,12286,1813.0,171.0,43.0,1018.0,76.0,2333.0,413.0
