date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,109,97,58,69,60,2
1/10/2021,264,214,162,163,194,5
1/11/2021,280,235,187,181,210,5
1/12/2021,300,250,210,209,255,5
1/13/2021,309,259,217,220,424,5
1/14/2021,320,272,226,232,586,5
1/15/2021,337,285,237,241,752,5
1/16/2021,343,287,237,241,757,5
1/17/2021,344,288,237,243,761,5
1/18/2021,346,293,239,247,768,5
1/19/2021,351,303,241,252,811,5
1/2/2021,110,97,58,70,61,2
1/20/2021,371,319,262,271,1140,7
1/21/2021,387,339,281,288,1456,7
1/22/2021,418,369,319,316,1872,8
1/23/2021,424,374,320,318,1880,8
1/24/2021,424,376,320,320,1882,8
1/25/2021,440,386,336,339,1908,8
1/26/2021,464,404,351,361,2207,9
1/27/2021,484,424,366,385,2273,11
1/28/2021,508,450,406,457,2566,11
1/29/2021,563,513,496,532,2735,12
1/3/2021,112,99,58,71,62,2
1/30/2021,584,528,510,552,2745,12
1/31/2021,596,535,515,564,2755,12
1/4/2021,131,115,68,85,68,2
1/5/2021,158,125,86,97,78,2
1/6/2021,188,158,109,118,88,3
1/7/2021,212,176,127,133,174,4
1/8/2021,261,211,159,161,193,4
1/9/2021,264,212,161,162,194,4
10/1/2021,10246,6384,6430,6289,9761,6244
10/10/2021,10291,6413,6444,6308,9779,6318
10/11/2021,10294,6420,6450,6311,9783,6320
10/12/2021,10306,6421,6452,6312,9785,6353
10/13/2021,10310,6427,6456,6316,9786,6357
10/14/2021,10318,6436,6461,6322,9791,6368
10/15/2021,10337,6442,6468,6325,9794,6374
10/16/2021,10346,6443,6468,6325,9795,6381
10/17/2021,10351,6444,6468,6325,9795,6386
10/18/2021,10359,6450,6472,6328,9800,6390
10/19/2021,10380,6459,6479,6333,9805,6402
10/2/2021,10248,6385,6431,6291,9762,6246
10/20/2021,10384,6460,6482,6334,9806,6410
10/21/2021,10395,6462,6485,6336,9808,6415
10/22/2021,10404,6469,6488,6341,9812,6425
10/23/2021,10408,6474,6495,6344,9814,6433
10/24/2021,10409,6477,6497,6345,9815,6437
10/25/2021,10414,6483,6501,6345,9820,6440
10/26/2021,10425,6488,6506,6347,9826,6443
10/27/2021,10434,6495,6508,6351,9833,6448
10/28/2021,10447,6505,6515,6358,9843,6456
