date,Graham_cume,Graham
2020-12-17,79,
2020-12-18,146,67
2020-12-21,192,46
2020-12-22,235,43
2020-12-23,361,126
2020-12-24,412,51
2020-12-26,422,10
2020-12-27,424,2
2020-12-28,579,155
2020-12-29,731,152
2020-12-30,848,117
2020-12-31,916,68
2021-01-01,922,6
2021-01-02,925,3
2021-01-04,1056,131
2021-01-05,1167,111
2021-01-06,1286,119
2021-01-07,1518,232
2021-01-08,1780,262
2021-01-09,1782,2
2021-01-11,1901,119
2021-01-12,2057,156
2021-01-13,2259,202
2021-01-14,2533,274
2021-01-15,3136,603
2021-01-16,3191,55
2021-01-17,3192,1
2021-01-18,3307,115
2021-01-19,3591,284
2021-01-20,3846,255
2021-01-21,4065,219
2021-01-22,4337,272
2021-01-23,4581,244
2021-01-24,4583,2
2021-01-25,4742,159
2021-01-26,4902,160
2021-01-27,5108,206
2021-01-28,5357,249
2021-01-29,5756,399
2021-01-30,5856,100
2021-01-31,5857,1
2021-02-01,6017,160
2021-02-02,6211,194
2021-02-03,6445,234
2021-02-04,6706,261
2021-02-05,7038,332
2021-02-06,7300,262
2021-02-07,7301,1
2021-02-08,7479,178
2021-02-09,7673,194
2021-02-10,7883,210
2021-02-11,8246,363
2021-02-12,8939,693
2021-02-13,9142,203
2021-02-14,9144,2
2021-02-15,9254,110
2021-02-16,9445,191
2021-02-17,9650,205
2021-02-18,10001,351
2021-02-19,10349,348
2021-02-20,10678,329
2021-02-21,10679,1
2021-02-22,10831,152
2021-02-23,11039,208
2021-02-24,11295,256
2021-02-25,11577,282
2021-02-26,11888,311
2021-02-27,11919,31
2021-02-28,11930,11
2021-03-01,12102,172
2021-03-02,12324,222
2021-03-03,12554,230
2021-03-04,12786,232
2021-03-05,12982,196
2021-03-06,13243,261
2021-03-07,13244,1
2021-03-08,13402,158
2021-03-09,13633,231
2021-03-10,13900,267
2021-03-11,14189,289
2021-03-12,14444,255
2021-03-13,14701,257
2021-03-14,14703,2
2021-03-15,14923,220
2021-03-16,15093,170
2021-03-17,15312,219
2021-03-18,15540,228
2021-03-19,15702,162
2021-03-20,15714,12
2021-03-22,15883,169
2021-03-23,16119,236
2021-03-24,16355,236
2021-03-25,16589,234
2021-03-26,16765,176
2021-03-27,16884,119
2021-03-28,16888,4
2021-03-29,17086,198
2021-03-30,17254,168
2021-03-31,17521,267
2021-04-01,17735,214
2021-04-02,17828,93
2021-04-03,17841,13
2021-04-04,17848,7
2021-04-05,17978,130
2021-04-06,18156,178
2021-04-07,18452,296
2021-04-08,18749,297
2021-04-09,18864,115
2021-04-10,18991,127
2021-04-11,18996,5
2021-04-12,19065,69
2021-04-13,19182,117
2021-04-14,19383,201
2021-04-15,19520,137
2021-04-16,19668,148
2021-04-17,19690,22
2021-04-19,19768,78
2021-04-20,19947,179
2021-04-21,20146,199
2021-04-22,20371,225
2021-04-23,20518,147
2021-04-24,20628,110
2021-04-25,20630,2
2021-04-26,20758,128
2021-04-27,20884,126
2021-04-28,21012,128
2021-04-29,21221,209
2021-04-30,21265,44
2021-05-01,21288,23
2021-05-02,21292,4
2021-05-03,21340,48
2021-05-04,21435,95
2021-05-05,21622,187
2021-05-06,21800,178
2021-05-07,21847,47
2021-05-08,21892,45
2021-05-09,21893,1
2021-05-10,21926,33
2021-05-11,21989,63
2021-05-12,22124,135
2021-05-13,22257,133
2021-05-14,22357,100
2021-05-15,22379,22
2021-05-16,22384,5
2021-05-17,22454,70
2021-05-18,22529,75
2021-05-19,22650,121
2021-05-20,22796,146
2021-05-21,22888,92
2021-05-22,22929,41
2021-05-23,22932,3
2021-05-24,22988,56
2021-05-25,23063,75
2021-05-26,23110,47
2021-05-27,23194,84
2021-05-28,23251,57
2021-05-29,23258,7
2021-05-30,23262,4
2021-05-31,23267,5
2021-06-01,23328,61
2021-06-02,23397,69
2021-06-03,23457,60
2021-06-04,23537,80
2021-06-05,23548,11
2021-06-06,23553,5
2021-06-07,23583,30
2021-06-08,23620,37
2021-06-09,23645,25
2021-06-10,23768,123
2021-06-11,23804,36
2021-06-12,23820,16
2021-06-13,23823,3
2021-06-14,23884,61
2021-06-15,23936,52
2021-06-16,23978,42
2021-06-17,24036,58
2021-06-18,24105,69
2021-06-19,24121,16
2021-06-20,24125,4
2021-06-21,24162,37
2021-06-22,24201,39
2021-06-23,24228,27
2021-06-24,24263,35
2021-06-25,24317,54
2021-06-26,24325,8
2021-06-27,24327,2
2021-06-28,24373,46
2021-06-29,24417,44
2021-06-30,24483,66
2021-07-01,24529,46
2021-07-02,24563,34
2021-07-03,24578,15
2021-07-05,24600,22
2021-07-06,24629,29
2021-07-07,24679,50
2021-07-08,24749,70
2021-07-09,24800,51
2021-07-10,24822,22
2021-07-11,24824,2
2021-07-12,24861,37
2021-07-13,24898,37
2021-07-14,24950,52
2021-07-15,25007,57
2021-07-16,25063,56
2021-07-17,25075,12
2021-07-18,25083,8
2021-07-19,25142,59
2021-07-20,25195,53
2021-07-21,25272,77
2021-07-22,25372,100
2021-07-23,25479,107
2021-07-24,25521,42
2021-07-25,25525,4
2021-07-26,25635,110
2021-07-27,25724,89
2021-07-28,25805,81
2021-07-29,25896,91
2021-07-30,25982,86
2021-07-31,26018,36
2021-08-01,26025,7
2021-08-02,26096,71
2021-08-03,26144,48
2021-08-04,26248,104
2021-08-05,26345,97
2021-08-06,26442,97
2021-08-07,26466,24
2021-08-08,26475,9
2021-08-09,26562,87
2021-08-10,26619,57
2021-08-11,26714,95
2021-08-12,26850,136
2021-08-13,26991,141
2021-08-14,27013,22
2021-08-15,27024,11
2021-08-16,27117,93
2021-08-17,27243,126
2021-08-18,27360,117
2021-08-19,27533,173
2021-08-20,27732,199
2021-08-21,27925,193
2021-08-22,27938,13
2021-08-23,28122,184
2021-08-24,28265,143
2021-08-25,28429,164
2021-08-26,28627,198
2021-08-27,28869,242
2021-08-28,28908,39
2021-08-29,28970,62
2021-08-30,29137,167
2021-08-31,29238,101
2021-09-01,29353,115
2021-09-02,29489,136
2021-09-03,29638,149
2021-09-04,29671,33
2021-09-05,29677,6
2021-09-06,29691,14
2021-09-07,29764,73
2021-09-08,29873,109
2021-09-09,30024,151
2021-09-10,30171,147
2021-09-11,30230,59
2021-09-12,30246,16
2021-09-13,30331,85
2021-09-14,30429,98
2021-09-15,30513,84
2021-09-16,30627,114
2021-09-17,30751,124
2021-09-18,30814,63
2021-09-19,30820,6
2021-09-20,30913,93
2021-09-21,30968,55
2021-09-22,31053,85
2021-09-23,31198,145
2021-09-24,31296,98
2021-09-25,31317,21
2021-09-26,31318,1
2021-09-27,31364,46
2021-09-28,31417,53
2021-09-29,31496,79
2021-09-30,31606,110
2021-10-01,31684,78
2021-10-02,31712,28
2021-10-03,31721,9
2021-10-04,31760,39
2021-10-05,31814,54
2021-10-06,31854,40
2021-10-07,31933,79
2021-10-08,31989,56
2021-10-09,32015,26
2021-10-10,32026,11
2021-10-11,32078,52
2021-10-12,32131,53
2021-10-13,32187,56
2021-10-14,32266,79
2021-10-15,32325,59
2021-10-16,32358,33
2021-10-17,32364,6
2021-10-18,32395,31
2021-10-19,32428,33
2021-10-20,32473,45
2021-10-21,32555,82
2021-10-22,32620,65
2021-10-23,32650,30
2021-10-24,32658,8
2021-10-25,32701,43
2021-10-26,32759,58
2021-10-27,32826,67
2021-10-28,32990,164
2021-10-29,33064,74
2021-10-30,33186,122
2021-10-31,33190,4
2021-11-01,33299,109
2021-11-02,33358,59
2021-11-03,33443,85
2021-11-04,33609,166
2021-11-05,33745,136
2021-11-06,33762,17
2021-11-07,33774,12
2021-11-08,33899,125
2021-11-09,33998,99
2021-11-10,34079,81
2021-11-11,34158,79
2021-11-12,34272,114
2021-11-13,34364,92
2021-11-14,34369,5
2021-11-15,34503,134
2021-11-16,34614,111
2021-11-17,34676,62
2021-11-18,34931,255
2021-11-19,35081,150
2021-11-20,35114,33
2021-11-21,35125,11
2021-11-22,35273,148
2021-11-23,35342,69
2021-11-24,35410,68
2021-11-26,35455,45
2021-11-27,35481,26
2021-11-28,35485,4
2021-11-29,35639,154
2021-11-30,35800,161
2021-12-01,35930,130
2021-12-02,36133,203
2021-12-03,36349,216
2021-12-04,36445,96
2021-12-05,36454,9
2021-12-06,36597,143
2021-12-07,36705,108
2021-12-08,36768,63
2021-12-09,36956,188
2021-12-10,37121,165
2021-12-11,37145,24
2021-12-12,37156,11
2021-12-13,37280,124
2021-12-14,37364,84
2021-12-15,37422,58
2021-12-16,37662,240
2021-12-17,37813,151
2021-12-18,37839,26
2021-12-19,37862,23
2021-12-20,38022,160
2021-12-21,38119,97
2021-12-22,38224,105
2021-12-23,38284,60
2021-12-24,38310,26
2021-12-25,38313,3
2021-12-26,38326,13
2021-12-27,38493,167
2021-12-28,38645,152
2021-12-29,38751,106
2021-12-30,38901,150
2021-12-31,39009,108
2022-01-01,39013,4
2022-01-02,39017,4
2022-01-03,39252,235
2022-01-04,39346,94
2022-01-05,39419,73
2022-01-06,39632,213
2022-01-07,39804,172
2022-01-08,39941,137
2022-01-09,39952,11
2022-01-10,40141,189
2022-01-11,40233,92
2022-01-12,40420,187
2022-01-13,40597,177
