date,Gila_cume,Gila
1/1/2021,1,
1/10/2021,69,68
1/11/2021,109,40
1/12/2021,111,2
1/13/2021,112,1
1/14/2021,148,36
1/15/2021,170,22
1/16/2021,224,54
1/17/2021,293,69
1/18/2021,321,28
1/19/2021,322,1
1/2/2021,457,135
1/20/2021,581,124
1/21/2021,737,156
1/22/2021,892,155
1/23/2021,896,4
1/24/2021,1092,196
1/25/2021,1095,3
1/26/2021,1246,151
1/27/2021,1558,312
1/28/2021,1834,276
1/29/2021,2321,487
1/3/2021,2705,384
1/30/2021,2741,36
1/31/2021,2742,1
1/4/2021,2928,186
1/5/2021,3022,94
1/6/2021,3118,96
1/7/2021,3365,247
1/8/2021,3614,249
1/9/2021,3621,7
10/1/2021,3624,3
10/10/2021,3741,117
10/11/2021,3927,186
10/12/2021,4210,283
10/13/2021,4533,323
10/14/2021,4653,120
10/15/2021,4803,150
10/16/2021,4816,13
10/17/2021,5022,206
10/18/2021,5141,119
10/19/2021,5480,339
10/2/2021,5985,505
10/20/2021,6284,299
10/21/2021,6520,236
10/22/2021,6526,6
10/23/2021,6877,351
10/24/2021,7535,658
10/25/2021,8221,686
10/26/2021,9217,996
10/27/2021,9988,771
10/28/2021,10435,447
10/29/2021,10453,18
10/3/2021,10785,332
10/30/2021,11224,439
10/4/2021,11629,405
10/5/2021,11965,336
10/6/2021,12293,328
10/7/2021,13092,799
10/8/2021,13537,445
10/9/2021,13714,177
12/1/2020,14105,391
12/17/2020,14429,324
12/18/2020,14720,291
12/19/2020,15039,319
12/20/2020,15241,202
12/21/2020,15245,4
12/22/2020,15385,140
12/23/2020,15648,263
12/24/2020,15855,207
12/26/2020,16241,386
12/27/2020,16617,376
12/28/2020,18366,1749
12/29/2020,19249,883
12/30/2020,19492,243
12/31/2020,19844,352
2/1/2021,20170,326
2/10/2021,20889,719
2/11/2021,21144,255
2/12/2021,21531,387
2/13/2021,21541,10
2/14/2021,21758,217
2/15/2021,22042,284
2/16/2021,22352,310
2/17/2021,23630,1278
2/18/2021,24009,379
2/19/2021,25115,1106
2/2/2021,25530,415
2/20/2021,25705,175
2/21/2021,26005,300
2/22/2021,26150,145
2/23/2021,26470,320
2/24/2021,26718,248
2/25/2021,27051,333
2/26/2021,27064,13
2/27/2021,27237,173
2/28/2021,27403,166
2/3/2021,27528,125
2/4/2021,27782,254
2/5/2021,27952,170
2/6/2021,29617,1665
2/7/2021,30415,798
2/8/2021,30676,261
2/9/2021,30796,120
3/1/2021,30948,152
3/10/2021,31569,621
3/11/2021,31760,191
3/12/2021,31802,42
3/13/2021,31807,5
3/14/2021,31944,137
3/15/2021,32363,419
3/16/2021,32543,180
3/17/2021,32827,284
3/18/2021,33014,187
3/19/2021,33546,532
3/2/2021,33563,17
3/20/2021,33722,159
3/21/2021,33831,109
3/22/2021,33896,65
3/23/2021,34084,188
3/24/2021,34204,120
3/25/2021,34567,363
3/26/2021,34583,16
3/27/2021,34698,115
3/28/2021,34802,104
3/29/2021,34882,80
3/3/2021,35088,206
3/30/2021,35199,111
3/31/2021,35222,23
3/4/2021,35236,14
3/5/2021,35367,131
3/6/2021,35455,88
3/7/2021,35589,134
3/8/2021,35745,156
3/9/2021,35811,66
4/1/2021,35828,17
4/10/2021,35836,8
4/11/2021,35938,102
4/12/2021,36080,142
4/13/2021,36173,93
4/14/2021,36289,116
4/15/2021,36345,56
4/16/2021,36352,7
4/17/2021,36360,8
4/18/2021,36450,90
4/19/2021,36498,48
4/2/2021,36590,92
4/20/2021,36688,98
4/21/2021,36811,123
4/22/2021,36843,32
4/23/2021,36867,24
4/24/2021,36984,117
4/25/2021,37219,235
4/26/2021,37408,189
4/27/2021,37564,156
4/28/2021,37625,61
4/29/2021,37660,35
4/3/2021,37676,16
4/30/2021,37764,88
4/4/2021,37841,77
4/5/2021,37918,77
4/6/2021,37973,55
4/7/2021,38050,77
4/8/2021,38067,17
4/9/2021,38077,10
5/1/2021,38091,14
5/10/2021,38153,62
5/11/2021,38212,59
5/12/2021,38255,43
5/13/2021,38306,51
5/14/2021,38324,18
5/15/2021,38342,18
5/16/2021,38439,97
5/17/2021,38481,42
5/18/2021,38556,75
5/19/2021,38589,33
5/2/2021,38632,43
5/20/2021,38656,24
5/21/2021,38668,12
5/22/2021,38738,70
5/23/2021,38796,58
5/24/2021,38840,44
5/25/2021,38904,64
5/26/2021,38948,44
5/27/2021,38978,30
5/28/2021,38993,15
5/29/2021,39044,51
5/3/2021,39145,101
5/30/2021,39178,33
5/31/2021,39219,41
5/4/2021,39275,56
5/5/2021,39291,16
5/6/2021,39295,4
