date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,641,732,564,431,356,3
1/10/2021,1157,1139,939,784,707,15
1/11/2021,1229,1223,1016,836,772,16
1/12/2021,1336,1310,1088,919,969,17
1/13/2021,1398,1375,1168,995,1227,18
1/14/2021,1498,1461,1261,1082,1496,18
1/15/2021,1613,1557,1339,1176,2237,19
1/16/2021,1624,1573,1355,1199,2340,19
1/17/2021,1630,1581,1363,1203,2347,19
1/18/2021,1697,1654,1418,1256,2412,22
1/19/2021,1785,1719,1482,1335,2668,23
1/2/2021,667,748,572,446,366,3
1/20/2021,2039,1993,1807,1622,2880,28
1/21/2021,2188,2104,1908,1722,3088,29
1/22/2021,2283,2181,2003,1836,3424,30
1/23/2021,2328,2214,2037,1874,3622,33
1/24/2021,2333,2217,2037,1875,3640,33
1/25/2021,2382,2268,2100,1976,3945,34
1/26/2021,2445,2320,2156,2060,4305,37
1/27/2021,2698,2461,2307,2222,4683,40
1/28/2021,2892,2585,2435,2381,5087,46
1/29/2021,2991,2667,2516,2488,5426,50
1/3/2021,667,749,572,447,368,3
1/30/2021,3051,2711,2543,2526,5544,58
1/31/2021,3061,2713,2544,2531,5566,58
1/4/2021,738,823,631,516,429,4
1/5/2021,824,893,686,580,494,8
1/6/2021,906,940,741,632,559,10
1/7/2021,1023,1024,829,699,658,11
1/8/2021,1143,1131,927,764,697,15
1/9/2021,1157,1138,937,781,705,15
10/1/2021,22310,11725,11028,12782,18895,8560
10/2/2021,22319,11725,11029,12782,18900,8564
10/3/2021,22327,11725,11029,12784,18901,8568
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,2,3,,2,1,
12/16/2020,25,42,32,23,14,
12/17/2020,53,76,63,47,19,
12/18/2020,100,133,108,79,37,
12/19/2020,110,146,116,92,38,
12/2/2020,,1,,1,,
12/20/2020,111,147,116,92,40,
12/21/2020,113,148,118,93,41,
12/22/2020,120,168,130,104,46,1
12/23/2020,177,274,206,141,69,2
12/24/2020,258,375,276,197,82,2
12/25/2020,284,403,296,217,87,2
