date,Cochise_cume,Cochise
2020-12-16 00:00:00,1,
2020-12-17 00:00:00,58,57
2020-12-18 00:00:00,196,138
2020-12-19 00:00:00,270,74
2020-12-20 00:00:00,306,36
2020-12-21 00:00:00,645,339
2020-12-22 00:00:00,1097,452
2020-12-23 00:00:00,1544,447
2020-12-24 00:00:00,1672,128
2020-12-25 00:00:00,1673,1
2020-12-26 00:00:00,1695,22
2020-12-28 00:00:00,1801,106
2020-12-29 00:00:00,1879,78
2020-12-30 00:00:00,2096,217
2020-12-31 00:00:00,2312,216
2021-01-01 00:00:00,2321,9
2021-01-02 00:00:00,2322,1
2021-01-03 00:00:00,2325,3
2021-01-04 00:00:00,2381,56
2021-01-05 00:00:00,2466,85
2021-01-06 00:00:00,2574,108
2021-01-07 00:00:00,2638,64
2021-01-08 00:00:00,2801,163
2021-01-09 00:00:00,3175,374
2021-01-10 00:00:00,3177,2
2021-01-11 00:00:00,3541,364
2021-01-12 00:00:00,3793,252
2021-01-13 00:00:00,4223,430
2021-01-14 00:00:00,4553,330
2021-01-15 00:00:00,5022,469
2021-01-16 00:00:00,5420,398
2021-01-17 00:00:00,5436,16
2021-01-18 00:00:00,5679,243
2021-01-19 00:00:00,6116,437
2021-01-20 00:00:00,6823,707
2021-01-21 00:00:00,7478,655
2021-01-22 00:00:00,7813,335
2021-01-23 00:00:00,8380,567
2021-01-24 00:00:00,8492,112
2021-01-25 00:00:00,8934,442
2021-01-26 00:00:00,9415,481
2021-01-27 00:00:00,10199,784
2021-01-28 00:00:00,11218,1019
2021-01-29 00:00:00,11909,691
2021-01-30 00:00:00,11930,21
2021-01-31 00:00:00,11944,14
2021-02-01 00:00:00,12219,275
2021-02-02 00:00:00,12437,218
2021-02-03 00:00:00,12996,559
2021-02-04 00:00:00,13402,406
2021-02-05 00:00:00,13879,477
2021-02-06 00:00:00,14044,165
2021-02-07 00:00:00,14055,11
2021-02-08 00:00:00,14584,529
2021-02-09 00:00:00,15415,831
2021-02-10 00:00:00,16794,1379
2021-02-11 00:00:00,18753,1959
2021-02-12 00:00:00,20149,1396
2021-02-13 00:00:00,20492,343
2021-02-14 00:00:00,20504,12
2021-02-15 00:00:00,20913,409
2021-02-16 00:00:00,21601,688
2021-02-17 00:00:00,22124,523
2021-02-18 00:00:00,22814,690
2021-02-19 00:00:00,23189,375
2021-02-20 00:00:00,23539,350
2021-02-21 00:00:00,23654,115
2021-02-22 00:00:00,23923,269
2021-02-23 00:00:00,24160,237
2021-02-24 00:00:00,25075,915
2021-02-25 00:00:00,27158,2083
2021-02-26 00:00:00,28628,1470
2021-02-27 00:00:00,29518,890
2021-02-28 00:00:00,29547,29
2021-03-01 00:00:00,30075,528
2021-03-02 00:00:00,30597,522
2021-03-03 00:00:00,31793,1196
2021-03-04 00:00:00,33434,1641
2021-03-05 00:00:00,34502,1068
2021-03-06 00:00:00,35520,1018
2021-03-07 00:00:00,35570,50
2021-03-08 00:00:00,36122,552
2021-03-09 00:00:00,37084,962
2021-03-10 00:00:00,38686,1602
2021-03-11 00:00:00,40756,2070
2021-03-12 00:00:00,42316,1560
2021-03-13 00:00:00,43134,818
2021-03-14 00:00:00,43164,30
2021-03-15 00:00:00,44101,937
2021-03-16 00:00:00,45028,927
2021-03-17 00:00:00,45998,970
2021-03-18 00:00:00,47348,1350
2021-03-19 00:00:00,48368,1020
2021-03-20 00:00:00,49279,911
2021-03-21 00:00:00,49312,33
2021-03-22 00:00:00,49873,561
2021-03-23 00:00:00,50242,369
2021-03-24 00:00:00,51241,999
2021-03-25 00:00:00,53642,2401
2021-03-26 00:00:00,55146,1504
2021-03-27 00:00:00,56181,1035
