date,Coconino_cume,Coconino
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,5,1
1/14/2021,6,1
1/15/2021,7,1
1/16/2021,14,7
1/17/2021,161,147
1/18/2021,302,141
1/19/2021,517,215
1/2/2021,565,48
1/20/2021,569,4
1/21/2021,572,3
1/22/2021,609,37
1/23/2021,910,301
1/24/2021,1258,348
1/25/2021,1368,110
1/26/2021,1440,72
1/27/2021,1525,85
1/28/2021,1735,210
1/29/2021,2054,319
1/3/2021,2470,416
1/30/2021,2687,217
1/31/2021,2805,118
1/4/2021,2871,66
1/5/2021,2878,7
1/6/2021,3234,356
1/7/2021,3605,371
1/8/2021,4121,516
1/9/2021,4708,587
10/1/2021,5351,643
10/2/2021,5431,80
12/1/2020,5437,6
12/10/2020,5773,336
12/12/2020,6343,570
12/13/2020,6863,520
12/15/2020,7509,646
12/16/2020,8693,1184
12/17/2020,8797,104
12/18/2020,8801,4
12/19/2020,8980,179
12/2/2020,9393,413
12/20/2020,10949,1556
12/21/2020,11842,893
12/22/2020,12746,904
12/23/2020,13149,403
12/24/2020,13168,19
12/25/2020,13733,565
12/26/2020,14247,514
12/27/2020,15569,1322
12/28/2020,16818,1249
12/29/2020,17748,930
12/30/2020,18085,337
12/31/2020,18118,33
12/4/2020,19023,905
12/7/2020,19905,882
2/1/2021,21590,1685
2/10/2021,23670,2080
2/11/2021,25913,2243
2/12/2021,27513,1600
2/13/2021,27554,41
2/14/2021,28453,899
2/15/2021,29376,923
2/16/2021,31997,2621
2/17/2021,33640,1643
2/18/2021,36396,2756
2/19/2021,37909,1513
2/2/2021,37943,34
2/20/2021,39156,1213
2/21/2021,40790,1634
2/22/2021,43610,2820
2/23/2021,44756,1146
2/24/2021,46111,1355
2/25/2021,47170,1059
2/26/2021,47186,16
2/27/2021,47586,400
2/28/2021,48135,549
2/3/2021,50112,1977
2/4/2021,51797,1685
2/5/2021,53532,1735
2/6/2021,55212,1680
2/7/2021,55310,98
2/8/2021,56946,1636
2/9/2021,58765,1819
3/1/2021,60539,1774
3/10/2021,62747,2208
3/11/2021,64512,1765
3/12/2021,65379,867
3/13/2021,65476,97
3/14/2021,66448,972
3/15/2021,67371,923
3/16/2021,70252,2881
3/17/2021,72199,1947
3/18/2021,74787,2588
3/19/2021,75936,1149
3/2/2021,75994,58
3/20/2021,77344,1350
3/21/2021,79269,1925
3/22/2021,81065,1796
3/23/2021,82570,1505
3/24/2021,84211,1641
3/25/2021,85258,1047
3/26/2021,85341,83
3/27/2021,86089,748
3/28/2021,87970,1881
3/29/2021,89723,1753
3/3/2021,91712,1989
3/30/2021,93934,2222
3/31/2021,94497,563
3/4/2021,94648,151
3/5/2021,96473,1825
3/6/2021,98324,1851
3/7/2021,100175,1851
3/8/2021,101610,1435
3/9/2021,103143,1533
4/1/2021,103710,567
4/10/2021,103809,99
4/11/2021,104689,880
4/12/2021,106028,1339
4/13/2021,107092,1064
4/14/2021,108376,1284
4/15/2021,109657,1281
4/16/2021,110256,599
4/17/2021,110359,103
4/18/2021,110902,543
4/19/2021,111936,1034
4/2/2021,112838,902
4/20/2021,113767,929
4/21/2021,114928,1161
4/22/2021,115280,352
4/23/2021,115383,103
4/24/2021,116404,1021
4/25/2021,117415,1011
4/26/2021,118237,822
4/27/2021,119294,1057
4/28/2021,120438,1144
4/29/2021,120743,305
4/3/2021,120892,149
4/30/2021,121472,580
4/4/2021,122498,1026
4/5/2021,123275,777
4/6/2021,124048,773
4/7/2021,124815,767
4/8/2021,125217,402
4/9/2021,125276,59
5/1/2021,125747,471
5/10/2021,126277,530
5/11/2021,126805,528
5/12/2021,127223,418
5/13/2021,127771,548
5/14/2021,127992,221
5/15/2021,128073,81
5/16/2021,128428,355
5/17/2021,128696,268
5/18/2021,129079,383
5/19/2021,129693,614
5/2/2021,130425,732
5/20/2021,130738,313
5/21/2021,130843,105
5/22/2021,131304,461
5/23/2021,131621,317
5/24/2021,132088,467
5/25/2021,132428,340
5/26/2021,132904,476
5/27/2021,133208,304
5/28/2021,133302,94
5/29/2021,133579,277
5/3/2021,133823,244
5/30/2021,134257,434
5/31/2021,134508,251
5/4/2021,134858,350
