date,Cochise_cume,Cochise
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,62,59
1/13/2021,201,139
1/14/2021,275,74
1/15/2021,311,36
1/16/2021,650,339
1/17/2021,1103,453
1/18/2021,1552,449
1/19/2021,1680,128
1/2/2021,1681,1
1/20/2021,1703,22
1/21/2021,1809,106
1/22/2021,1887,78
1/23/2021,2104,217
1/24/2021,2320,216
1/25/2021,2332,12
1/26/2021,2333,1
1/27/2021,2336,3
1/28/2021,2393,57
1/29/2021,2480,87
1/3/2021,2589,109
1/30/2021,2657,68
1/31/2021,2821,164
1/4/2021,3197,376
1/5/2021,3201,4
1/6/2021,3568,367
1/7/2021,3823,255
1/8/2021,4260,437
1/9/2021,4607,347
12/1/2020,5081,474
12/15/2020,5482,401
12/16/2020,5499,17
12/17/2020,5745,246
12/18/2020,6182,437
12/19/2020,6895,713
12/20/2020,7555,660
12/21/2020,7891,336
12/22/2020,8459,568
12/23/2020,8571,112
12/24/2020,9015,444
12/25/2020,9496,481
12/26/2020,10280,784
12/28/2020,11301,1021
12/29/2020,11992,691
12/30/2020,12013,21
12/31/2020,12027,14
2/1/2021,12319,292
2/10/2021,12539,220
2/11/2021,13100,561
2/12/2021,13515,415
2/13/2021,13992,477
2/14/2021,14159,167
2/15/2021,14170,11
2/16/2021,14703,533
2/17/2021,15536,833
2/18/2021,16922,1386
2/19/2021,18969,2047
2/2/2021,20371,1402
2/20/2021,20715,344
2/21/2021,20728,13
2/22/2021,21141,413
2/23/2021,21829,688
2/24/2021,22357,528
2/25/2021,23065,708
2/26/2021,23441,376
2/27/2021,23793,352
2/28/2021,23913,120
2/3/2021,24184,271
2/4/2021,24421,237
2/5/2021,25341,920
2/6/2021,27436,2095
2/7/2021,28906,1470
2/8/2021,29797,891
2/9/2021,29827,30
3/1/2021,30385,558
3/10/2021,30912,527
3/11/2021,32115,1203
3/12/2021,33762,1647
3/13/2021,34833,1071
3/14/2021,35854,1021
3/15/2021,35905,51
3/16/2021,36465,560
3/17/2021,37429,964
3/18/2021,39037,1608
3/19/2021,41177,2140
3/2/2021,42743,1566
3/20/2021,43570,827
3/21/2021,43600,30
3/22/2021,44545,945
3/23/2021,45476,931
3/24/2021,46454,978
3/25/2021,47839,1385
3/26/2021,48869,1030
3/27/2021,49783,914
3/28/2021,49817,34
3/29/2021,50385,568
3/3/2021,50755,370
3/30/2021,51759,1004
3/31/2021,54167,2408
3/4/2021,55675,1508
3/5/2021,56710,1035
3/6/2021,56733,23
3/7/2021,57293,560
3/8/2021,57969,676
3/9/2021,59428,1459
4/1/2021,61706,2278
4/10/2021,63076,1370
4/11/2021,64394,1318
4/12/2021,64441,47
4/13/2021,65142,701
4/14/2021,66069,927
4/15/2021,67720,1651
4/16/2021,69405,1685
4/17/2021,70537,1132
4/18/2021,71322,785
4/19/2021,71410,88
4/2/2021,72123,713
4/20/2021,72676,553
4/21/2021,73804,1128
4/22/2021,75964,2160
4/23/2021,77122,1158
4/24/2021,78452,1330
4/25/2021,78492,40
4/26/2021,79142,650
4/27/2021,79667,525
4/28/2021,80668,1001
4/29/2021,82161,1493
4/3/2021,83182,1021
4/30/2021,84013,831
4/4/2021,84044,31
4/5/2021,84548,504
4/6/2021,85059,511
4/7/2021,86075,1016
4/8/2021,87101,1026
4/9/2021,87788,687
5/1/2021,88266,478
5/10/2021,88289,23
5/11/2021,88590,301
5/12/2021,89068,478
5/13/2021,90013,945
5/14/2021,91052,1039
5/15/2021,91777,725
5/16/2021,92241,464
5/17/2021,92270,29
5/18/2021,92611,341
5/19/2021,92926,315
5/2/2021,93699,773
5/20/2021,94971,1272
5/21/2021,95502,531
5/22/2021,95817,315
5/23/2021,95873,56
5/24/2021,96319,446
5/25/2021,96791,472
5/26/2021,97602,811
5/27/2021,98379,777
5/28/2021,99098,719
5/29/2021,99440,342
5/3/2021,99500,60
5/30/2021,99915,415
5/31/2021,100211,296
5/4/2021,100653,442
5/5/2021,101312,659
5/6/2021,101887,575
5/7/2021,101981,94
5/8/2021,102042,61
5/9/2021,102107,65
6/1/2021,102437,330
6/10/2021,102866,429
6/11/2021,103467,601
6/12/2021,103968,501
6/13/2021,104108,140
