date,La Paz_cume,La Paz
2020-12-21 00:00:00,30,
2020-12-22 00:00:00,70,40
2020-12-23 00:00:00,88,18
2020-12-30 00:00:00,111,23
2021-01-06 00:00:00,151,40
2021-01-07 00:00:00,212,61
2021-01-11 00:00:00,213,1
2021-01-13 00:00:00,399,186
2021-01-14 00:00:00,400,1
2021-01-19 00:00:00,443,43
2021-01-20 00:00:00,552,109
2021-01-25 00:00:00,575,23
2021-01-26 00:00:00,598,23
2021-01-27 00:00:00,1142,544
2021-01-28 00:00:00,1802,660
2021-01-29 00:00:00,1824,22
2021-01-30 00:00:00,1825,1
2021-02-01 00:00:00,1850,25
2021-02-02 00:00:00,1884,34
2021-02-03 00:00:00,2593,709
2021-02-04 00:00:00,2777,184
2021-02-05 00:00:00,2830,53
2021-02-08 00:00:00,2873,43
2021-02-09 00:00:00,2910,37
2021-02-10 00:00:00,3489,579
2021-02-11 00:00:00,3697,208
2021-02-12 00:00:00,3698,1
2021-02-16 00:00:00,3699,1
2021-02-17 00:00:00,3793,94
2021-02-18 00:00:00,4320,527
2021-02-19 00:00:00,4321,1
2021-02-22 00:00:00,4355,34
2021-02-23 00:00:00,4381,26
2021-02-24 00:00:00,4717,336
2021-02-25 00:00:00,5381,664
2021-02-26 00:00:00,5403,22
2021-02-28 00:00:00,5404,1
2021-03-01 00:00:00,5478,74
2021-03-02 00:00:00,5554,76
2021-03-03 00:00:00,6319,765
2021-03-04 00:00:00,7044,725
2021-03-05 00:00:00,7101,57
2021-03-06 00:00:00,7124,23
2021-03-08 00:00:00,7183,59
2021-03-09 00:00:00,7277,94
2021-03-10 00:00:00,7952,675
2021-03-11 00:00:00,8575,623
2021-03-12 00:00:00,8633,58
2021-03-13 00:00:00,8643,10
2021-03-15 00:00:00,8689,46
2021-03-16 00:00:00,8746,57
2021-03-17 00:00:00,9217,471
2021-03-18 00:00:00,9811,594
2021-03-19 00:00:00,9859,48
2021-03-21 00:00:00,9860,1
2021-03-22 00:00:00,9911,51
2021-03-23 00:00:00,9973,62
2021-03-24 00:00:00,10327,354
2021-03-25 00:00:00,10823,496
2021-03-26 00:00:00,10825,2
2021-03-28 00:00:00,10827,2
2021-03-29 00:00:00,10884,57
2021-03-30 00:00:00,11131,247
2021-03-31 00:00:00,11655,524
2021-04-01 00:00:00,11714,59
2021-04-02 00:00:00,11740,26
2021-04-03 00:00:00,11752,12
2021-04-05 00:00:00,11798,46
2021-04-06 00:00:00,11898,100
2021-04-07 00:00:00,12169,271
2021-04-08 00:00:00,12518,349
2021-04-09 00:00:00,12644,126
2021-04-10 00:00:00,12701,57
2021-04-11 00:00:00,12715,14
2021-04-12 00:00:00,12782,67
2021-04-13 00:00:00,12839,57
2021-04-14 00:00:00,13293,454
2021-04-15 00:00:00,13812,519
2021-04-16 00:00:00,13856,44
2021-04-17 00:00:00,13861,5
2021-04-18 00:00:00,13863,2
2021-04-19 00:00:00,13922,59
2021-04-20 00:00:00,14020,98
2021-04-21 00:00:00,14161,141
2021-04-22 00:00:00,14592,431
2021-04-23 00:00:00,14623,31
2021-04-24 00:00:00,14633,10
2021-04-25 00:00:00,14634,1
2021-04-26 00:00:00,14668,34
2021-04-27 00:00:00,14713,45
2021-04-28 00:00:00,15147,434
2021-04-29 00:00:00,15202,55
2021-04-30 00:00:00,15276,74
2021-05-01 00:00:00,15313,37
2021-05-02 00:00:00,15319,6
2021-05-03 00:00:00,15349,30
2021-05-04 00:00:00,15410,61
2021-05-05 00:00:00,15610,200
2021-05-06 00:00:00,15784,174
2021-05-07 00:00:00,15802,18
2021-05-08 00:00:00,15805,3
2021-05-09 00:00:00,15806,1
2021-05-10 00:00:00,15829,23
2021-05-11 00:00:00,15867,38
2021-05-12 00:00:00,15944,77
2021-05-13 00:00:00,15964,20
2021-05-14 00:00:00,15985,21
2021-05-15 00:00:00,15993,8
2021-05-16 00:00:00,15994,1
2021-05-17 00:00:00,16033,39
2021-05-18 00:00:00,16057,24
2021-05-19 00:00:00,16240,183
2021-05-20 00:00:00,16268,28
2021-05-21 00:00:00,16302,34
2021-05-22 00:00:00,16314,12
2021-05-23 00:00:00,16317,3
2021-05-24 00:00:00,16332,15
2021-05-25 00:00:00,16367,35
2021-05-26 00:00:00,16419,52
2021-05-27 00:00:00,16431,12
2021-05-28 00:00:00,16446,15
2021-05-29 00:00:00,16449,3
2021-05-31 00:00:00,16450,1
2021-06-01 00:00:00,16493,43
2021-06-02 00:00:00,16548,55
2021-06-03 00:00:00,16603,55
2021-06-04 00:00:00,16610,7
2021-06-05 00:00:00,16615,5
2021-06-06 00:00:00,16619,4
2021-06-07 00:00:00,16627,8
2021-06-08 00:00:00,16645,18
2021-06-09 00:00:00,16688,43
2021-06-10 00:00:00,16696,8
2021-06-11 00:00:00,16700,4
2021-06-12 00:00:00,16702,2
2021-06-13 00:00:00,16703,1
2021-06-14 00:00:00,16722,19
2021-06-15 00:00:00,16743,21
2021-06-16 00:00:00,16774,31
2021-06-17 00:00:00,16788,14
2021-06-18 00:00:00,16799,11
2021-06-19 00:00:00,16804,5
2021-06-20 00:00:00,16805,1
2021-06-21 00:00:00,16807,2
2021-06-22 00:00:00,16825,18
2021-06-23 00:00:00,16846,21
2021-06-24 00:00:00,16856,10
2021-06-25 00:00:00,16858,2
2021-06-26 00:00:00,16866,8
2021-06-27 00:00:00,16869,3
