date,Apache_cume,Apache
2020-12-08 00:00:00,1,
2020-12-17 00:00:00,3,2
2020-12-21 00:00:00,5,2
2020-12-22 00:00:00,7,2
2020-12-23 00:00:00,51,44
2020-12-24 00:00:00,52,1
2020-12-26 00:00:00,54,2
2020-12-28 00:00:00,105,51
2020-12-29 00:00:00,162,57
2020-12-30 00:00:00,231,69
2020-12-31 00:00:00,237,6
2021-01-04 00:00:00,245,8
2021-01-05 00:00:00,303,58
2021-01-06 00:00:00,428,125
2021-01-07 00:00:00,655,227
2021-01-08 00:00:00,706,51
2021-01-09 00:00:00,716,10
2021-01-11 00:00:00,804,88
2021-01-12 00:00:00,999,195
2021-01-13 00:00:00,1154,155
2021-01-14 00:00:00,1517,363
2021-01-15 00:00:00,1598,81
2021-01-16 00:00:00,1619,21
2021-01-18 00:00:00,1689,70
2021-01-19 00:00:00,1786,97
2021-01-20 00:00:00,1999,213
2021-01-21 00:00:00,2343,344
2021-01-22 00:00:00,2424,81
2021-01-23 00:00:00,2454,30
2021-01-25 00:00:00,2557,103
2021-01-26 00:00:00,2699,142
2021-01-27 00:00:00,2932,233
2021-01-28 00:00:00,3370,438
2021-01-29 00:00:00,3482,112
2021-01-30 00:00:00,3483,1
2021-01-31 00:00:00,3488,5
2021-02-01 00:00:00,3671,183
2021-02-02 00:00:00,3847,176
2021-02-03 00:00:00,4226,379
2021-02-04 00:00:00,4702,476
2021-02-05 00:00:00,4804,102
2021-02-06 00:00:00,4845,41
2021-02-07 00:00:00,4846,1
2021-02-08 00:00:00,5027,181
2021-02-09 00:00:00,5267,240
2021-02-10 00:00:00,5747,480
2021-02-11 00:00:00,6419,672
2021-02-12 00:00:00,6589,170
2021-02-13 00:00:00,6656,67
2021-02-15 00:00:00,6747,91
2021-02-16 00:00:00,6937,190
2021-02-17 00:00:00,7213,276
2021-02-18 00:00:00,7551,338
2021-02-19 00:00:00,7618,67
2021-02-20 00:00:00,7651,33
2021-02-21 00:00:00,7659,8
2021-02-22 00:00:00,7841,182
2021-02-23 00:00:00,8000,159
2021-02-24 00:00:00,8163,163
2021-02-25 00:00:00,8630,467
2021-02-26 00:00:00,8747,117
2021-02-27 00:00:00,8772,25
2021-02-28 00:00:00,8784,12
2021-03-01 00:00:00,9103,319
2021-03-02 00:00:00,9253,150
2021-03-03 00:00:00,9745,492
2021-03-04 00:00:00,9992,247
2021-03-05 00:00:00,10074,82
2021-03-06 00:00:00,10085,11
2021-03-07 00:00:00,10095,10
2021-03-08 00:00:00,10274,179
2021-03-09 00:00:00,10516,242
2021-03-10 00:00:00,11035,519
2021-03-11 00:00:00,11307,272
2021-03-12 00:00:00,11442,135
2021-03-13 00:00:00,11502,60
2021-03-14 00:00:00,11518,16
2021-03-15 00:00:00,11656,138
2021-03-16 00:00:00,11823,167
2021-03-17 00:00:00,11923,100
2021-03-18 00:00:00,12013,90
2021-03-19 00:00:00,12056,43
2021-03-20 00:00:00,12073,17
2021-03-21 00:00:00,12101,28
2021-03-22 00:00:00,12205,104
2021-03-23 00:00:00,12333,128
2021-03-24 00:00:00,12668,335
2021-03-25 00:00:00,12805,137
2021-03-26 00:00:00,12847,42
2021-03-27 00:00:00,12858,11
2021-03-28 00:00:00,12888,30
2021-03-29 00:00:00,12982,94
2021-03-30 00:00:00,13110,128
2021-03-31 00:00:00,13201,91
2021-04-01 00:00:00,13286,85
