date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-17,9,8
2020-12-18,15,6
2020-12-19,19,4
2020-12-20,21,2
2020-12-21,24,3
2020-12-22,71,47
2020-12-23,97,26
2020-12-24,122,25
2020-12-26,128,6
2020-12-28,171,43
2020-12-29,232,61
2020-12-30,304,72
2020-12-31,369,65
2021-01-01,392,23
2021-01-02,395,3
2021-01-03,401,6
2021-01-04,469,68
2021-01-05,546,77
2021-01-06,666,120
2021-01-07,835,169
2021-01-08,1000,165
2021-01-09,1009,9
2021-01-10,1014,5
2021-01-11,1115,101
2021-01-12,1256,141
2021-01-13,1464,208
2021-01-14,1682,218
2021-01-15,1902,220
2021-01-16,1916,14
2021-01-17,1925,9
2021-01-18,1953,28
2021-01-19,2062,109
2021-01-20,2499,437
2021-01-21,2908,409
2021-01-22,3460,552
2021-01-23,3489,29
2021-01-24,3497,8
2021-01-25,3623,126
2021-01-26,4064,441
2021-01-27,4271,207
2021-01-28,4780,509
2021-01-29,5255,475
2021-01-30,5340,85
2021-01-31,5386,46
2021-02-01,5585,199
2021-02-02,6195,610
2021-02-03,6432,237
2021-02-04,7026,594
2021-02-05,7733,707
2021-02-06,7770,37
2021-02-07,7784,14
2021-02-08,7965,181
2021-02-09,8533,568
2021-02-10,9197,664
2021-02-11,9836,639
2021-02-12,10481,645
2021-02-13,10964,483
2021-02-14,11398,434
2021-02-15,11513,115
2021-02-16,11625,112
2021-02-17,11679,54
2021-02-18,11730,51
2021-02-19,11846,116
2021-02-20,11888,42
2021-02-21,11905,17
2021-02-22,11976,71
2021-02-23,12616,640
2021-02-24,13456,840
2021-02-25,14234,778
2021-02-26,15093,859
2021-02-27,15236,143
2021-02-28,15324,88
2021-03-01,15629,305
2021-03-02,16592,963
2021-03-03,17413,821
2021-03-04,18285,872
2021-03-05,19121,836
2021-03-06,19249,128
2021-03-07,19315,66
2021-03-08,19559,244
2021-03-09,20274,715
2021-03-10,21101,827
2021-03-11,21900,799
2021-03-12,22656,756
2021-03-13,23204,548
2021-03-14,23637,433
2021-03-15,23897,260
2021-03-16,24691,794
2021-03-17,25506,815
2021-03-18,26272,766
2021-03-19,27213,941
2021-03-20,27334,121
2021-03-21,27450,116
2021-03-22,27722,272
2021-03-23,28546,824
2021-03-24,29372,826
2021-03-25,30160,788
2021-03-26,31042,882
