date,Gila_cume,Gila
2020-12-17 00:00:00,182,
2020-12-18 00:00:00,299,117
2020-12-20 00:00:00,300,1
2020-12-21 00:00:00,390,90
2020-12-22 00:00:00,457,67
2020-12-23 00:00:00,587,130
2020-12-24 00:00:00,728,141
2020-12-26 00:00:00,753,25
2020-12-27 00:00:00,759,6
2020-12-28 00:00:00,1072,313
2020-12-29 00:00:00,1314,242
2020-12-30 00:00:00,1565,251
2020-12-31 00:00:00,1799,234
2021-01-01 00:00:00,1802,3
2021-01-02 00:00:00,2003,201
2021-01-03 00:00:00,2004,1
2021-01-04 00:00:00,2235,231
2021-01-05 00:00:00,2570,335
2021-01-06 00:00:00,2838,268
2021-01-07 00:00:00,3451,613
2021-01-08 00:00:00,3974,523
2021-01-09 00:00:00,4004,30
2021-01-11 00:00:00,4273,269
2021-01-12 00:00:00,4456,183
2021-01-13 00:00:00,4661,205
2021-01-14 00:00:00,5032,371
2021-01-15 00:00:00,5656,624
2021-01-16 00:00:00,5659,3
2021-01-18 00:00:00,5772,113
2021-01-19 00:00:00,6174,402
2021-01-20 00:00:00,6610,436
2021-01-21 00:00:00,7128,518
2021-01-22 00:00:00,7300,172
2021-01-23 00:00:00,7454,154
2021-01-25 00:00:00,7744,290
2021-01-26 00:00:00,7935,191
2021-01-27 00:00:00,8388,453
2021-01-28 00:00:00,9070,682
2021-01-29 00:00:00,9570,500
2021-01-30 00:00:00,9937,367
2021-01-31 00:00:00,9948,11
2021-02-01 00:00:00,10391,443
2021-02-02 00:00:00,11068,677
2021-02-03 00:00:00,11760,692
2021-02-04 00:00:00,12663,903
2021-02-05 00:00:00,13513,850
2021-02-06 00:00:00,14069,556
2021-02-07 00:00:00,14080,11
2021-02-08 00:00:00,14485,405
2021-02-09 00:00:00,15069,584
2021-02-10 00:00:00,15517,448
2021-02-11 00:00:00,15911,394
2021-02-12 00:00:00,16598,687
2021-02-13 00:00:00,17674,1076
2021-02-14 00:00:00,18245,571
2021-02-15 00:00:00,18391,146
2021-02-16 00:00:00,18856,465
2021-02-17 00:00:00,19265,409
2021-02-18 00:00:00,19803,538
2021-02-19 00:00:00,20219,416
2021-02-20 00:00:00,20575,356
2021-02-22 00:00:00,20724,149
2021-02-23 00:00:00,21047,323
2021-02-24 00:00:00,21322,275
2021-02-25 00:00:00,21837,515
2021-02-26 00:00:00,22287,450
2021-02-27 00:00:00,24103,1816
2021-02-28 00:00:00,25000,897
2021-03-01 00:00:00,25294,294
2021-03-02 00:00:00,25681,387
2021-03-03 00:00:00,26068,387
2021-03-04 00:00:00,26802,734
2021-03-05 00:00:00,27116,314
2021-03-06 00:00:00,27650,534
2021-03-07 00:00:00,27674,24
2021-03-08 00:00:00,27945,271
2021-03-09 00:00:00,28519,574
2021-03-10 00:00:00,28939,420
2021-03-11 00:00:00,30356,1417
2021-03-12 00:00:00,30858,502
2021-03-13 00:00:00,32261,1403
2021-03-14 00:00:00,32786,525
2021-03-15 00:00:00,32968,182
2021-03-16 00:00:00,33422,454
2021-03-17 00:00:00,33634,212
2021-03-18 00:00:00,34013,379
2021-03-19 00:00:00,34315,302
2021-03-20 00:00:00,34652,337
2021-03-22 00:00:00,34845,193
2021-03-23 00:00:00,35086,241
2021-03-24 00:00:00,35251,165
2021-03-25 00:00:00,35593,342
2021-03-26 00:00:00,35798,205
2021-03-27 00:00:00,37591,1793
2021-03-28 00:00:00,38404,813
2021-03-29 00:00:00,38687,283
2021-03-30 00:00:00,38845,158
2021-03-31 00:00:00,38990,145
2021-04-01 00:00:00,39701,711
2021-04-02 00:00:00,39958,257
2021-04-03 00:00:00,40005,47
2021-04-04 00:00:00,40015,10
2021-04-05 00:00:00,40226,211
2021-04-06 00:00:00,40741,515
2021-04-07 00:00:00,40933,192
2021-04-08 00:00:00,41427,494
2021-04-09 00:00:00,41719,292
2021-04-10 00:00:00,42288,569
2021-04-11 00:00:00,42304,16
2021-04-12 00:00:00,42461,157
2021-04-13 00:00:00,42589,128
2021-04-14 00:00:00,42644,55
2021-04-15 00:00:00,42897,253
