date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,178,185,160,189,241,5
1/10/2021,273,305,300,314,519,7
1/11/2021,280,317,308,329,565,7
1/12/2021,289,324,322,358,630,10
1/13/2021,300,333,334,375,728,10
1/14/2021,316,364,361,424,850,11
1/15/2021,425,479,467,550,979,30
1/16/2021,428,479,468,550,1034,30
1/17/2021,429,479,468,550,1036,30
1/18/2021,442,483,482,563,1111,30
1/19/2021,450,496,490,583,1164,31
1/2/2021,179,185,160,190,242,5
1/20/2021,474,507,507,603,1244,31
1/21/2021,489,515,516,626,1376,32
1/22/2021,555,571,553,667,1440,38
1/23/2021,561,582,563,674,1648,38
1/24/2021,562,582,565,674,1648,38
1/25/2021,576,592,582,691,1693,39
1/26/2021,585,598,586,704,1763,39
1/27/2021,611,612,609,722,1872,41
1/28/2021,636,641,648,752,1955,41
1/29/2021,681,671,669,785,2176,50
1/3/2021,179,185,160,190,242,5
1/30/2021,716,697,690,792,2182,53
1/31/2021,716,697,690,793,2182,53
1/4/2021,198,218,195,210,276,6
1/5/2021,210,232,211,226,330,6
1/6/2021,228,257,227,248,366,7
1/7/2021,251,272,250,265,459,7
1/8/2021,273,305,300,314,518,7
1/9/2021,273,305,300,314,519,7
12/17/2020,24,17,10,19,9,1
12/18/2020,41,34,21,37,13,1
12/19/2020,41,34,21,37,13,1
12/20/2020,41,34,21,37,13,2
12/21/2020,56,44,30,46,17,2
12/22/2020,61,58,38,59,23,2
12/23/2020,92,89,74,82,33,2
12/24/2020,110,100,80,99,42,2
12/25/2020,110,100,80,99,42,2
12/26/2020,111,102,82,100,46,2
12/27/2020,112,102,83,100,46,2
12/28/2020,132,124,99,127,110,4
12/29/2020,153,150,122,142,178,4
12/30/2020,164,172,143,169,215,5
12/31/2020,178,183,160,189,239,5
2/1/2021,726,706,700,798,2230,54
2/10/2021,867,778,793,894,3009,71
2/11/2021,887,805,829,927,3078,73
2/12/2021,924,831,852,974,3148,79
2/13/2021,929,836,853,990,3290,79
2/14/2021,929,836,853,990,3290,79
2/15/2021,934,839,858,993,3322,79
2/16/2021,951,851,869,1011,3360,82
2/17/2021,965,862,878,1021,3405,83
2/18/2021,1003,902,922,1049,3443,93
2/19/2021,1039,927,944,1073,3469,95
2/2/2021,736,714,712,809,2293,55
2/20/2021,1049,932,951,1082,3483,111
2/21/2021,1049,932,951,1082,3483,111
2/22/2021,1063,938,961,1093,3505,114
2/23/2021,1081,952,974,1110,3544,116
2/24/2021,1104,966,991,1128,3577,120
2/25/2021,1129,987,1010,1152,3626,121
2/26/2021,1137,999,1022,1170,3660,121
2/27/2021,1143,1009,1024,1172,3662,122
2/28/2021,1143,1009,1025,1172,3670,122
2/3/2021,748,725,719,815,2426,56
2/4/2021,753,732,726,826,2520,57
2/5/2021,770,741,745,850,2595,58
2/6/2021,803,754,757,862,2786,61
2/7/2021,803,754,757,862,2786,61
2/8/2021,836,762,764,869,2844,69
2/9/2021,846,768,774,875,2917,70
3/1/2021,1164,1025,1043,1196,3695,129
3/10/2021,1321,1138,1162,1504,3895,144
3/11/2021,1341,1151,1179,1566,3924,144
3/12/2021,1408,1194,1219,1657,3957,150
3/13/2021,1414,1197,1225,1731,3972,152
3/14/2021,1415,1197,1225,1731,3974,152
3/15/2021,1427,1212,1246,1813,4034,155
3/16/2021,1433,1222,1257,1865,4062,155
3/17/2021,1455,1237,1283,1924,4107,158
3/18/2021,1477,1247,1308,1956,4141,161
3/19/2021,1507,1257,1328,1981,4160,169
3/2/2021,1192,1042,1064,1238,3718,132
3/20/2021,1510,1257,1328,1985,4166,169
3/21/2021,1511,1258,1329,1985,4167,169
3/22/2021,1541,1291,1360,1997,4179,170
3/23/2021,1581,1315,1391,2036,4194,177
3/24/2021,1624,1338,1421,2074,4222,187
3/25/2021,1660,1361,1455,2112,4242,188
3/26/2021,1700,1390,1488,2149,4264,193
3/27/2021,1735,1415,1502,2156,4275,205
3/28/2021,1735,1415,1502,2156,4276,205
3/29/2021,1750,1431,1532,2203,4292,212
3/3/2021,1230,1068,1081,1276,3775,136
3/30/2021,1772,1450,1553,2224,4309,215
3/31/2021,1805,1480,1623,2274,4328,217
3/4/2021,1258,1089,1103,1322,3801,139
3/5/2021,1263,1099,1114,1345,3812,140
3/6/2021,1270,1101,1119,1359,3818,141
3/7/2021,1271,1101,1119,1359,3819,142
3/8/2021,1281,1109,1132,1391,3845,142
3/9/2021,1300,1123,1148,1442,3868,143
4/1/2021,1850,1508,1657,2316,4340,222
4/10/2021,2075,1730,1835,2439,4423,266
4/11/2021,2075,1730,1835,2442,4424,266
4/12/2021,2082,1736,1845,2453,4436,267
4/13/2021,2096,1740,1851,2460,4451,267
4/14/2021,2109,1800,1883,2465,4461,270
4/15/2021,2123,1814,1891,2479,4472,271
4/16/2021,2148,1827,1907,2498,4489,276
4/17/2021,2148,1830,1909,2499,4490,277
4/18/2021,2148,1830,1909,2499,4490,277
