date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,178,184,160,188,243,5
1/10/2021,273,304,298,313,523,7
1/11/2021,280,316,306,328,569,7
1/12/2021,289,323,320,357,634,10
1/13/2021,300,332,332,374,732,10
1/14/2021,316,363,359,422,855,11
1/15/2021,424,479,465,548,984,30
1/16/2021,427,479,466,548,1039,30
1/17/2021,428,479,466,548,1041,30
1/18/2021,441,483,480,560,1117,30
1/19/2021,449,496,488,580,1170,31
1/2/2021,179,184,160,189,244,5
1/20/2021,473,507,505,600,1250,31
1/21/2021,488,515,515,623,1382,32
1/22/2021,556,571,552,664,1446,36
1/23/2021,562,582,562,671,1654,36
1/24/2021,563,582,564,671,1654,36
1/25/2021,577,592,581,688,1699,37
1/26/2021,586,598,585,701,1769,37
1/27/2021,612,612,608,719,1878,39
1/28/2021,637,641,647,749,1961,39
1/29/2021,682,671,668,782,2182,48
1/3/2021,179,184,160,189,244,5
1/30/2021,717,697,689,789,2188,51
1/31/2021,717,697,689,790,2188,51
1/4/2021,198,217,195,209,278,6
1/5/2021,210,231,211,225,332,6
1/6/2021,228,256,227,247,368,7
1/7/2021,251,271,249,264,462,7
1/8/2021,273,304,298,313,522,7
1/9/2021,273,304,298,313,523,7
12/17/2020,24,17,10,19,9,1
12/18/2020,41,34,21,36,14,1
12/19/2020,41,34,21,36,14,1
12/20/2020,41,34,21,36,14,2
12/21/2020,56,44,30,45,18,2
12/22/2020,61,58,38,58,24,2
12/23/2020,92,89,73,82,34,2
12/24/2020,110,100,79,98,44,2
12/25/2020,110,100,79,98,44,2
12/26/2020,111,102,81,99,48,2
12/27/2020,112,102,82,99,48,2
12/28/2020,132,124,98,126,112,4
12/29/2020,153,149,122,141,180,4
12/30/2020,164,171,143,168,217,5
12/31/2020,178,182,160,188,241,5
2/1/2021,727,706,699,795,2238,52
2/10/2021,868,777,793,891,3017,69
2/11/2021,888,804,829,924,3086,71
2/12/2021,925,830,852,971,3156,77
2/13/2021,930,835,853,986,3299,77
2/14/2021,930,835,853,986,3299,77
2/15/2021,935,838,858,989,3331,77
2/16/2021,952,850,869,1007,3369,80
2/17/2021,966,861,878,1017,3414,81
2/18/2021,1004,901,922,1045,3452,91
2/19/2021,1040,926,944,1069,3478,93
2/2/2021,737,714,711,806,2301,53
2/20/2021,1050,931,951,1078,3492,109
2/21/2021,1050,931,951,1078,3492,109
2/22/2021,1064,937,961,1089,3514,112
2/23/2021,1082,951,974,1106,3551,114
2/24/2021,1105,965,990,1125,3584,118
2/25/2021,1130,986,1009,1149,3633,119
2/26/2021,1138,998,1021,1167,3667,119
2/27/2021,1144,1008,1023,1169,3669,120
2/28/2021,1144,1008,1024,1169,3677,120
2/3/2021,749,725,718,812,2434,54
2/4/2021,754,731,726,823,2528,55
2/5/2021,771,740,745,847,2603,56
2/6/2021,804,753,757,859,2794,59
2/7/2021,804,753,757,859,2794,59
2/8/2021,837,761,764,866,2852,67
2/9/2021,847,767,774,872,2925,68
3/1/2021,1165,1024,1042,1193,3702,127
3/10/2021,1322,1138,1161,1499,3904,141
3/11/2021,1342,1151,1178,1561,3933,141
3/12/2021,1408,1195,1218,1652,3966,147
3/13/2021,1414,1198,1224,1726,3981,149
3/14/2021,1415,1198,1224,1726,3983,149
3/15/2021,1427,1213,1245,1808,4043,152
3/16/2021,1433,1223,1256,1860,4071,152
3/17/2021,1455,1238,1282,1919,4116,155
3/18/2021,1477,1248,1307,1951,4150,158
3/19/2021,1507,1258,1327,1976,4169,166
3/2/2021,1193,1041,1063,1235,3725,130
3/20/2021,1510,1258,1327,1980,4175,166
3/21/2021,1511,1259,1328,1980,4176,166
3/22/2021,1540,1293,1358,1993,4188,167
3/23/2021,1580,1316,1390,2032,4203,174
3/24/2021,1624,1339,1420,2070,4231,183
3/25/2021,1660,1361,1455,2108,4251,184
3/26/2021,1700,1390,1488,2145,4273,189
3/27/2021,1736,1415,1502,2152,4284,200
3/28/2021,1736,1415,1502,2152,4285,200
3/29/2021,1751,1431,1532,2199,4301,207
3/3/2021,1231,1067,1080,1273,3782,134
3/30/2021,1773,1450,1553,2220,4318,210
3/31/2021,1806,1480,1623,2269,4338,212
3/4/2021,1258,1089,1102,1318,3809,137
3/5/2021,1264,1099,1113,1341,3820,137
3/6/2021,1271,1101,1118,1355,3826,138
3/7/2021,1272,1101,1118,1355,3827,139
3/8/2021,1282,1109,1131,1387,3853,139
3/9/2021,1301,1123,1147,1437,3877,140
4/1/2021,1851,1507,1658,2311,4350,217
4/10/2021,2076,1728,1837,2433,4434,261
4/11/2021,2076,1728,1837,2436,4435,261
4/12/2021,2083,1734,1847,2447,4447,262
4/13/2021,2097,1738,1853,2454,4462,262
4/14/2021,2110,1798,1885,2459,4472,265
4/15/2021,2124,1812,1893,2473,4483,266
4/16/2021,2149,1825,1909,2492,4500,271
4/17/2021,2149,1828,1911,2493,4501,272
4/18/2021,2149,1828,1911,2493,4501,272
