date,pcr_tests_YUMA,pcr_pos_test_YUMA,pcr_positivity_YUMA
2021-12-27 00:00:00,780,102,0.1307692307692308
2021-12-26 00:00:00,288,43,0.1493055555555556
2021-12-25 00:00:00,100,22,0.22
2021-12-24 00:00:00,282,40,0.1418439716312057
2021-12-23 00:00:00,823,89,0.1081409477521264
2021-12-22 00:00:00,651,77,0.1182795698924731
2021-12-21 00:00:00,823,91,0.1105710814094775
2021-12-20 00:00:00,859,85,0.0989522700814901
2021-12-19 00:00:00,359,37,0.1030640668523677
2021-12-18 00:00:00,448,29,0.0647321428571429
2021-12-17 00:00:00,958,69,0.0720250521920668
2021-12-16 00:00:00,633,55,0.0868878357030016
2021-12-15 00:00:00,786,76,0.0966921119592875
2021-12-14 00:00:00,805,83,0.1031055900621118
2021-12-13 00:00:00,1023,85,0.083088954056696
2021-12-12 00:00:00,323,17,0.0526315789473684
2021-12-11 00:00:00,290,23,0.0793103448275862
2021-12-10 00:00:00,785,66,0.0840764331210191
2021-12-09 00:00:00,689,53,0.0769230769230769
2021-12-08 00:00:00,742,62,0.0835579514824798
2021-12-07 00:00:00,657,59,0.0898021308980213
2021-12-06 00:00:00,823,63,0.0765492102065614
2021-12-05 00:00:00,270,20,0.0740740740740741
2021-12-04 00:00:00,257,17,0.066147859922179
2021-12-03 00:00:00,732,59,0.0806010928961749
2021-12-02 00:00:00,655,62,0.0946564885496183
2021-12-01 00:00:00,617,48,0.0777957860615883
2021-11-30 00:00:00,730,78,0.1068493150684932
2021-11-29 00:00:00,956,104,0.1087866108786611
2021-11-28 00:00:00,156,25,0.1602564102564103
2021-11-27 00:00:00,194,22,0.1134020618556701
2021-11-26 00:00:00,510,24,0.0470588235294118
2021-11-25 00:00:00,84,8,0.0952380952380952
2021-11-24 00:00:00,422,46,0.1090047393364929
2021-11-23 00:00:00,565,56,0.0991150442477876
2021-11-22 00:00:00,672,78,0.1160714285714286
2021-11-21 00:00:00,210,20,0.0952380952380952
2021-11-20 00:00:00,248,27,0.1088709677419355
2021-11-19 00:00:00,694,53,0.0763688760806916
2021-11-18 00:00:00,602,48,0.079734219269103
2021-11-17 00:00:00,646,53,0.0820433436532508
2021-11-16 00:00:00,604,66,0.109271523178808
2021-11-15 00:00:00,896,64,0.0714285714285714
2021-11-14 00:00:00,230,20,0.0869565217391304
2021-11-13 00:00:00,231,23,0.0995670995670996
2021-11-12 00:00:00,723,52,0.0719225449515906
2021-11-11 00:00:00,615,53,0.0861788617886179
2021-11-10 00:00:00,416,49,0.1177884615384615
2021-11-09 00:00:00,353,30,0.084985835694051
2021-11-08 00:00:00,549,52,0.0947176684881603
2021-11-07 00:00:00,242,18,0.0743801652892562
2021-11-06 00:00:00,182,20,0.1098901098901099
2021-11-05 00:00:00,587,39,0.0664395229982964
2021-11-04 00:00:00,350,37,0.1057142857142857
2021-11-03 00:00:00,565,53,0.0938053097345133
2021-11-02 00:00:00,550,37,0.0672727272727273
2021-11-01 00:00:00,651,59,0.0906298003072197
2021-10-31 00:00:00,158,16,0.1012658227848101
2021-10-30 00:00:00,224,35,0.15625
2021-10-29 00:00:00,650,54,0.0830769230769231
2021-10-28 00:00:00,523,41,0.0783938814531549
2021-10-27 00:00:00,485,38,0.0783505154639175
2021-10-26 00:00:00,472,43,0.0911016949152542
2021-10-25 00:00:00,684,42,0.0614035087719298
2021-10-24 00:00:00,247,22,0.0890688259109312
2021-10-23 00:00:00,213,32,0.1502347417840376
2021-10-22 00:00:00,530,31,0.0584905660377359
2021-10-21 00:00:00,611,43,0.0703764320785598
2021-10-20 00:00:00,462,30,0.0649350649350649
2021-10-19 00:00:00,491,44,0.0896130346232179
2021-10-18 00:00:00,671,29,0.0432190760059613
2021-10-17 00:00:00,206,14,0.0679611650485437
2021-10-16 00:00:00,172,23,0.1337209302325581
2021-10-15 00:00:00,616,25,0.0405844155844156
2021-10-14 00:00:00,490,31,0.063265306122449
2021-10-13 00:00:00,399,23,0.0576441102756892
2021-10-12 00:00:00,380,25,0.0657894736842105
2021-10-11 00:00:00,528,26,0.0492424242424242
2021-10-10 00:00:00,210,16,0.0761904761904762
2021-10-09 00:00:00,253,21,0.08300395256917
2021-10-08 00:00:00,545,41,0.0752293577981651
2021-10-07 00:00:00,509,32,0.0628683693516699
2021-10-06 00:00:00,479,39,0.081419624217119
2021-10-05 00:00:00,427,32,0.0749414519906323
2021-10-04 00:00:00,656,48,0.0731707317073171
2021-10-03 00:00:00,176,14,0.0795454545454546
2021-10-02 00:00:00,188,22,0.1170212765957447
2021-10-01 00:00:00,594,39,0.0656565656565657
2021-09-30 00:00:00,451,46,0.1019955654101996
2021-09-29 00:00:00,399,40,0.100250626566416
2021-09-28 00:00:00,646,49,0.0758513931888545
2021-09-27 00:00:00,694,49,0.0706051873198847
2021-09-26 00:00:00,157,27,0.1719745222929936
2021-09-25 00:00:00,215,32,0.1488372093023256
2021-09-24 00:00:00,588,51,0.086734693877551
2021-09-23 00:00:00,496,34,0.0685483870967742
2021-09-22 00:00:00,456,46,0.1008771929824561
2021-09-21 00:00:00,634,34,0.0536277602523659
2021-09-20 00:00:00,976,44,0.0450819672131148
2021-09-19 00:00:00,241,16,0.0663900414937759
2021-09-18 00:00:00,249,20,0.0803212851405623
2021-09-17 00:00:00,640,32,0.05
2021-09-16 00:00:00,577,29,0.0502599653379549
2021-09-15 00:00:00,483,30,0.062111801242236
2021-09-14 00:00:00,621,45,0.072463768115942
2021-09-13 00:00:00,778,55,0.070694087403599
2021-09-12 00:00:00,270,25,0.0925925925925926
2021-09-11 00:00:00,286,37,0.1293706293706294
2021-09-10 00:00:00,573,45,0.0785340314136126
2021-09-09 00:00:00,672,42,0.0625
2021-09-08 00:00:00,688,60,0.0872093023255814
2021-09-07 00:00:00,930,84,0.0903225806451613
2021-09-06 00:00:00,234,21,0.0897435897435898
2021-09-05 00:00:00,273,33,0.1208791208791209
2021-09-04 00:00:00,326,31,0.0950920245398773
2021-09-03 00:00:00,896,44,0.0491071428571429
2021-09-02 00:00:00,726,50,0.068870523415978
2021-09-01 00:00:00,546,54,0.0989010989010989
2021-08-31 00:00:00,687,55,0.0800582241630277
2021-08-30 00:00:00,1011,68,0.0672601384767557
2021-08-29 00:00:00,219,26,0.1187214611872146
2021-08-28 00:00:00,325,29,0.0892307692307692
2021-08-27 00:00:00,768,63,0.08203125
2021-08-26 00:00:00,577,60,0.1039861351819757
2021-08-25 00:00:00,679,56,0.0824742268041237
2021-08-24 00:00:00,793,72,0.0907944514501892
2021-08-23 00:00:00,1043,92,0.0882070949185043
