date,Pima_cume,Pima
2020-12-01 00:00:00,5,
2020-12-02 00:00:00,6,1
2020-12-03 00:00:00,8,2
2020-12-04 00:00:00,9,1
2020-12-05 00:00:00,10,1
2020-12-09 00:00:00,12,2
2020-12-11 00:00:00,15,3
2020-12-13 00:00:00,16,1
2020-12-14 00:00:00,18,2
2020-12-15 00:00:00,32,14
2020-12-16 00:00:00,34,2
2020-12-17 00:00:00,1266,1232
2020-12-18 00:00:00,2669,1403
2020-12-19 00:00:00,3405,736
2020-12-20 00:00:00,3408,3
2020-12-21 00:00:00,4929,1521
2020-12-22 00:00:00,6428,1499
2020-12-23 00:00:00,8265,1837
2020-12-24 00:00:00,9296,1031
2020-12-25 00:00:00,9297,1
2020-12-26 00:00:00,10082,785
2020-12-27 00:00:00,10245,163
2020-12-28 00:00:00,12086,1841
2020-12-29 00:00:00,14159,2073
2020-12-30 00:00:00,16403,2244
2020-12-31 00:00:00,18058,1655
2021-01-01 00:00:00,18192,134
2021-01-02 00:00:00,18806,614
2021-01-03 00:00:00,19238,432
2021-01-04 00:00:00,21029,1791
2021-01-05 00:00:00,22758,1729
2021-01-06 00:00:00,24899,2141
2021-01-07 00:00:00,27136,2237
2021-01-08 00:00:00,29775,2639
2021-01-09 00:00:00,31288,1513
2021-01-10 00:00:00,31685,397
2021-01-11 00:00:00,34446,2761
2021-01-12 00:00:00,37159,2713
2021-01-13 00:00:00,39612,2453
2021-01-14 00:00:00,42025,2413
2021-01-15 00:00:00,46017,3992
2021-01-16 00:00:00,47411,1394
2021-01-17 00:00:00,47906,495
2021-01-18 00:00:00,51843,3937
2021-01-19 00:00:00,55905,4062
2021-01-20 00:00:00,60637,4732
2021-01-21 00:00:00,65927,5290
2021-01-22 00:00:00,72425,6498
2021-01-23 00:00:00,74981,2556
2021-01-24 00:00:00,75975,994
2021-01-25 00:00:00,83255,7280
2021-01-26 00:00:00,90231,6976
2021-01-27 00:00:00,97755,7524
2021-01-28 00:00:00,104633,6878
2021-01-29 00:00:00,111883,7250
2021-01-30 00:00:00,115676,3793
2021-01-31 00:00:00,117172,1496
2021-02-01 00:00:00,122411,5239
2021-02-02 00:00:00,128654,6243
2021-02-03 00:00:00,135582,6928
2021-02-04 00:00:00,142789,7207
2021-02-05 00:00:00,151489,8700
2021-02-06 00:00:00,155820,4331
2021-02-07 00:00:00,156898,1078
2021-02-08 00:00:00,163691,6793
2021-02-09 00:00:00,169845,6154
2021-02-10 00:00:00,177283,7438
2021-02-11 00:00:00,184891,7608
2021-02-12 00:00:00,193591,8700
2021-02-13 00:00:00,197865,4274
2021-02-14 00:00:00,198775,910
2021-02-15 00:00:00,204811,6036
2021-02-16 00:00:00,211641,6830
2021-02-17 00:00:00,219133,7492
2021-02-18 00:00:00,226273,7140
2021-02-19 00:00:00,230619,4346
2021-02-20 00:00:00,232662,2043
2021-02-21 00:00:00,233287,625
2021-02-22 00:00:00,236992,3705
2021-02-23 00:00:00,241474,4482
2021-02-24 00:00:00,247829,6355
2021-02-25 00:00:00,255940,8111
2021-02-26 00:00:00,265952,10012
2021-02-27 00:00:00,270370,4418
2021-02-28 00:00:00,272428,2058
2021-03-01 00:00:00,279124,6696
2021-03-02 00:00:00,285662,6538
2021-03-03 00:00:00,293726,8064
2021-03-04 00:00:00,299900,6174
2021-03-05 00:00:00,307680,7780
2021-03-06 00:00:00,312266,4586
2021-03-07 00:00:00,314456,2190
2021-03-08 00:00:00,322019,7563
2021-03-09 00:00:00,329896,7877
2021-03-10 00:00:00,339547,9651
2021-03-11 00:00:00,348894,9347
2021-03-12 00:00:00,358784,9890
2021-03-13 00:00:00,363461,4677
2021-03-14 00:00:00,365080,1619
2021-03-15 00:00:00,371538,6458
2021-03-16 00:00:00,379046,7508
2021-03-17 00:00:00,387746,8700
2021-03-18 00:00:00,396106,8360
2021-03-19 00:00:00,405052,8946
2021-03-20 00:00:00,409332,4280
2021-03-21 00:00:00,412755,3423
2021-03-22 00:00:00,419110,6355
2021-03-23 00:00:00,426281,7171
2021-03-24 00:00:00,434966,8685
2021-03-25 00:00:00,444904,9938
2021-03-26 00:00:00,454989,10085
2021-03-27 00:00:00,460570,5581
2021-03-28 00:00:00,463459,2889
2021-03-29 00:00:00,470120,6661
2021-03-30 00:00:00,478336,8216
2021-03-31 00:00:00,487852,9516
2021-04-01 00:00:00,494972,7120
2021-04-02 00:00:00,503466,8494
2021-04-03 00:00:00,507628,4162
2021-04-04 00:00:00,508539,911
2021-04-05 00:00:00,516215,7676
2021-04-06 00:00:00,524037,7822
2021-04-07 00:00:00,534448,10411
2021-04-08 00:00:00,542308,7860
2021-04-09 00:00:00,549351,7043
