date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,109,97,57,68,58,1
1/10/2021,264,214,160,163,190,4
1/11/2021,280,235,186,180,206,4
1/12/2021,300,251,209,207,251,4
1/13/2021,309,260,216,218,420,4
1/14/2021,320,273,226,229,582,4
1/15/2021,337,286,237,238,748,4
1/16/2021,343,288,237,238,753,4
1/17/2021,344,289,237,240,757,4
1/18/2021,346,294,239,244,764,4
1/19/2021,351,304,241,249,807,4
1/2/2021,110,97,57,69,59,1
1/20/2021,371,320,262,269,1135,6
1/21/2021,387,341,280,286,1451,6
1/22/2021,418,372,317,314,1867,7
1/23/2021,424,377,318,316,1875,7
1/24/2021,424,379,318,318,1877,7
1/25/2021,440,389,334,337,1903,7
1/26/2021,464,406,349,359,2203,9
1/27/2021,484,426,364,383,2269,11
1/28/2021,508,452,405,455,2561,11
1/29/2021,563,515,497,528,2730,12
1/3/2021,112,99,57,70,60,1
1/30/2021,584,530,511,548,2740,12
1/31/2021,596,537,516,560,2750,12
1/4/2021,131,115,67,84,66,1
1/5/2021,158,125,85,96,76,1
1/6/2021,188,158,108,118,85,2
1/7/2021,212,176,126,133,170,3
1/8/2021,261,211,157,161,189,3
1/9/2021,264,212,159,162,190,3
10/1/2021,10232,6390,6421,6283,9698,6286
10/10/2021,10277,6419,6435,6302,9716,6360
10/11/2021,10280,6426,6441,6305,9720,6362
10/12/2021,10292,6427,6443,6306,9722,6395
10/13/2021,10296,6433,6447,6310,9723,6399
10/14/2021,10304,6442,6452,6316,9728,6410
10/15/2021,10323,6448,6459,6319,9731,6416
10/16/2021,10332,6449,6459,6319,9732,6423
10/17/2021,10337,6450,6459,6319,9732,6428
10/18/2021,10345,6456,6463,6322,9737,6432
10/19/2021,10366,6465,6470,6327,9742,6444
10/2/2021,10234,6391,6422,6285,9699,6288
10/20/2021,10370,6466,6473,6328,9743,6452
10/21/2021,10381,6468,6476,6330,9745,6457
10/22/2021,10390,6475,6479,6335,9749,6467
10/23/2021,10394,6480,6486,6338,9751,6475
10/24/2021,10395,6483,6488,6339,9752,6479
10/25/2021,10400,6489,6492,6339,9757,6482
10/26/2021,10411,6494,6497,6341,9763,6485
10/27/2021,10420,6501,6499,6345,9771,6490
10/28/2021,10433,6511,6506,6353,9780,6498
10/29/2021,10437,6516,6509,6356,9782,6507
10/3/2021,10238,6391,6422,6285,9701,6288
10/30/2021,10442,6520,6516,6365,9784,6509
10/31/2021,10442,6523,6518,6365,9784,6512
10/4/2021,10242,6393,6428,6286,9703,6292
10/5/2021,10254,6397,6430,6290,9711,6313
10/6/2021,10258,6405,6431,6292,9714,6318
10/7/2021,10267,6416,6434,6296,9715,6343
10/8/2021,10269,6419,6434,6297,9716,6354
10/9/2021,10275,6419,6434,6299,9716,6356
11/1/2021,10449,6531,6529,6367,9791,6519
11/10/2021,10599,6652,6637,6435,9861,9500
11/11/2021,10618,6675,6655,6445,9875,9563
11/12/2021,10634,6692,6668,6449,9893,9742
11/13/2021,10644,6699,6677,6453,9898,9813
11/14/2021,10652,6709,6691,6459,9902,9905
11/15/2021,10691,6746,6730,6480,9936,10027
11/16/2021,10728,6771,6750,6491,9950,10161
11/17/2021,10745,6794,6761,6505,9964,10406
11/18/2021,10767,6809,6770,6515,9971,10570
11/19/2021,10792,6831,6788,6526,9981,10644
11/2/2021,10466,6541,6541,6373,9801,6537
11/20/2021,10808,6843,6799,6535,9985,10694
11/21/2021,10822,6848,6810,6539,9989,10740
11/22/2021,10840,6856,6820,6550,9998,10789
11/23/2021,10857,6872,6832,6565,10023,10840
11/24/2021,10877,6893,6847,6580,10057,10902
11/25/2021,10882,6893,6847,6582,10065,10902
11/26/2021,10904,6910,6862,6606,10087,10971
11/27/2021,10925,6933,6871,6614,10089,11033
11/28/2021,10941,6944,6881,6618,10093,11075
11/29/2021,10958,6955,6891,6628,10110,11223
11/3/2021,10473,6548,6543,6377,9804,6600
11/30/2021,10997,7006,6943,6650,10134,11844
11/4/2021,10494,6569,6558,6390,9814,7216
11/5/2021,10518,6596,6581,6401,9821,7787
11/6/2021,10519,6597,6582,6401,9826,7803
11/7/2021,10525,6600,6586,6403,9827,7820
11/8/2021,10539,6613,6592,6411,9833,8413
11/9/2021,10568,6634,6613,6426,9853,8670
12/1/2020,,,1,,,
12/1/2021,11016,7028,6951,6662,10166,11911
12/10/2020,,,1,,,
12/11/2020,,,1,,,
12/12/2020,,,1,,,
12/13/2020,,,1,,,
12/14/2020,,,1,,,
12/15/2020,,,1,,,
12/16/2020,,,1,,,
12/17/2020,5,,2,2,,
12/18/2020,6,3,3,3,,
12/19/2020,6,6,3,3,1,
12/2/2020,,,1,,,
12/2/2021,11033,7041,6964,6691,10200,11978
12/20/2020,7,6,3,3,1,
12/21/2020,8,7,3,3,2,
12/22/2020,22,16,9,12,11,
12/23/2020,29,25,11,17,14,
12/24/2020,40,29,15,21,16,
12/25/2020,40,29,15,21,16,
12/26/2020,44,31,15,21,16,
12/27/2020,44,31,15,21,16,
12/28/2020,55,44,24,26,21,
12/29/2020,76,65,34,34,22,
12/3/2020,,,1,,,
12/3/2021,11049,7062,6983,6703,10212,12072
12/30/2020,94,82,42,48,35,1
12/31/2020,109,97,53,59,48,1
12/4/2020,,,1,,,
12/4/2021,11066,7077,6995,6716,10222,12095
12/5/2020,,,1,,,
12/5/2021,11072,7082,6999,6724,10225,12131
12/6/2020,,,1,,,
12/7/2020,,,1,,,
12/8/2020,,,1,,,
12/9/2020,,,1,,,
2/1/2021,614,551,539,581,2786,12
2/10/2021,887,857,992,1217,3732,19
2/11/2021,922,905,1092,1328,3874,19
2/12/2021,946,988,1233,1410,3982,19
2/13/2021,1007,1084,1373,1490,4072,24
2/14/2021,1076,1154,1487,1563,4166,30
2/15/2021,1092,1162,1497,1579,4207,30
2/16/2021,1103,1166,1506,1590,4236,32
2/17/2021,1108,1169,1509,1591,4252,32
2/18/2021,1111,1169,1509,1592,4266,32
2/19/2021,1113,1170,1509,1596,4272,32
2/2/2021,663,603,629,693,3006,12
2/20/2021,1116,1173,1510,1600,4282,32
2/21/2021,1116,1173,1511,1600,4287,32
2/22/2021,1120,1174,1515,1601,4303,32
2/23/2021,1131,1182,1523,1606,4327,33
2/24/2021,1148,1195,1533,1626,4426,35
2/25/2021,1156,1204,1560,1637,4499,36
2/26/2021,1179,1232,1576,1659,4630,37
2/27/2021,1185,1233,1581,1674,4668,38
2/28/2021,1187,1235,1582,1677,4705,38
2/3/2021,673,613,645,702,3044,14
2/4/2021,720,669,744,815,3194,15
2/5/2021,788,764,852,964,3335,15
2/6/2021,793,765,856,968,3342,15
2/7/2021,795,765,857,969,3347,15
2/8/2021,804,769,862,979,3375,17
2/9/2021,857,826,911,1089,3578,19
3/1/2021,1200,1249,1602,1695,4786,39
3/10/2021,1459,1466,1855,2112,6264,56
3/11/2021,1492,1488,1879,2176,6373,56
3/12/2021,1522,1509,1899,2221,6464,56
3/13/2021,1540,1523,1916,2255,6483,56
3/14/2021,1569,1576,1959,2355,6648,58
3/15/2021,1586,1585,1980,2394,6699,60
3/16/2021,1650,1641,2076,2673,6897,69
3/17/2021,1813,1745,2227,2810,7103,78
3/18/2021,1895,1863,2436,2937,7286,80
3/19/2021,2078,1991,2607,3121,7475,92
3/2/2021,1236,1281,1643,1742,5018,41
3/20/2021,2092,1997,2615,3149,7505,93
3/21/2021,2106,2005,2623,3177,7524,96
3/22/2021,2144,2029,2664,3240,7571,99
3/23/2021,2290,2126,2771,3410,7761,118
3/24/2021,2453,2205,2886,3603,7878,132
3/25/2021,2602,2322,2987,3776,7962,163
3/26/2021,2794,2436,3109,3900,8058,192
3/27/2021,2817,2447,3123,3933,8082,200
