date,Greenlee_cume,Greenlee
1/12/2021,20,
1/13/2021,50,30
1/14/2021,60,10
1/18/2021,70,10
1/19/2021,80,10
1/20/2021,100,20
1/21/2021,133,33
1/22/2021,157,24
1/23/2021,177,20
1/24/2021,217,40
1/25/2021,238,21
1/27/2021,239,1
1/28/2021,281,42
1/29/2021,335,54
1/5/2021,417,82
1/6/2021,448,31
1/7/2021,490,42
1/8/2021,523,33
1/9/2021,817,294
12/21/2020,1033,216
12/22/2020,1459,426
12/23/2020,1470,11
12/24/2020,1525,55
12/29/2020,1636,111
12/30/2020,2004,368
12/31/2020,2160,156
2/1/2021,2187,27
2/10/2021,2266,79
2/11/2021,2300,34
2/12/2021,2385,85
2/15/2021,2579,194
2/16/2021,2601,22
2/17/2021,2655,54
2/18/2021,2814,159
2/2/2021,3071,257
2/22/2021,3422,351
2/23/2021,3475,53
2/24/2021,3581,106
2/25/2021,3753,172
2/26/2021,4080,327
2/28/2021,4151,71
2/3/2021,4502,351
2/4/2021,4726,224
2/5/2021,4913,187
2/8/2021,5108,195
2/9/2021,5124,16
3/1/2021,5148,24
3/10/2021,5326,178
3/11/2021,5435,109
3/12/2021,5502,67
3/15/2021,5692,190
3/16/2021,5693,1
3/17/2021,5748,55
3/18/2021,5853,105
3/19/2021,5993,140
3/2/2021,6135,142
3/22/2021,6368,233
3/23/2021,6529,161
3/24/2021,6561,32
3/25/2021,6635,74
3/26/2021,6672,37
3/28/2021,6734,62
3/29/2021,6744,10
3/3/2021,6763,19
3/30/2021,6803,40
3/31/2021,6855,52
3/4/2021,6917,62
3/5/2021,6928,11
3/7/2021,7170,242
3/8/2021,7245,75
3/9/2021,7250,5
4/1/2021,7339,89
4/12/2021,7389,50
4/13/2021,7491,102
4/14/2021,7526,35
4/15/2021,7540,14
4/16/2021,7603,63
4/2/2021,7650,47
4/20/2021,7717,67
4/22/2021,7728,11
4/27/2021,7751,23
4/30/2021,7784,33
4/5/2021,7821,37
4/6/2021,7842,21
4/7/2021,7881,39
4/8/2021,7920,39
4/9/2021,7944,24
5/10/2021,7965,21
5/12/2021,7975,10
5/13/2021,7991,16
5/18/2021,8010,19
5/20/2021,8020,10
5/21/2021,8038,18
5/24/2021,8049,11
5/25/2021,8069,20
5/27/2021,8096,27
5/4/2021,8099,3
5/5/2021,8125,26
5/6/2021,8132,7
6/1/2021,8151,19
6/10/2021,8157,6
6/15/2021,8168,11
6/16/2021,8176,8
6/17/2021,8198,22
6/2/2021,8205,7
6/22/2021,8219,14
6/23/2021,8220,1
6/24/2021,8240,20
6/29/2021,8253,13
6/3/2021,8260,7
6/8/2021,8267,7
6/9/2021,8277,10
7/1/2021,8283,6
7/12/2021,8284,1
7/13/2021,8288,4
7/15/2021,8292,4
7/19/2021,8304,12
7/2/2021,8307,3
7/20/2021,8311,4
7/21/2021,8317,6
7/22/2021,8318,1
7/23/2021,8330,12
7/26/2021,8338,8
7/27/2021,8348,10
7/28/2021,8357,9
7/29/2021,8362,5
7/30/2021,8370,8
7/6/2021,8375,5
7/7/2021,8392,17
7/8/2021,8396,4
8/10/2021,8401,5
8/11/2021,8410,9
8/12/2021,8423,13
8/13/2021,8440,17
8/14/2021,8449,9
8/16/2021,8457,8
8/17/2021,8464,7
8/18/2021,8473,9
8/19/2021,8538,65
8/2/2021,8549,11
8/20/2021,8551,2
8/21/2021,8569,18
8/22/2021,8631,62
8/23/2021,8650,19
8/24/2021,8670,20
8/25/2021,8716,46
8/26/2021,8833,117
8/27/2021,8844,11
8/3/2021,8863,19
8/30/2021,8881,18
8/31/2021,8895,14
8/4/2021,8932,37
8/5/2021,8952,20
8/6/2021,8983,31
8/9/2021,8997,14
9/1/2021,9003,6
9/2/2021,9004,1
9/3/2021,9022,18
