date,Gila_cume,Gila
2020-12-17 00:00:00,182,
2020-12-18 00:00:00,299,117
2020-12-20 00:00:00,300,1
2020-12-21 00:00:00,390,90
2020-12-22 00:00:00,457,67
2020-12-23 00:00:00,587,130
2020-12-24 00:00:00,728,141
2020-12-26 00:00:00,753,25
2020-12-27 00:00:00,759,6
2020-12-28 00:00:00,1072,313
2020-12-29 00:00:00,1314,242
2020-12-30 00:00:00,1566,252
2020-12-31 00:00:00,1800,234
2021-01-01 00:00:00,1803,3
2021-01-02 00:00:00,2005,202
2021-01-03 00:00:00,2006,1
2021-01-04 00:00:00,2237,231
2021-01-05 00:00:00,2574,337
2021-01-06 00:00:00,2843,269
2021-01-07 00:00:00,3458,615
2021-01-08 00:00:00,3982,524
2021-01-09 00:00:00,4012,30
2021-01-11 00:00:00,4281,269
2021-01-12 00:00:00,4464,183
2021-01-13 00:00:00,4669,205
2021-01-14 00:00:00,5040,371
2021-01-15 00:00:00,5664,624
2021-01-16 00:00:00,5667,3
2021-01-18 00:00:00,5780,113
2021-01-19 00:00:00,6182,402
2021-01-20 00:00:00,6619,437
2021-01-21 00:00:00,7137,518
2021-01-22 00:00:00,7309,172
2021-01-23 00:00:00,7463,154
2021-01-24 00:00:00,7464,1
2021-01-25 00:00:00,7754,290
2021-01-26 00:00:00,7945,191
2021-01-27 00:00:00,8400,455
2021-01-28 00:00:00,9084,684
2021-01-29 00:00:00,9584,500
2021-01-30 00:00:00,9951,367
2021-01-31 00:00:00,9962,11
2021-02-01 00:00:00,10405,443
2021-02-02 00:00:00,11083,678
2021-02-03 00:00:00,11776,693
2021-02-04 00:00:00,12752,976
2021-02-05 00:00:00,13606,854
2021-02-06 00:00:00,14166,560
2021-02-07 00:00:00,14178,12
2021-02-08 00:00:00,14583,405
2021-02-09 00:00:00,15167,584
2021-02-10 00:00:00,15616,449
2021-02-11 00:00:00,16010,394
2021-02-12 00:00:00,16699,689
2021-02-13 00:00:00,17776,1077
2021-02-14 00:00:00,18347,571
2021-02-15 00:00:00,18493,146
2021-02-16 00:00:00,18958,465
2021-02-17 00:00:00,19367,409
2021-02-18 00:00:00,19905,538
2021-02-19 00:00:00,20321,416
2021-02-20 00:00:00,20677,356
2021-02-22 00:00:00,20827,150
2021-02-23 00:00:00,21150,323
2021-02-24 00:00:00,21426,276
2021-02-25 00:00:00,21945,519
2021-02-26 00:00:00,22398,453
2021-02-27 00:00:00,24217,1819
2021-02-28 00:00:00,25115,898
2021-03-01 00:00:00,25409,294
2021-03-02 00:00:00,25797,388
2021-03-03 00:00:00,26184,387
2021-03-04 00:00:00,26918,734
2021-03-05 00:00:00,27233,315
2021-03-06 00:00:00,27768,535
2021-03-07 00:00:00,27793,25
2021-03-08 00:00:00,28064,271
2021-03-09 00:00:00,28638,574
2021-03-10 00:00:00,29060,422
2021-03-11 00:00:00,30478,1418
2021-03-12 00:00:00,30980,502
2021-03-13 00:00:00,32384,1404
2021-03-14 00:00:00,32909,525
2021-03-15 00:00:00,33091,182
2021-03-16 00:00:00,33545,454
2021-03-17 00:00:00,33757,212
2021-03-18 00:00:00,34136,379
2021-03-19 00:00:00,34438,302
2021-03-20 00:00:00,34775,337
2021-03-22 00:00:00,34968,193
2021-03-23 00:00:00,35210,242
2021-03-24 00:00:00,35375,165
2021-03-25 00:00:00,35717,342
2021-03-26 00:00:00,35922,205
2021-03-27 00:00:00,37717,1795
2021-03-28 00:00:00,38531,814
2021-03-29 00:00:00,38814,283
2021-03-30 00:00:00,38973,159
2021-03-31 00:00:00,39119,146
2021-04-01 00:00:00,39830,711
2021-04-02 00:00:00,40088,258
2021-04-03 00:00:00,40135,47
2021-04-04 00:00:00,40145,10
2021-04-05 00:00:00,40356,211
2021-04-06 00:00:00,40873,517
2021-04-07 00:00:00,41065,192
2021-04-08 00:00:00,41559,494
2021-04-09 00:00:00,41852,293
2021-04-10 00:00:00,42421,569
2021-04-11 00:00:00,42437,16
2021-04-12 00:00:00,42594,157
2021-04-13 00:00:00,42722,128
2021-04-14 00:00:00,42778,56
