date,Graham_cume,Graham
1/1/2021,62,
1/11/2021,72,10
1/12/2021,83,11
1/13/2021,145,62
1/14/2021,186,41
1/15/2021,196,10
1/16/2021,201,5
1/18/2021,202,1
1/19/2021,286,84
1/2/2021,351,65
1/20/2021,425,74
1/21/2021,525,100
1/22/2021,716,191
1/23/2021,768,52
1/25/2021,842,74
1/26/2021,948,106
1/27/2021,1121,173
1/28/2021,1400,279
1/29/2021,1454,54
1/4/2021,1509,55
1/5/2021,1565,56
1/6/2021,1726,161
1/7/2021,1844,118
1/8/2021,2090,246
12/23/2020,2305,215
12/26/2020,2359,54
12/28/2020,2465,106
12/29/2020,2580,115
12/30/2020,2683,103
12/31/2020,2935,252
2/1/2021,3048,113
2/10/2021,3197,149
2/11/2021,3382,185
2/12/2021,3601,219
2/13/2021,3910,309
2/15/2021,4110,200
2/16/2021,4223,113
2/17/2021,4372,149
2/18/2021,4516,144
2/19/2021,4789,273
2/2/2021,5153,364
2/20/2021,5383,230
2/22/2021,5454,71
2/23/2021,5591,137
2/24/2021,5754,163
2/25/2021,5972,218
2/26/2021,6331,359
2/28/2021,6554,223
2/3/2021,6659,105
2/4/2021,6809,150
2/5/2021,6984,175
2/6/2021,7153,169
2/8/2021,7432,279
2/9/2021,7445,13
3/1/2021,7593,148
3/10/2021,7808,215
3/11/2021,8007,199
3/12/2021,8213,206
3/13/2021,8400,187
3/15/2021,8612,212
3/16/2021,8613,1
3/17/2021,8752,139
3/18/2021,8947,195
3/19/2021,9150,203
3/2/2021,9383,233
3/20/2021,9517,134
3/22/2021,9771,254
3/23/2021,9971,200
3/24/2021,10124,153
3/25/2021,10330,206
3/26/2021,10574,244
3/27/2021,10727,153
3/29/2021,10743,16
3/3/2021,10910,167
3/30/2021,11132,222
3/31/2021,11352,220
3/4/2021,11549,197
3/5/2021,11706,157
3/6/2021,11791,85
3/7/2021,12020,229
3/8/2021,12173,153
3/9/2021,12507,334
4/1/2021,12698,191
4/10/2021,12776,78
4/11/2021,12800,24
4/12/2021,12805,5
4/13/2021,12924,119
4/14/2021,13076,152
4/15/2021,13438,362
4/16/2021,13772,334
4/17/2021,13876,104
4/19/2021,14013,137
4/2/2021,14018,5
4/20/2021,14072,54
4/21/2021,14203,131
4/22/2021,14438,235
4/23/2021,14561,123
4/24/2021,14711,150
4/26/2021,14727,16
4/27/2021,14796,69
4/28/2021,15000,204
4/29/2021,15268,268
4/3/2021,15515,247
4/30/2021,15638,123
4/4/2021,15744,106
4/5/2021,15890,146
4/6/2021,16004,114
4/7/2021,16114,110
4/8/2021,16390,276
4/9/2021,16421,31
5/1/2021,16432,11
5/10/2021,16433,1
5/11/2021,16477,44
5/12/2021,16566,89
5/13/2021,16823,257
5/14/2021,17045,222
5/15/2021,17078,33
5/16/2021,17125,47
5/17/2021,17126,1
5/18/2021,17152,26
5/19/2021,17208,56
5/2/2021,17363,155
5/20/2021,17484,121
5/21/2021,17517,33
5/22/2021,17531,14
5/23/2021,17534,3
5/24/2021,17597,63
5/25/2021,17660,63
5/26/2021,17812,152
5/27/2021,18012,200
5/28/2021,18090,78
5/29/2021,18131,41
5/3/2021,18132,1
5/30/2021,18192,60
5/31/2021,18237,45
5/4/2021,18262,25
5/5/2021,18350,88
5/6/2021,18401,51
5/7/2021,18407,6
5/8/2021,18408,1
5/9/2021,18411,3
6/1/2021,18462,51
6/10/2021,18520,58
6/11/2021,18571,51
6/12/2021,18621,50
6/13/2021,18632,11
6/14/2021,18637,5
6/15/2021,18667,30
6/16/2021,18687,20
6/17/2021,18709,22
6/18/2021,18828,119
6/19/2021,18842,14
6/2/2021,18857,15
6/20/2021,18859,2
6/21/2021,18901,42
6/22/2021,18935,34
6/23/2021,18974,39
6/24/2021,19025,51
6/25/2021,19083,58
6/26/2021,19094,11
6/27/2021,19099,5
6/28/2021,19126,27
6/29/2021,19146,20
6/3/2021,19163,17
6/30/2021,19190,27
6/4/2021,19240,50
6/5/2021,19248,8
6/6/2021,19249,1
6/7/2021,19282,33
6/8/2021,19307,25
6/9/2021,19366,59
7/1/2021,19407,41
7/10/2021,19438,31
7/11/2021,19447,9
7/12/2021,19467,20
7/13/2021,19483,16
7/14/2021,19529,46
7/15/2021,19576,47
7/16/2021,19607,31
7/17/2021,19614,7
7/18/2021,19615,1
7/19/2021,19642,27
7/2/2021,19654,12
7/20/2021,19710,56
7/21/2021,19757,47
7/22/2021,19804,47
7/23/2021,19816,12
7/24/2021,19818,2
7/25/2021,19852,34
7/26/2021,19881,29
7/27/2021,19939,58
7/28/2021,20011,72
7/29/2021,20091,80
7/3/2021,20136,45
7/30/2021,20141,5
7/31/2021,20220,79
7/5/2021,20257,37
7/6/2021,20333,76
7/7/2021,20391,58
7/8/2021,20437,46
7/9/2021,20464,27
8/1/2021,20469,5
8/10/2021,20520,51
8/11/2021,20537,17
8/12/2021,20603,66
8/2/2021,20688,85
8/3/2021,20728,40
8/4/2021,20734,6
8/5/2021,20740,6
8/6/2021,20775,35
8/7/2021,20800,25
8/8/2021,20853,53
8/9/2021,20927,74
